CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_rvmoreno_WORK,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,Notes
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907043,LINCOLN MIDDLE,REGULAR INSTRUCTIONAL,,1023 ABE LINCOLN AVE,PORT ARTHUR,TX,77640.0,1023 ABE LINCOLN AVE,PORT ARTHUR,TX,77640.0,(409) 984-8700,(409) 982-2847,lbaptiste@paisd.org,www.paisd.org/schools/wilsontechnology/home.htm,MS LASONYA BAPTISTE   ,'06-08,694,Active,37839.0,2015-03-14T05:35:17,119,USCGeocoder,1,47,f6988208-2812-4b07-8c69-ce3137e8d94b,4.01,,29.86675197,-93.9488883036,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4735.24010661,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907046,PERFORMING ARTS SCHOOL OF TECHNOLOGY,REGULAR INSTRUCTIONAL,,P O BOX 1388,PORT ARTHUR,TX,77641.0,1500 LAKESHORE DR,PORT ARTHUR,TX,77641.0,(409) 989-6244,(409) 989-6229,mporterie@paisd.org,,    ,'PK-12,0,Under Construction,38009.0,2015-03-14T05:35:17,120,USCGeocoder,1,16,ad604846-de2b-46c9-8bfc-ee93a02c6569,4.01,,29.8787208356,-93.9263408449,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171598,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3085.34347019,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907102,DEQUEEN EL,REGULAR INSTRUCTIONAL,,740 DEQUEEN BLVD,PORT ARTHUR,TX,77640-6205,740 DEQUEEN BLVD,PORT ARTHUR,TX,77640-6205,(409) 984-8900,(409) 983-4845,jgloston@paisd.org,www.paisd.org/schools/dequeen/home.htm,MS JERRY GLOSTON   ,'03-05,373,Active, ,2015-03-14T05:35:17,121,USCGeocoder,1,31,11750b83-bd78-4c39-bd66-dbe10cadfbc6,4.01,,29.890332,-93.92333,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907103,HOUSTON EL,REGULAR INSTRUCTIONAL,,3245 36TH ST,PORT ARTHUR,TX,77642-4528,3245 36TH ST,PORT ARTHUR,TX,77642-4528,(409) 984-4800,(409) 985-8701,moliva@paisd.org,www.paisd.org/schools/houston/home.htm,MS MELISSA OLIVA   ,'PK-05,711,Active, ,2015-03-14T05:35:17,122,USCGeocoder,1,47,6895559c-4e14-480f-8b71-c57fff2b7c04,4.01,,29.9164081078,-93.9416876834,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4430.95834445,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907105,LEE EL,REGULAR INSTRUCTIONAL,,3900 10TH ST,PORT ARTHUR,TX,77642.0,3900 10TH ST,PORT ARTHUR,TX,77642.0,(409) 984-8300,(409) 983-1649,risampson@paisd.org,www.paisd.org/schools/lee/home.htm,MR REUBEN SAMPSON   ,'PK-05,764,Active, ,2015-03-14T05:35:17,123,USCGeocoder,1,94,ba493421-3f96-4103-b329-1df512b6844e,4.01,,29.9063963955,-93.9107588305,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6278.11280738,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907108,TRAVIS EL,REGULAR INSTRUCTIONAL,,1115 LAKEVIEW AVE,PORT ARTHUR,TX,77642-0601,1115 LAKEVIEW AVE,PORT ARTHUR,TX,77642-0601,(409) 984-4700,(409) 982-8966,rlee@paisd.org,www.paisd.org/schools/travis/home.htm,MRS RAMONA LEE   ,'PK-05,642,Active, ,2015-03-14T05:35:17,124,USCGeocoder,1,47,e7919956-6707-4673-af0c-61ac54bbebe6,4.01,,29.917773,-93.904397,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907109,TYRRELL EL,REGULAR INSTRUCTIONAL,,4401 FERNDALE DR,PORT ARTHUR,TX,77642-2099,4401 FERNDALE DR,PORT ARTHUR,TX,77642-2099,(409) 984-4660,(409) 963-2765,lchambers@paisd.org,www.paisd.org/schools/tyrrell/home.htm,DR LISA CHAMBERS   ,'PK-05,812,Active, ,2015-03-14T05:35:17,125,USCGeocoder,1,16,2bcb2f03-87a6-4e55-af11-e6762d93df66,4.01,,29.9211097381,-93.9254244083,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2047.27781466,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907111,WHEATLEY SCHOOL OF EARLY CHILDHOOD PROGRAMS,REGULAR INSTRUCTIONAL,,1100 JEFFERSON DR,PORT ARTHUR,TX,77642.0,1100 JEFFERSON DR,PORT ARTHUR,TX,77642.0,(409) 984-8750,(409) 985-5487,fwsimmons@paisd.org,www.paisd.org/schools/wheatley/home.htm,MRS FREDIA SIMMONS   ,'EE-KG,429,Active, ,2015-03-14T05:35:17,126,USCGeocoder,1,31,56c8c1ec-15f7-47ba-90d2-bdd1360cf81d,4.01,,29.9155934215,-93.9047356657,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6760.66218777,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907113,DOWLING EL,REGULAR INSTRUCTIONAL,,6301 PAT AVE,PORT ARTHUR,TX,77640-1256,6301 PAT AVE,PORT ARTHUR,TX,77640-1256,(409) 984-4960,(409) 736-2406,gfowler@paisd.org,www.paisd.org/schools/dowling/home.htm,MRS GLADDIE FOWLER   ,'PK-05,-1,Active,36299.0,2015-03-14T05:35:17,127,USCGeocoder,1,16,5b585eb9-8821-4c4a-8661-52c3c73af770,4.01,,29.901813084,-94.0372954407,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2318.15247446,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907116,STAFF SERGEANT LUCIAN ADAMS EL,REGULAR INSTRUCTIONAL,,5701 9TH AVE,PORT ARTHUR,TX,77642.0,5701 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 984-4100,(409) 983-2528,kobregon@paisd.org,,MRS KARLA OBREGON   ,'PK-05,717,Active,38874.0,2015-03-14T05:35:17,128,USCGeocoder,1,31,81803de0-ce29-43cf-8487-ab805bf54d01,4.01,,29.933069,-93.957172,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907117,WASHINGTON EL,REGULAR INSTRUCTIONAL,,1300 FREEMAN,PORT ARTHUR,TX,77640.0,1300 FREEMAN AVE,PORT ARTHUR,TX,77640.0,(409) 984-8600,(409) 982-3569,crice@paisd.org,www.paisd.org,MR CALVIN RICE   ,'PK-02,436,Active,38874.0,2015-03-14T05:35:17,129,USCGeocoder,1,31,d4c81402-db83-42e2-9ab1-06ab7e328be4,4.01,,29.871834,-93.948896,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'123,JEFFERSON COUNTY,'05,'123907,PORT ARTHUR ISD,INDEPENDENT,P O BOX 1388,PORT ARTHUR,TX,77641-1388,4801 9TH AVE,PORT ARTHUR,TX,77642.0,(409) 989-6244,(409) 983-7499,mporterie@paisd.org,www.paisd.org,DR MARK PORTERIE   ,9045,'123907118,BOOKER T WASHINGTON EL,REGULAR INSTRUCTIONAL,,1300 FREEMAN AVE,PORT ARTHUR,TX,77640.0,1300 FREEMAN AVE,PORT ARTHUR,TX,77640.0, , ,crice@paisd.org,,    ,'PK-02,0,Active,40414.0,2015-03-14T05:35:17,130,USCGeocoder,1,31,63013749-c49a-4206-b0e0-5f0a6ea97b97,4.01,,29.871825,-93.948943,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,Dupilicate of 130? 
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908001,PORT NECHES-GROVES H S,REGULAR INSTRUCTIONAL,,1401 MERRIMAN ST,PORT NECHES,TX,77651-2894,1401 MERRIMAN ST,PORT NECHES,TX,77651-2894,(409) 729-7644 ext:1102,(409) 722-7371,mkeith@pngisd.org,,MR MARC KEITH   ,'09-12,1436,Active, ,2015-03-14T05:35:17,131,USCGeocoder,1,63,3c9f6122-bea3-4392-9305-a6f011869607,4.01,,29.9878044068,-93.9542181377,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1862.83841099,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908002,ALTER SCH,DAEP INSTRUCTIONAL,,1810 PORT NECHES AVE,PORT NECHES,TX,77651-2894,1810 PORT NECHES AVE,PORT NECHES,TX,77651-2894,(409) 722-5924,(409) 724-1448,sryan@pngisd.org,,MR SCOTT RYAN   ,'06-12,-1,Active,33238.0,2015-03-14T05:35:17,132,USCGeocoder,1,63,eaa45b65-7e71-4a0c-9cad-b4504e8f1971,4.01,,29.9908942407,-93.9660504187,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,324.400874913,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908003,JEFFERSON CO J J A E P,JJAEP INSTRUCTIONAL,,5030 STE 100 HWY 69 S,BEAUMONT,TX,77705-2000,1149 PEARL ST,BEAUMONT,TX,77701-3600,(409) 720-4079,(409) 720-4051,,,MR STEVE GATEWOOD   ,'06-12,-1,Active,33816.0,2015-03-14T05:35:17,133,USCGeocoder,1,31,14fa0589-a44a-4dc3-a68e-3bf8eeaedf7b,4.01,,30.0787049583,-94.0930356347,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,8362.18817353,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908041,GROVES MIDDLE,REGULAR INSTRUCTIONAL,,5201 WILSON ST,GROVES,TX,77619-6051,5201 WILSON ST,GROVES,TX,77619-6051,(409) 962-0225,(409) 963-1898,jarnett@pngisd.org,,MR JAMES ARNETT   ,'06-08,568,Active, ,2015-03-14T05:35:17,134,USCGeocoder,1,31,3c3f3e37-2871-4ee6-be90-c98e290c92fe,4.01,,29.9589322285,-93.9224532277,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.0828402367,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,9166.03827993,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908042,PORT NECHES MIDDLE,REGULAR INSTRUCTIONAL,,749 CENTRAL DR,PORT NECHES,TX,77651.0,749 CENTRAL DR,PORT NECHES,TX,77651.0,(409) 722-8115,(409) 727-8342,khooper@pngisd.org,,MR KYLE HOOPER   ,'06-08,563,Active, ,2015-03-14T05:35:17,135,USCGeocoder,1,16,5092e4b7-04a8-4bd7-a8f3-9ae2b780027b,4.01,,29.9812973137,-93.9567277505,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6030.77456067,Meters,3,StreetSegmentInterpolation,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908101,GROVES EL,REGULAR INSTRUCTIONAL,,3901 CLEVELAND AVE,GROVES,TX,77619-5262,3901 CLEVELAND AVE,GROVES,TX,77619-5262,(409) 962-1531,(409) 963-2481,shammersmith@pngisd.org,www.pngisd.org,MRS SCARLET HAMMERSMITH   ,'04-05,334,Active, ,2015-03-14T05:35:17,136,USCGeocoder,1,47,df69a3a8-c44c-4f0a-a177-4b73c6029ed9,4.01,,29.9492944653,-93.9148482814,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,6054.20012403,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908102,PORT NECHES EL,REGULAR INSTRUCTIONAL,,2101 LLANO ST,PORT NECHES,TX,77651-3798,2101 LLANO ST,PORT NECHES,TX,77651-3798,(409) 722-2262,(409) 729-7003,agil@pngisd.org,,MRS AMY GIL   ,'04-05,381,Active, ,2015-03-14T05:35:18,137,USCGeocoder,1,78,17196f5e-adac-4f29-8597-6803d7fb7282,4.01,,29.9810949093,-93.9571870745,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,9476.4945786,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908103,RIDGEWOOD EL,REGULAR INSTRUCTIONAL,,2820 MERRIMAN ST,PORT NECHES,TX,77651-5308,2820 MERRIMAN ST,PORT NECHES,TX,77651-5308,(409) 722-7641,(409) 721-9721,gauthier@pngisd.org,www.pngisd.org,MRS JULIE GAUTHIER   ,'EE-03,440,Active, ,2015-03-14T05:35:18,138,USCGeocoder,1,31,9e885c3e-009b-4f0e-9410-617ae83c5a7f,4.01,,29.9686288954,-93.9677815778,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,2539.10933565,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908104,TAFT EL,REGULAR INSTRUCTIONAL,,2500 TAFT AVE,PORT ARTHUR,TX,77642-4942,2500 TAFT AVE,PORT ARTHUR,TX,77642-4942,(409) 962-2262,(409) 963-1923,naddison@pngisd.org,,MR NATHAN ADDISON   ,'EE-03,475,Active, ,2015-03-14T05:35:18,139,USCGeocoder,1,78,f31da9e5-e177-47eb-bbae-8f34f36f35b5,4.01,,29.9487958204,-93.8954725409,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,580.740034342,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908105,VAN BUREN EL,REGULAR INSTRUCTIONAL,,6400 VAN BUREN,GROVES,TX,77619-5660,6400 VAN BUREN,GROVES,TX,77619-5660,(409) 962-6511,(409) 962-2043,jcegielski@pngisd.org,,MR JOE CEGIELSKI   ,'EE-03,362,Active, ,2015-03-14T05:35:18,140,USCGeocoder,1,31,0e68bb53-0b66-477a-8034-216cc1dc4d3a,4.01,,29.9569777757,-93.9245932018,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,153196.928174,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908107,WOODCREST EL,REGULAR INSTRUCTIONAL,,1522 HEISLER ST,PORT NECHES,TX,77651-2299,1522 HEISLER ST,PORT NECHES,TX,77651-2299,(409) 724-2309,(409) 729-9480,fsandifer@pngisd.org,,MRS FAE SANDIFER   ,'EE-03,344,Active, ,2015-03-14T05:35:18,141,USCGeocoder,1,47,f2d85d42-4e47-4ab1-8590-6b68e1167caa,4.01,,29.9978634437,-93.9632814085,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,1935.07736754,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123908,PORT NECHES-GROVES ISD,INDEPENDENT,620 AVE C,PORT NECHES,TX,77651-3092,620 AVE C,PORT NECHES,TX,77651-3092,(409) 722-4244 ext:1718,(409) 724-7864,mgonzales@pngisd.org,www.pngisd.org,DR RODNEY D CAVNESS   ,4914,'123908111,WEST GROVES EARLY LEARNING CENTER,REGULAR INSTRUCTIONAL,,620 AVE C,PORT NECHES,TX,77651-3092,5840 W JEFFERSON,GROVES,TX,77619.0, , ,sgary@pngisd.org,,    ,'EE-PK,0,Under Construction,40558.0,2015-03-14T05:35:18,142,USCGeocoder,1,31,e1f0e797-9b69-4db1-b2f9-1a98509e3ec5,4.01,,29.9445198378,-93.9245431639,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,27448.0766685,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123910,BEAUMONT ISD,INDEPENDENT,3395 HARRISON AVE,BEAUMONT,TX,77706-5009,3395 HARRISON AVE,BEAUMONT,TX,77706-5009,(409) 617-5000,(409) 617-5184,vbutler@bmtisd.com,www.bmtisd.com/,MR VERNON L BUTLER   ,19453,'123910001,CENTRAL SENIOR H S,REGULAR INSTRUCTIONAL,,88 JAGUAR DR,BEAUMONT,TX,77702-2397,88 JAGUAR DR,BEAUMONT,TX,77702-2397,(409) 617-5300,(409) 617-5396,ocarr@bmtisd.com,www.bmtisd.com/central/,MR O LORENZO CARR   ,'09-12,1539,Active,27941.0,2015-03-14T05:35:18,143,USCGeocoder,1,31,6f5740ae-f92a-4b06-b270-724d71b8e48d,4.01,,30.0799064918,-94.1265061525,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,76952.4977026,Meters,2,Parcel,
'123,JEFFERSON COUNTY,'05,'123910,BEAUMONT ISD,INDEPENDENT,3395 HARRISON AVE,BEAUMONT,TX,77706-5009,3395 HARRISON AVE,BEAUMONT,TX,77706-5009,(409) 617-5000,(409) 617-5184,vbutler@bmtisd.com,www.bmtisd.com/,MR VERNON L BUTLER   ,19453,'123910004,OZEN H S,REGULAR INSTRUCTIONAL,,3443 FANNETT RD,BEAUMONT,TX,77705-1322,3443 FANNETT RD,BEAUMONT,TX,77705-1322,(409) 617-5400,(409) 617-5496,onorris@bmtisd.com,www.bmtisd.com/ozen/,MR ODIS C NORRIS   ,'09-12,1070,Active,33992.0,2015-03-14T05:35:18,144,USCGeocoder,1,375,c8aa70c4-4bc4-44f1-892d-1f4179af5231,4.01,,30.0530133527,-94.1156224558,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,700.573569953,Meters,2,Parcel,
