CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_decomonteiro_output_11_am,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807035,IDEA ALLAN COLLEGE PREPARATORY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1701 VARGAS RD,AUSTIN,TX,78741,1701 VARGAS RD,AUSTIN,TX,78741,(512) 822-4900,(512) 822-4901,steve.mudd@ideapublicschools.org,www.ideapublicschools.org,MR STEVE MUDD   ,'06-08,370,Active,2013-06-08,3/14/2015 5:35:16 AM,72,USCGeocoder,1,63,e6b8981a-4db2-4cd0-aa4b-6bfd8f6a22bd,4.01,,30.226108,-97.699347,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807101,IDEA ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,401 S 1ST ST,DONNA,TX,78537,401 S 1ST ST,DONNA,TX,78537,(956) 464-0203,(956) 464-8532,Rebecca.saldana@ideapublicschools.org,www.ideapublicschools.org,REBECCA SALDANA   ,'KG-05,700,Active,09/28/2007,3/14/2015 5:35:16 AM,73,USCGeocoder,1,47,f75a39dd-de03-4267-a3eb-8301f3751b55,4.01,,26.1654188653,-98.0644013603,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5927.55869228,Meters,3,StreetSegmentInterpolation,,5001 N FM 493,DONNA,TX,78537,26.204461,-98.038431
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807102,IDEA QUEST ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,14001 N ROOTH RD,EDINBURG,TX,78541,14001 N ROOTH RD,EDINBURG,TX,78541,(956) 287-1003,(956) 287-2737,rosa.chapa@ideapublicschools.org,www.ideapublicschools.org/Quest,ROSA CHAPA   ,'KG-05,692,Active,2006-01-07,3/14/2015 5:35:16 AM,74,USCGeocoder,1,63,7fb9df13-d10f-446a-bbac-18a8ee44d5d6,4.01,,26.332816,-98.231894,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807103,IDEA FRONTIER ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2800 S DAKOTA AVE,BROWNSVILLE,TX,78521,2800 S DAKOTA AVE,BROWNSVILLE,TX,78521,(956) 541-2002,(956) 541-5561,dora.villegas@ideapublicschools.org,www.ideapublicschools.org,DORA VILLEGAS   ,'KG-05,703,Active,2006-01-07,3/14/2015 5:35:16 AM,75,USCGeocoder,1,16,4d679b2f-b196-4def-ad94-5538e36915a0,4.01,,25.886055433,-97.4248903013,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,73451.3833728,Meters,2,Parcel,,301 N YELLOWJACKET DR,ELSA,TX,78543,30.926306,-94.596593
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807104,IDEA ACADEMY MISSION,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1600 S SCHUERBACH RD,MISSION,TX,78572,1600 S SCHUERBACH RD,MISSION,TX,78572,(956) 583-8315,(956) 424-4010,marissa.falcon@ideapublicschools.org,www.ideapublicschools.org/Mission,MARISSA FALCON   ,'KG-05,722,Active,08/28/2008,3/14/2015 5:35:16 AM,76,USCGeocoder,1,31,947c2591-6930-41a0-bc6c-ea7895534ce0,4.01,,26.196261,-98.365741,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807105,IDEA ACADEMY SAN BENITO,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2151 RUSSELL LN,SAN BENITO,TX,78586,2151 RUSSELL LN,SAN BENITO,TX,78586,(956) 399-5252,(956) 361-9478,PATRICIA.NOYOLA@ideapublicschools.org,www.ideapublicschools.org,MS PATRICIA NOYOLA   ,'KG-05,688,Active,08/28/2008,3/14/2015 5:35:16 AM,77,USCGeocoder,1,47,bca149a1-7343-4ced-9769-77d38284156a,4.01,,26.16495,-97.652028,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807106,IDEA ACADEMY SAN JUAN,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,200 N NEBRESKA AVE,SAN JUAN,TX,78589,200 N NEBRASKA AVE,SAN JUAN,TX,78589,(956) 702-5150,(956) 702-4497,MICHAEL.WAGNER@ideapublicschools.org,www.ideapublicschools.org/SanJuan,MR MICHAEL WAGNER   ,'KG-05,715,Active,2009-03-09,3/14/2015 5:35:16 AM,78,USCGeocoder,1,16,0fc08ece-cc9c-4614-9266-97944fccd411,4.01,,26.1958949331,-98.1544840062,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4465.88902039,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807107,IDEA ACADEMY ALAMO,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,325 E SH 495,ALAMO,TX,78516,325 E SH 495,ALAMO,TX,78516,(956) 588-4005,(956) 588-4006,ana.garza@ideapublicschools.org,www.ideapublicschools.org,ANA GARZA   ,'KG-04,609,Active,08/23/2010,3/14/2015 5:35:16 AM,79,USCGeocoder,1,31,4686833b-96f6-4515-b671-9172a2f07622,4.01,,26.2007157855,-98.1024601782,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.9704142012,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6384.58656053,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807108,IDEA ACADEMY PHARR,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,600 E LAS MILPAS RD,PHARR,TX,78577,600 E LAS MILPAS RD,PHARR,TX,78577,(956) 283-1515,(956) 783-1557,sonia.aguilar@ideapublicschools.org,www.ideapublicschools.org/Pharr,SONIA AGUILAR   ,'PK-04,699,Active,08/23/2010,3/14/2015 5:35:16 AM,80,USCGeocoder,1,31,efbcdddf-d6cf-4641-b263-b4a367664f9d,4.01,,26.115459,-98.192928,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807109,IDEA EDINBURG ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2553 N ROEGIERS RD,EDINBURG,TX,78541,2553 N ROEGIERS RD,EDINBURG,TX,78541,(956) 287-6100,(956) 287-6101,nora.perez@ideapublicschools.org,www.ideapublicschools.org/Edinburg,NORA PEREZ   ,'KG-05,716,Active,08/22/2011,3/14/2015 5:35:16 AM,81,USCGeocoder,1,47,da038dff-01e0-4bce-9d9b-db18733744e9,4.01,,26.327807,-98.15007,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807110,IDEA ACADEMY WESLACO,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2931 E SUGAR CANE DR,WESLACO,TX,78599,2931 E SUGAR CANE DR,WESLACO,TX,78599,(956) 351-4100,(956) 351-4101,Jayne.Pocquette@ideapublicschools.org,www.ideapublicschools.org,JAYNE POCQUETTE   ,'KG-05,698,Active,08/22/2011,3/14/2015 5:35:16 AM,82,USCGeocoder,1,16,7e5cc5c3-4aeb-4125-9520-c31fa88b2e9d,4.01,,26.185943,-97.962495,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,10,POBoxZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807111,IDEA MCALLEN ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,201 N BENTSEN RD,MCALLEN,TX,78501,201 N BENTSEN RD,MCALLEN,TX,78501,(956) 429-4100,(956) 429-4126,cassandra.flores@ideapublicschools.org,www.ideapublicschools.org/McAllen,CASSANDRA FLORES   ,'KG-04,591,Active,08/27/2012,3/14/2015 5:35:16 AM,83,USCGeocoder,1,16,98203168-33dd-496c-9699-e3324a480304,4.01,,26.2101953664,-98.2692773759,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5746.05827871,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807112,IDEA BROWNSVILLE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4395 PAREDES LINE RD,BROWNSVILLE,TX,78526,4395 PAREDES LINE RD,BROWNSVILLE,TX,78526,(956) 832-5150,(956) 832-5716,erica.matamoros@ideapublicschools.org,www.ideapublicschools.org,ERICA MATAMOROS   ,'KG-04,592,Active,08/27/2012,3/14/2015 5:35:16 AM,84,USCGeocoder,1,16,353e20fc-9feb-442d-a731-59d1f944b1fb,4.01,,25.9708347117,-97.4850386574,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4928.47718659,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807113,IDEA WESLACO PIKE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1000 E PIKE BLVD,WESLACO,TX,78596,1000 E PIKE BLVD,WESLACO,TX,78596,(956) 351-4850,(956) 447-3796,Silvia.Martinez@ideapublicschools.org,www.ideapublicschools.org,SILVIA MARTINEZ   ,'KG-02,352,Active,2014-04-08,3/14/2015 5:35:16 AM,85,USCGeocoder,1,16,2942b986-f0b5-4b00-8976-c0133f5bdec6,4.01,,26.1700157879,-97.9808972761,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4317.28509382,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807120,IDEA CARVER ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,217 ROBINSON PLACE,SAN ANTONIO,TX,78202,217 ROBINSON PLACE,SAN ANTONIO,TX,78202,(210) 223-8885,(210) 223-8970,GUADALUPE.DIAZ@ideapublicschools.org,www.ideapublicschools.org/Carver,MS GUADALUPE DIAZ   ,'KG-05,471,Active,08/27/2012,3/14/2015 5:35:16 AM,86,USCGeocoder,1,31,5563ce69-b618-4ee5-88b8-89f63313591b,4.01,,29.421756,-98.47249,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807121,IDEA SOUTH FLORES ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6919 S FLORES,SAN ANTONIO,TX,78221,6919 S FLORES,SAN ANTONIO,TX,78221,(210) 239-4150,(210) 239-4151,hailey.mccarthy@ideapublicschools.org,www.ideapublicschools.org/SouthFlores,HAILEY MCCARTHY   ,'KG-03,486,Active,08/21/2013,3/14/2015 5:35:16 AM,87,USCGeocoder,1,16,7963ea03-0452-4991-a01a-8b83b3e93a5a,4.01,,29.3504177337,-98.4884178149,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3902.32847316,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807122,IDEA MONTERREY PARK ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,222 SW 39TH ST,SAN ANTONIO,TX,78237,222 SW 39TH ST,SAN ANTONIO,TX,78237,(956) 239-4200,(956) 447-3796,Martha.Short@ideapublicschools.org,www.ideapublicschools.org,MARTHA SHORT   ,'KG-02,323,Active,2014-12-08,3/14/2015 5:35:16 AM,88,USCGeocoder,1,47,d39942bc-f830-4ca0-9d86-7c49aee2d35a,4.01,,29.4319525087,-98.5791472225,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2246.04261613,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807123,IDEA WALZEM ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8750 FOURWINDS DR,WINDCREST,TX,78239,8750 FOURWINDS DR,WINDCREST,TX,78239,(210) 239-4601,(512) 646-2801,Evan.Yates@ideapublicschools.org,www.ideapublicschools.org,EVAN YATES   ,'KG-02,300,Active,08/18/2014,3/14/2015 5:35:16 AM,89,USCGeocoder,1,109,3c3cca14-873b-468d-aadb-a35e57126323,4.01,,29.5205329687,-98.393280984,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,22657.4057923,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108807,IDEA PUBLIC SCHOOLS,CHARTER,505 ANGELITA DR STE 9,WESLACO,TX,78599,505 ANGELITA DR STE 9,WESLACO,TX,78599,(956) 377-8000,(956) 447-3796,joann.gama@ideapublicschools.org,www.ideapublicschools.org,JOANN GAMA   ,19227,'108807135,IDEA ALLAN ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,220 FOREMOST DR,AUSTIN,TX,78745,220 FOREMOST DR,AUSTIN,TX,78745,(512) 646-2800,(512) 646-2801,reynaldo.flores@ideapublicschools.org,www.ideapublicschools.org,MR REYNALDO FLORES   ,'KG-04,582,Active,2013-06-08,3/14/2015 5:35:16 AM,90,USCGeocoder,1,31,ffb6ccad-45bf-4b01-8ee6-a70051f79f56,4.01,,30.1791680983,-97.7798233316,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,11446.9649932,Meters,2,Parcel,,,,,,,
'108,HIDALGO COUNTY,'01,'108808,VANGUARD ACADEMY,CHARTER,1200 E KELLY,PHARR,TX,78577,1200 E KELLY ST,PHARR,TX,78577,(956) 283-1700,(956) 702-2180,vanguardac@aol.com,,MR ROBERT OLIVAREZ   ,2333,'108808101,VANGUARD ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1200 E KELLY AVE,PHARR,TX,78577,1200 E KELLY AVE,PHARR,TX,78577,(956) 283-1700,(956) 702-2180,n_espino@vanguardac.net,,NORMA ESPINO   ,'PK-12,1253,Active,2001-03-08,3/14/2015 5:35:16 AM,91,USCGeocoder,1,16,ce2dbd9a-080d-4146-962e-54bac09409f5,4.01,,26.1893909101,-98.1700382059,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1856.69432875,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108808,VANGUARD ACADEMY,CHARTER,1200 E KELLY,PHARR,TX,78577,1200 E KELLY ST,PHARR,TX,78577,(956) 283-1700,(956) 702-2180,vanguardac@aol.com,,MR ROBERT OLIVAREZ   ,2333,'108808103,VANGUARD ACADEMY EL II,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 730,PHARR,TX,78577,901 S ATHOL,PHARR,TX,78577,(956) 702-0134,(956) 702-0166,p_cardoza@vanguardac.net,,PATRICIA CARDOZA   ,'PK-05,573,Active,2012-05-06,3/14/2015 5:35:16 AM,92,USCGeocoder,1,63,064285e4-f4ce-4539-9d63-eeeb47dbc6e5,4.01,,26.186366956,-98.1837950109,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2987.41015457,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108808,VANGUARD ACADEMY,CHARTER,1200 E KELLY,PHARR,TX,78577,1200 E KELLY ST,PHARR,TX,78577,(956) 283-1700,(956) 702-2180,vanguardac@aol.com,,MR ROBERT OLIVAREZ   ,2333,'108808104,VANGUARD ACADEMY EL III,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 730,PHARR,TX,78577,155 E BUSINESS 83,ALAMO,TX,78516,(956) 702-2548,(956) 702-2731,m_ramirez@vanguardac.net,,MYRNA RAMIREZ   ,'PK-12,507,Active,2013-05-08,3/14/2015 5:35:16 AM,93,USCGeocoder,1,47,f30ef296-ad9d-477b-af7c-ab2e4ec946b1,4.01,,26.179232,-98.09846,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108809,EXCELLENCE IN LEADERSHIP ACADEMY,CHARTER,915 W EXPY 83,MISSION,TX,78572,915 W EXPY 83,MISSION,TX,78572,(956) 424-9504,(956) 585-4673,excellenceacademy2012@gmail.com,,ELIZABETH B LOPEZ   ,185,'108809001,EXCELLENCE IN LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,915 W ESPRESSWAY 83,MISSION,TX,78572,915 W EXPY 83,MISSION,TX,78572,(956) 424-9504,(956) 585-4673,excellenceacademy2012@gmail.com,,ELIZABETH B LOPEZ   ,'PK-12,185,Active,08/27/2012,3/14/2015 5:35:16 AM,94,USCGeocoder,1,47,7b35166d-22d5-4e8d-9419-500bdf39f7c0,4.01,,26.203276,-98.338833,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108902,DONNA ISD,INDEPENDENT,116 N 10TH ST,DONNA,TX,78537-2799,116 N 10TH ST,DONNA,TX,78537-2799,(956) 464-1600,(956) 464-1752,jrreyna@donnaisd.net,www.donnaisd.net,MR JESUS RENE REYNA   ,15351,'108902001,DONNA H S,REGULAR INSTRUCTIONAL,,116 N 10TH ST,DONNA,TX,78537-2799,1/2 MILE E WOOD AVE,DONNA,TX,78537,(956) 464-1700,(956) 464-1629,ncastillo@donnaisd.net,www.donnaisd.net,MRS NANCY CASTILLO   ,'09-12,1890,Active, ,3/14/2015 5:35:16 AM,95,USCGeocoder,1,47,3f6c39bf-7467-4f18-bad9-fc9084b7b3d9,4.01,,26.171953,-98.036683,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
