CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_gb9259_output_09_gm,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903115,HEARNE EL,REGULAR INSTRUCTIONAL,,13939 RIO BONITO,HOUSTON,TX,77083-1531,13939 RIO BONITO,HOUSTON,TX,77083-1531,(281) 983-8333,(281) 983-8060,bert.bilton@aliefisd.net,www.aliefisd.net,MR BERT BILTON   ,'EE-04,1013,Active,1987-06-23,2015-03-14T05:35:12,93,USCGeocoder,1,16,f2c83fcb-1edb-4a5f-821c-1143aa6c152e,4.01,,29.7076173475,-95.6339139404,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,9258.55363654,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903116,LANDIS EL,REGULAR INSTRUCTIONAL,,10255 SPICE LN,HOUSTON,TX,77072-5035,10255 SPICE LN,HOUSTON,TX,77072-5035,(281) 983-8343,(281) 983-8072,chris.pichon@aliefisd.net,www.aliefisd.net,MR CHRIS PICHON   ,'EE-04,913,Active,1988-02-19,2015-03-14T05:35:12,94,USCGeocoder,1,31,4c4466b3-92a0-4a46-b7a2-3e131c91707c,4.01,,29.6857534114,-95.5616231321,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,32669.5211179,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903117,SNEED EL,REGULAR INSTRUCTIONAL,,9855 PAGEWOOD LN,HOUSTON,TX,77042-5523,9855 PAGEWOOD LN,HOUSTON,TX,77042-5523,(713) 789-6979,(713) 260-7307,gwen.sandles@aliefisd.net,www.aliefisd.net,MS GWEN SANDLES   ,'EE-04,1273,Active,1989-07-01,2015-03-14T05:35:12,95,USCGeocoder,1,0,6d83f16f-bcfb-4738-8f7d-1eb07f2987c5,4.01,,29.7248176448,-95.5439883495,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,38820.5007607,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903118,BEST EL,REGULAR INSTRUCTIONAL,,10000 CENTRE PKWY,HOUSTON,TX,77036-8200,10000 CENTRE PKWY,HOUSTON,TX,77036-8200,(713) 988-6445,(713) 773-3638,renee.canales@aliefisd.net,www.aliefisd.net,MS RENEE CANALES   ,'EE-04,901,Active,1990-07-01,2015-03-14T05:35:12,96,USCGeocoder,1,16,f00e2a27-808a-49ff-b844-1e0b9d394f65,4.01,,29.6719050668,-95.5520196048,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,34567.9001541,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903119,OUTLEY EL,REGULAR INSTRUCTIONAL,,12355 RICHMOND AVE,HOUSTON,TX,77082-2435,12355 RICHMOND AVE,HOUSTON,TX,77082-2435,(281) 584-0655,(281) 531-3421,pam.pecheux@aliefisd.net,www.aliefisd.net,MS PAM PECHEUX   ,'EE-04,1072,Active,1992-07-01,2015-03-14T05:35:12,97,USCGeocoder,1,63,5afc40dd-74c6-4c0b-bd77-13e03136f2dc,4.01,,29.7288670215,-95.5981636081,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,52214.3635021,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903120,HICKS EL,REGULAR INSTRUCTIONAL,,8520 HEMLOCK HILL DR,HOUSTON,TX,77083-6856,8520 HEMLOCK HILL DR,HOUSTON,TX,77083-6856,(281) 983-8040,(281) 983-8064,mary.kesler@aliefisd.net,www.aliefisd.net,MS MARY KESLER   ,'EE-04,890,Active,1994-07-01,2015-03-14T05:35:12,98,USCGeocoder,1,0,b49ed55e-e978-4276-a0e2-0179462cd10f,4.01,,29.6871134353,-95.6283815227,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,63254.1394586,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903121,BUSH EL,REGULAR INSTRUCTIONAL,,9730 STROUD DR,HOUSTON,TX,77036-9999,9730 STROUD DR,HOUSTON,TX,77036-9999,(713) 272-3220,(713) 272-3230,gloria.price@aliefisd.net,www.aliefisd.net,MS GLORIA PRICE   ,'EE-04,967,Active,1996-07-01,2015-03-14T05:35:12,99,USCGeocoder,1,16,6cb8093c-3642-454d-be58-1ad188a6f484,4.01,,29.7006302985,-95.5533708416,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2987.39723512,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903122,COLLINS EL,REGULAR INSTRUCTIONAL,,9829 TOWN PARK DR,HOUSTON,TX,77036,9829 TOWN PARK DR,HOUSTON,TX,77036,(713) 272-3250,(713) 272-3260,courtney.marshall@aliefisd.net,www.aliefisd.net,MS COURTNEY MARSHALL   ,'EE-05,1127,Active,2000-01-01,2015-03-14T05:35:12,100,USCGeocoder,1,31,297b4411-100a-488c-9413-2b6b5054766a,4.01,,29.7103879492,-95.5548643476,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,52816.7454915,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903123,HORN EL,REGULAR INSTRUCTIONAL,,10734 BISSONETT,HOUSTON,TX,77099,10734 BISSONETT,HOUSTON,TX,77099,(281) 988-3223,(281) 530-5262,mary.starling@aliefisd.net,www.aliefisd.net,MS MARY STARLING   ,'EE-04,1156,Active,2005-04-19,2015-03-14T05:35:12,101,USCGeocoder,1,31,753b41f9-21da-430b-b592-0e7a3d138458,4.01,,29.6745540048,-95.562868608,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,91.124260355,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,11537.7991276,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903124,HOLMQUIST EL,REGULAR INSTRUCTIONAL,,P O BOX 68,ALIEF,TX,77411,15040 WESTPARK DR,HOUSTON,TX,77082,(281) 988-3024,(281) 556-1050,kimberly.toney@aliefisd.net,www.aliefisd.net,MS KIMBERLY TONEY   ,'EE-04,1198,Active,2007-08-10,2015-03-14T05:35:12,102,USCGeocoder,1,63,89095342-c3e6-4a84-85d4-20e78122355c,4.01,,29.718647,-95.657424,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903140,OWENS INT,REGULAR INSTRUCTIONAL,,6900 TURTLEWOOD,HOUSTON,TX,77072-2754,6900 TURTLEWOOD,HOUSTON,TX,77072-2754,(281) 983-8466,(281) 983-8098,lorena.augustus@aliefisd.net,www.aliefisd.net,MS LORENA AUGUSTUS   ,'05-06,1089,Active,1993-07-01,2015-03-14T05:35:12,103,USCGeocoder,1,0,bf5f9a6b-b36e-4a14-99fe-97a22a9b330a,4.01,,29.7010273728,-95.5692869526,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,54088.4482753,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903141,KLENTZMAN INT,REGULAR INSTRUCTIONAL,,11100 STANCLIFF,HOUSTON,TX,77099,11100 STANCLIFF,HOUSTON,TX,77099,(281) 983-8477,(281) 983-8373,courtney.holman@aliefisd.net,www.aliefisd.net,MS COURTNEY HOLMAN   ,'05-06,1042,Active,1994-07-01,2015-03-14T05:35:12,104,USCGeocoder,1,47,b878c1dd-a048-4a8d-8743-4f40d485820d,4.01,,29.6630592155,-95.5750981493,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,79897.0795885,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903142,YOUNGBLOOD INT,REGULAR INSTRUCTIONAL,,8410 DAIRY VIEW LN,HOUSTON,TX,77072-3934,8410 DAIRY VIEW LN,HOUSTON,TX,77072-3934,(281) 983-8020,(281) 983-8051,pam.bruner@aliefisd.net,www.aliefisd.net,MS PAM BRUNER   ,'05-06,1094,Active,1995-07-01,2015-03-14T05:35:12,105,USCGeocoder,1,94,c09e4c29-a7b3-4d28-a4cb-666301291551,4.01,,29.6865019613,-95.6004429945,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1023.50201531,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903143,MATA INT,REGULAR INSTRUCTIONAL,,9225 S DAIRY ASHFORD,HOUSTON,TX,77099,9225 S DAIRY ASHFORD,HOUSTON,TX,77099,(281) 983-7800,(281) 983-7810,janet.spurlock@aliefisd.net,www.aliefisd.net,MS JANET SPURLOCK   ,'05-06,809,Active,2000-01-01,2015-03-14T05:35:12,106,USCGeocoder,1,406,5a5ee42a-dbaa-4d33-a850-b0163a40fd0f,4.01,,29.677635823,-95.6026658616,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1715.52720357,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903144,MILLER INT,REGULAR INSTRUCTIONAL,,15025 WESTPARK,HOUSTON,TX,77082,15025 WESTPARK,HOUSTON,TX,77082,(281) 531-3430,(281) 531-3446,stacy.frenchwood@aliefisd.net,www.aliefisd.net,MS STACY FRENCHWOOD   ,'05-06,872,Active,2000-05-10,2015-03-14T05:35:12,107,USCGeocoder,1,31,31ee4de5-96a5-4ce7-9193-d2d4d02da3a0,4.01,,29.7178910829,-95.6548438807,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,16365.3476724,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903145,BUDEWIG INT,REGULAR INSTRUCTIONAL,,12570 RICHMOND,HOUSTON,TX,77082,12570 RICHMOND,HOUSTON,TX,77082,(281) 988-3200,(281) 497-7293,rosalind.burroughs@aliefisd.net,www.aliefisd.net,MS ROSALIND BURROUGHS   ,'05-06,1190,Active,2003-06-03,2015-03-14T05:35:12,108,USCGeocoder,1,16,1f59391b-48c8-4cf7-af64-ef5d736abe86,4.01,,29.7312431141,-95.6039039625,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,55430.4429882,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903199,ADMIN SERVICES,ALTERNATIVE INSTRUCTIONAL,,4250 COOK RD,HOUSTON,TX,77072,4250 COOK RD,HOUSTON,TX,77072,(281) 498-8110,(281) 498-4051,charles.woods@aliefisd.net,www.aliefisd.net,    ,'EE-12,50,Active,1987-10-01,2015-03-14T05:35:12,109,USCGeocoder,1,16,6a477b16-0bf0-4ddf-bf29-363ff75ffd95,4.01,,29.7122831748,-95.5964248296,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3491.37455162,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101903,ALIEF ISD,INDEPENDENT,P O BOX 68,ALIEF,TX,77411-0068,4250 COOK RD,HOUSTON,TX,77072-1115,(281) 498-8110 ext:2000,(281) 575-1923,hd.chambers@aliefisd.net,www.aliefisd.net,MR HD CHAMBERS   ,47202,'101903205,ALIEF LEARNING CTR (K-6),DAEP INSTRUCTIONAL,,4427 BELLE PARK,HOUSTON,TX,77072-1815,4427 BELLE PARK,HOUSTON,TX,77072-1815,(281) 983-8000,(281) 983-7701,mary.wilson@aliefisd.net,www.aliefisd.net,MS MARY WILSON   ,'KG-06,46,Active,2006-10-10,2015-03-14T05:35:12,110,USCGeocoder,1,47,ecaf7d8e-f275-4fa7-80f4-9dc3fe67b44e,4.01,,29.706878,-95.582408,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905001,CHANNELVIEW H S,REGULAR INSTRUCTIONAL,,1100 SHELDON RD,CHANNELVIEW,TX,77530-3541,1100 SHELDON RD,CHANNELVIEW,TX,77530-3541,(281) 457-7300,(281) 457-7346,cindi.ollis@cvisd.org,www.cvisd.org,CINDI OLLIS   ,'09-12,2319,Active, ,2015-03-14T05:35:12,111,USCGeocoder,1,0,b5953d29-21be-43cb-99ef-26e0c6661f42,4.01,,29.7955721225,-95.1215535179,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,215743.282987,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905005,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,ALTERNATIVE INSTRUCTIONAL,,915 SHELDON RD,CHANNELVIEW,TX,77530,915 SHELDON RD,CHANNELVIEW,TX,77530,(281) 457-0086,(281) 860-3801,mark.sims@cvisd.org,www.cvisd.org,MR MARK SIMS   ,'06-12,-1,Active,1992-08-17,2015-03-14T05:35:12,112,USCGeocoder,1,31,ecbd7483-f0ec-42c6-8678-0413180f0edd,4.01,,29.7941919028,-95.1244628875,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4182.98690645,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905006,APOLLO,DAEP INSTRUCTIONAL,,1019 DELL DALE,CHANNELVIEW,TX,77530,1019 DELL DALE,CHANNELVIEW,TX,77530,(281) 457-8720,(281) 457-8724,janice.powell@cvisd.org,www.cvisd.org,MRS JANICE POWELL   ,'01-05,0,Active,2000-01-01,2015-03-14T05:35:12,113,USCGeocoder,1,63,8e57bbaf-29a6-4bea-8683-c3358779852c,4.01,,29.794316,-95.142633,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905007,JJAEP DISCIPLINARY SCHOOL,JJAEP INSTRUCTIONAL,,2525 MURWORTH,HOUSTON,TX,77054,2525 MURWORTH,HOUSTON,TX,77054,(713) 669-0799, ,Adekemi.Awosanya@hcjpd.hctx.net,,    ,'03-12,-1,Active,1999-08-01,2015-03-14T05:35:12,114,USCGeocoder,1,16,588eda55-d7c8-4236-a199-f3dcf468371f,4.01,,29.6847088833,-95.4184294886,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,5485.26137672,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905041,ALICE JOHNSON J H,REGULAR INSTRUCTIONAL,,15500 PROCTOR,CHANNELVIEW,TX,77530-2674,15500 PROCTOR,CHANNELVIEW,TX,77530-2674,(281) 452-8030,(281) 452-1022,jules.pichon@cvisd.org,www.cvisd.org,MR JULES PICHON   ,'06-08,1048,Active, ,2015-03-14T05:35:12,115,USCGeocoder,1,31,efe3727f-a891-4bc7-aca5-33333ea1a7ef,4.01,,29.7992342714,-95.1266889551,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5855.64756752,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905042,B H HAMBLEN EL,REGULAR INSTRUCTIONAL,,1019 DELL DALE ST,CHANNELVIEW,TX,77530,1019 DELL DALE ST,CHANNELVIEW,TX,77530,(281) 457-8720,(281) 457-8724,janice.powell@cvisd.org,www.cvisd.org,MRS JANICE POWELL   ,'KG-05,705,Active,1995-02-08,2015-03-14T05:35:12,116,USCGeocoder,1,31,fc2430cf-d529-44ad-b1d1-6c6a575f67c5,4.01,,29.7940725974,-95.1426754277,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,63950.7798309,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905043,AGUIRRE J H,REGULAR INSTRUCTIONAL,,15276 WALLISVILE RD,HOUSTON,TX,77049,15726 WALLISVILLE RD,HOUSTON,TX,77049,(281) 860-3300,(281) 452-8001,eric.lathan@cvisd.org,www.cvisd.org,MR ERIC LATHAN   ,'06-08,941,Active,2012-06-27,2015-03-14T05:35:12,117,USCGeocoder,1,31,bcd1961a-3618-4656-bdda-39fca1d71626,4.01,,29.8090510588,-95.161752494,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,99.899408284,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,6525.18615892,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101905,CHANNELVIEW ISD,INDEPENDENT,828 SHELDON RD,CHANNELVIEW,TX,77530,828 SHELDON RD,CHANNELVIEW,TX,77530,(281) 452-8002,(281) 452-8001,kay.kerr@cvisd.org,www.cvisd.org,MR GREG H OLLIS   ,9133,'101905101,VIOLA COBB EL,REGULAR INSTRUCTIONAL,,915 DELL DALE ST,CHANNELVIEW,TX,77530,915 DELL DALE ST,CHANNELVIEW,TX,77530,(281) 452-7788,(281) 452-7413,blake.smith@cvisd.org,www.cvisd.org,MR BLAKE SMITH   ,'KG-05,448,Active, ,2015-03-14T05:35:12,118,USCGeocoder,1,16,df25febf-b792-4cd8-92f6-1bff62927bc4,4.01,,29.7904158852,-95.1422916994,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,84109.1254612,Meters,2,Parcel
