CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_baucumjoseph_output_02_jb,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901043,G W HARBY J H,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,1500 HTS RD,ALVIN,TX,77511-7629,(281) 585-6626,(281) 388-2247,lburns@alvinisd.net,www.alvinisd.net,MRS LISA BURNS   ,'06-08,710,Active,1980-07-02,2015-03-14T05:35:01,442,USCGeocoder,1,31,f2ef57ac-8f0d-40ee-aec6-4bc2785818a7,4.01,,29.4405497802,-95.2574599839,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,94.0828402367,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,38116.8603054,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901045,NOLAN RYAN J H,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,11500 SHADOW CREEK PKWY,PEARLAND,TX,77584,(281) 245-3210,(281) 245-3221,clovette@alvinisd.net,www.alvinisd.net,MS CHRISTINA LOVETTE   ,'06-08,1232,Active,2008-08-25,2015-03-14T05:35:01,443,USCGeocoder,1,16,141d4bcb-8acf-46cc-9d8e-c92d3df7bf02,4.01,,29.5773795855,-95.3962336098,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,91322.1779398,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901046,FAIRVIEW J H,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,2600 CR 190,ALVIN,TX,77511,(281) 245-3100,(281) 245-3213,rmartinez@alvinisd.net,www.alvinisd.net,DR BOBBY MARTINEZ   ,'06-08,905,Active,2008-08-25,2015-03-14T05:35:01,444,USCGeocoder,1,125,2929d2ec-216c-470e-8ed1-b955c79b0d25,4.01,,29.43145,-95.271734,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901047,MANVEL J H,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511,5309 CR 48,ROSHARON,TX,77583,(281) 331-1130,(281) 388-2741,rroot@alvinisd.net,,    ,'06-08,0,Under Construction,2011-01-07,2015-03-14T05:35:01,445,USCGeocoder,1,63,126d9319-d15b-4ddd-b826-7824b9b568d1,4.01,,29.4751912861,-95.3954417651,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,89.3786982249,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3999.23066006,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901101,ALVIN EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,1910 ROSHARON RD,ALVIN,TX,77511-2702,(281) 585-2511,(281) 331-2217,tolvera@alvinisd.net,www.alvinisd.net,MRS TRACY OLVERA   ,'03-05,515,Active, ,2015-03-14T05:35:01,446,USCGeocoder,1,16,0f9a97b6-eb25-4219-8057-c520d7ee5aec,4.01,,29.4003826799,-95.262461138,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,9351.59702512,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901102,ALVIN PRI,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,2200 W PARK,ALVIN,TX,77511-2702,(281) 585-2531,(281) 331-9888,dpeltier@alvinisd.net,www.alvinisd.net,MRS DIANE PELTIER   ,'EE-02,647,Active, ,2015-03-14T05:35:01,447,USCGeocoder,1,31,2063d4c6-8a76-468d-9a05-b53a9ec3123c,4.01,,29.404628,-95.264042,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901103,MARK TWAIN EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,345 KENDALL CREST DR,ALVIN,TX,77511,(281) 585-5318,(281) 331-2584,bvincent@alvinisd.net,www.alvinisd.net,MRS BRENDA VINCENT   ,'EE-05,809,Active, ,2015-03-14T05:35:01,448,USCGeocoder,1,78,6073a4ce-feee-46e7-b9ab-3407c8039f2a,4.01,,29.465905,-95.25046,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901104,LONGFELLOW EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,610 E CLEMENS ST,ALVIN,TX,77511,(281) 585-3397,(281) 331-1190,dbaker@alvinisd.net,www.alvinisd.net,MRS DEE DEE BAKER   ,'EE-05,535,Active, ,2015-03-14T05:35:01,449,USCGeocoder,1,109,0cf66ad0-a3e7-417a-a81c-6c2f20d9dc90,4.01,,29.4143065062,-95.2373381082,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,100,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,683.699577093,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901105,E C MASON EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,7400 LEWIS LN,MANVEL,TX,77578-4772,(281) 245-2832,(281) 489-9181,rrives@alvinisd.net,www.alvinisd.net,MS RENAE RIVES   ,'EE-05,671,Active, ,2015-03-14T05:35:01,450,USCGeocoder,1,16,4737ebd0-7029-4034-bd12-d30db7ef26b2,4.01,,29.4705739947,-95.3500624411,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,13344.2394195,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901106,R L STEVENSON PRI,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,4715 MUSTANG RD,ALVIN,TX,77511-5432,(281) 585-3349,(281) 245-2904,jweiss@alvinisd.net,www.alvinisd.net,MRS JULIE WEISS   ,'EE-02,643,Active, ,2015-03-14T05:35:01,451,USCGeocoder,1,16,c512ea6e-85aa-4b62-90b7-c254fb6a7aa1,4.01,,29.3805682269,-95.2303384205,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,100,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,59225.2687063,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901107,WALT DISNEY EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,5000 MUSTANG RD,ALVIN,TX,77511-2702,(281) 585-6234,(281) 585-6503,daletribble@alvinisd.net,www.alvinisd.net,MRS DALE TRIBBLE   ,'03-05,549,Active,1979-07-23,2015-03-14T05:35:01,452,USCGeocoder,1,31,16527e6e-615e-4b59-a446-f93481d39bd2,4.01,,29.3755186019,-95.2313601388,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,100,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,40772.7744141,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901108,MELBA PASSMORE EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,600 E KOST RD,ALVIN,TX,77511-2644,(281) 331-6696,(281) 331-6697,rreed@alvinisd.net,www.alvinisd.net,MRS ROSEMARY REED   ,'EE-05,695,Active,1993-07-01,2015-03-14T05:35:01,453,USCGeocoder,1,47,ecc490b9-996e-4f57-bf41-b84eb558c137,4.01,,29.4189933433,-95.2618917989,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,95.8579881657,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,13089.2182953,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901109,HOOD-CASE EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,1450 HTS RD,ALVIN,TX,77511-2702,(281) 585-5786,(281) 388-0692,dmcmillan@alvinisd.net,www.alvinisd.net,MRS DONNA REYNOLDS   ,'EE-05,749,Active,1997-07-01,2015-03-14T05:35:01,454,USCGeocoder,1,16,aad5eb62-b3b1-4f90-befa-096781b886ce,4.01,,29.4368745102,-95.2556270578,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,100,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,36887.7099795,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901110,DON JETER EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,2455 COUNTY RD 58,ROSHARON,TX,77583,(281) 245-3055,(281) 245-3085,kfox@alvinisd.net,www.alvinisd.net,MRS KIMBERLY FOX   ,'EE-05,825,Active,2000-09-26,2015-03-14T05:35:01,455,USCGeocoder,1,47,485c6bcd-7e21-4cc8-aca7-68860437031e,4.01,,29.5119566374,-95.4087042333,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,98.9940828402,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,15594.5993597,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901111,MARY BURKS MAREK EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511,1947 KIRBY DR,PEARLAND,TX,77584,(281) 245-3232,(713) 436-3796,khawks@alvinisd.net,www.alvinisd.net,MS KRYSTAL HAWKS   ,'EE-05,815,Active,2004-06-16,2015-03-14T05:35:01,456,USCGeocoder,1,47,a3c811bd-013f-450a-9efd-184fd44c7962,4.01,,29.5783812819,-95.399301551,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,28075.3762124,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901112,LAURA INGALLS WILDER,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,2225 KINGSLEY,PEARLAND,TX,77584,(281) 245-3090,(713) 340-0694,aflowers@alvinisd.net,www.alvinisd.net,MRS AENIQUA FLOWERS   ,'EE-05,722,Active,2007-09-14,2015-03-14T05:35:01,457,USCGeocoder,1,16,a7c5fa41-afcb-4563-a088-35d84f6dbc04,4.01,,29.5706071661,-95.4172730188,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.3372781065,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,140.606668038,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901113,SAVANNAH LAKES EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 245-3214,(281) 245-3161,esassin@alvinisd.net,www.Alvinisd.net,MS ELIZABETH SASSIN   ,'EE-05,880,Active,2008-08-25,2015-03-14T05:35:01,458,USCGeocoder,1,0,0707abfd-6973-42f0-ae07-8c61a478cab5,4.01,,29.4191521701,-95.240772748,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,100,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,422.894654751,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901114,GLENN YORK EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511,2720 KINGSLEY DR,PEARLAND,TX,77584,(281) 245-2100,(281) 245-2121,egarcia@alvinisd.net,www.alvinisd.net,MRS ELIZABETH GARCIA   ,'EE-05,786,Active,2011-07-05,2015-03-14T05:35:01,459,USCGeocoder,1,63,efc41e24-015c-4eb6-a305-0b77510bf2b9,4.01,,29.5663717442,-95.4168315725,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171598,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,47772.606299,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020901,ALVIN ISD,INDEPENDENT,301 E HOUSE ST,ALVIN,TX,77511-3581,301 E HOUSE ST,ALVIN,TX,77511-3581,(281) 388-1130,(281) 388-0566,bgilcrease@alvinisd.net,www.alvinisd.net,DR JAMES GILCREASE   ,20866,'020901115,RED DUKE EL,REGULAR INSTRUCTIONAL,,301 E HOUSE ST,ALVIN,TX,77511-3581,2900 CR 59,MANVEL,TX,77578,(281) 245-3400,(281) 489-1760,fshaw@alvinisd.net,,MRS FULVIA SHAW   ,'PK-05,850,Active,2014-08-15,2015-03-14T05:35:01,460,USCGeocoder,1,63,f1281dc0-96ee-4863-b16e-5851b326c03b,4.01,,29.541362,-95.390512,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902001,ANGLETON H S,REGULAR INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515-2899,1 CAMPUS DR,ANGLETON,TX,77515-2899,(979) 864-8001,(979) 864-8090,jcrowell@angletonisd.net,angletonisd.net,JERRY CROWELL   ,'09-12,1926,Active, ,2015-03-14T05:35:01,461,USCGeocoder,1,31,c4924317-78a0-4ac4-9cbf-7d79738110bf,4.01,,29.202296,-95.413345,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902002,STUDENT ALTERNATIVE CTR,DAEP INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515,300 S WALKER,ANGLETON,TX,77515,(979) 864-8003,(979) 864-8675,ctribble@angletonisd.net,angletonisd.net,MS COLLEEN TRIBBLE   ,'01-12,30,Active,1989-08-28,2015-03-14T05:35:01,462,USCGeocoder,1,125,f0366bc3-a1c1-4d3b-b77e-d4c96de22f88,4.01,,29.1625089656,-95.4409169052,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,94.8520710059,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,4454.1451993,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902003,BRAZORIA CO ALTER ED CTR,JJAEP INSTRUCTIONAL,,1900 DOWNING RD,ANGLETON,TX,77515-3799,1804 C R 171,ANGLETON,TX,77515-3706,(979) 864-1210 ext:159 ,(979) 864-1054,ctribble@angletonisd.net,angletonisd.net,MS COLLEEN TRIBBLE   ,'03-12,5,Active,1995-07-01,2015-03-14T05:35:01,463,USCGeocoder,1,125,cb2a9728-d6ce-4cc2-8b2b-2a74b0bc2346,4.01,,,,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Unknown,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902004,BRAZORIA CO JUVENILE DETENTION,ALTERNATIVE INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515-3799,1804 COUNTY RD 171,ANGLETON,TX,77515,(979) 864-1210 ext:159 ,(979) 864-1054,ctribble@angletonisd.net,angletonisd.net,MS COLLEEN TRIBBLE   ,'05-12,37,Active,1996-12-18,2015-03-14T05:35:01,464,USCGeocoder,1,109,f9db992d-994d-4ed8-b8ce-fdfc870c54fa,4.01,,,,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Unknown,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902044,ANGLETON J H SCHOOL,REGULAR INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515,1201 HENDERSON RD,ANGLETON,TX,77515,(979) 849-8206,(979) 864-8675,rgardner@angletonisd.net,www.angletonisd.net,ROY GARDNER   ,'06-09,1461,Active,2001-09-01,2015-03-14T05:35:01,465,USCGeocoder,1,16,ad22c811-0f1b-4952-a020-ff558f26c72d,4.01,,29.1939883923,-95.4193906007,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,14684.4256373,Meters,3,StreetSegmentInterpolation
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902102,NORTHSIDE EL,REGULAR INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515-3599,1001 RIDGECREST DR,ANGLETON,TX,77515-3599,(979) 849-6189,(979) 864-8696,lgonzalez@angletonisd.net,angletonisd.net,MS LORI GONZALEZ   ,'EE-05,453,Active, ,2015-03-14T05:35:01,466,USCGeocoder,1,31,8275205e-67f8-4154-a513-b49decc34e8d,4.01,,29.1793095125,-95.4213589803,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,744.015217662,Meters,2,Parcel
'020,BRAZORIA COUNTY,'04,'020902,ANGLETON ISD,INDEPENDENT,1900 N DOWNING RD,ANGLETON,TX,77515-3799,1900 N DOWNING RD,ANGLETON,TX,77515-3799,(979) 864-8000,(979) 864-8070,slopez@angletonisd.net,www.angletonisd.net,DR PATRICIA WALKER   ,6734,'020902103,SOUTHSIDE EL,REGULAR INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515-5399,1200 PARK LN,ANGLETON,TX,77515-5399,(979) 849-5245,(979) 864-8730,jmcneill@angletonisd.net,angletonisd.net,MRS JERRI MCNEILL   ,'EE-05,407,Active, ,2015-03-14T05:35:01,467,USCGeocoder,1,31,011f6100-5598-4443-85db-64005aeb6841,4.01,,29.1516956374,-95.4209182021,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,61393.0065914,Meters,2,Parcel
