CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_etimms_output_14_et,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'174,NACOGDOCHES COUNTY,'07,'174902,CUSHING ISD,INDEPENDENT,P O BOX 337,CUSHING,TX,75760-0337,1088 W BEARKAT DR,CUSHING,TX,75760-0337,(936) 326-4890 ext:223 ,(936) 326-4115,micamatlock@cushingisd.org,www.cushingisd.org,MR MICHAEL DAVIS   ,506,'174902001,CUSHING SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 337,CUSHING,TX,75760-0337,1088 W BEARKAT DR,CUSHING,TX,75760-0337,(936) 326-4890 ext:234 ,(936) 326-4131,jmoore@cushingisd.org,www.cushingisd.org,MR JAMES MOORE   ,'06-12,270,Active, ,2015-03-14T05:35:21,109,USCGeocoder,47,1,4.01,,e84749f8-8480-439a-890d-87abd6351f36,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.819431,-94.83671,Exact
'174,NACOGDOCHES COUNTY,'07,'174902,CUSHING ISD,INDEPENDENT,P O BOX 337,CUSHING,TX,75760-0337,1088 W BEARKAT DR,CUSHING,TX,75760-0337,(936) 326-4890 ext:223 ,(936) 326-4115,micamatlock@cushingisd.org,www.cushingisd.org,MR MICHAEL DAVIS   ,506,'174902002,CUSHING EL,REGULAR INSTRUCTIONAL,,P O BOX 337,CUSHING,TX,75760-0337,1165 W BEARKAT DR,CUSHING,TX,75760-0337,(936) 326-4234,(936) 326-4265,Mlee@cushingisd.org,www.cushingisd.org,MARTHA LEE   ,'EE-05,236,Active,1997-07-01,2015-03-14T05:35:21,110,USCGeocoder,47,1,4.01,,3f723f22-0b62-4689-825c-3cbb15f0265c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.819413,-94.837338,Exact
'174,NACOGDOCHES COUNTY,'07,'174903,GARRISON ISD,INDEPENDENT,459 N US HWY 59,GARRISON,TX,75946-2117,459 N US HWY 59,GARRISON,TX,75946-2117,(936) 347-7000,(936) 347-2529,garrison@garrisonisd.com,www.garrisonisd.com,MR ARNIE KELLEY   ,734,'174903001,GARRISON H S,REGULAR INSTRUCTIONAL,,459 N US HWY 59,GARRISON,TX,75946-2503,459 N US HWY 59,GARRISON,TX,75946-2503,(936) 347-7030,(936) 347-7059,spiveyr@garrisonisd.com,www.garrisonisd.com,MR REID SPIVEY   ,'09-12,219,Active, ,2015-03-14T05:35:21,111,USCGeocoder,63,1,4.01,,be2115a5-50f7-474e-8e15-0636be59574a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2680.44149268,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8282600397,-94.4888819591,Exact
'174,NACOGDOCHES COUNTY,'07,'174903,GARRISON ISD,INDEPENDENT,459 N US HWY 59,GARRISON,TX,75946-2117,459 N US HWY 59,GARRISON,TX,75946-2117,(936) 347-7000,(936) 347-2529,garrison@garrisonisd.com,www.garrisonisd.com,MR ARNIE KELLEY   ,734,'174903003,NACOGDOCHES COUNTY DAEP COOP,DAEP INSTRUCTIONAL,,459 N US HWY 59,GARRISON,TX,75946,619 Southeast Stallings Drive,NACOGDOCHES,TX,75964, , ,,,    ,'03-12,0,Active,2006-06-13,2015-03-14T05:35:21,112,USCGeocoder,234,1,4.01,,81221601-6b6c-4a2b-80eb-0556f9991edb,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.576271,-94.665336,Exact
'174,NACOGDOCHES COUNTY,'07,'174903,GARRISON ISD,INDEPENDENT,459 N US HWY 59,GARRISON,TX,75946-2117,459 N US HWY 59,GARRISON,TX,75946-2117,(936) 347-7000,(936) 347-2529,garrison@garrisonisd.com,www.garrisonisd.com,MR ARNIE KELLEY   ,734,'174903041,GARRISON MIDDLE,REGULAR INSTRUCTIONAL,,459 N US HWY 59,GARRISON,TX,75946-2503,459 N US HWY 59,GARRISON,TX,75946-2503,(936) 347-7020,(936) 347-7004,weeksw@garrisonisd.com,www.garrisonisd.com,MR WILLIAM TRAVIS WEEKS   ,'06-08,174,Active,1996-07-01,2015-03-14T05:35:21,113,USCGeocoder,31,1,4.01,,26ea6cb0-b8d0-476c-b3ad-7345d1ccb361,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2680.44149268,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8282600397,-94.4888819591,Exact
'174,NACOGDOCHES COUNTY,'07,'174903,GARRISON ISD,INDEPENDENT,459 N US HWY 59,GARRISON,TX,75946-2117,459 N US HWY 59,GARRISON,TX,75946-2117,(936) 347-7000,(936) 347-2529,garrison@garrisonisd.com,www.garrisonisd.com,MR ARNIE KELLEY   ,734,'174903101,GARRISON ELEMENTARY,REGULAR INSTRUCTIONAL,,459 N US HWY 59,GARRISON,TX,75946-2503,459 N US HWY 59,GARRISON,TX,75946-2503,(936) 347-7010,(936) 347-7004,mcknightl@garrisonisd.com,www.garrisonisd.com,MR LISA MCKNIGHT   ,'EE-05,341,Active, ,2015-03-14T05:35:21,114,USCGeocoder,31,1,4.01,,3a3b0648-73d2-4b38-a198-138866dd67aa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2680.44149268,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8282600397,-94.4888819591,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904002,NACOGDOCHES H S,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,4310 APPLEBY SAND RD,NACOGDOCHES,TX,75965,(936) 564-2466 ext:2224,(936) 560-8162,kwooten@nacisd.org,www.nacisd.org,MR KENNETH WOOTEN   ,'09-12,1623,Active, ,2015-03-14T05:35:21,115,USCGeocoder,31,1,4.01,,c7dc65e9-ff65-46f1-8113-6ad06f58cf3d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3698.10734407,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6424773832,-94.6197807044,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904004,NACOGDOCHES CO ALTER ED COOP,DAEP INSTRUCTIONAL,,P O DRAWER 631521,NACOGDOCHES,TX,75963-1521,302 HUGHES,NACOGDOCHES,TX,75961,(936) 569-3175 ext:3500,(936) 569-5775,glockett@nacisd.org,www.nacisd.org,MR JERRY WINFIELD   ,'05-12,0,Active,1995-07-01,2015-03-14T05:35:21,116,USCGeocoder,94,1,4.01,,99866867-da96-4ee5-b894-61953f3a986a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4047.16427821,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6079965713,-94.6501963297,Relaxed
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904005,MARTIN EDUCATIONAL CENTER FOR ACHIEVEMENT,ALTERNATIVE INSTRUCTIONAL,,302 HUGHES ST,NACOGDOCHES,TX,75961,302 HUGHES ST,NACOGDOCHES,TX,75961,(936) 569-3175 ext:3500,(936) 569-5775,jwinfield@nacisd.org,www.nacisd.org,MR JERRY WINFIELD   ,'07-12,68,Active,2007-05-02,2015-03-14T05:35:21,117,USCGeocoder,16,1,4.01,,ab0e822d-d88f-4852-a41f-5cf66c90516a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4047.16427821,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6079965713,-94.6501963297,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904042,MIKE MOSES MIDDLE,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,2801 PARK ST,NACOGDOCHES,TX,75961-4650,(936) 569-5001 ext:4513,(936) 569-5031,tpankratz@nacisd.org,www.nacisd.org,TAMMY PANKRATZ   ,'06-08,645,Active,2004-07-15,2015-03-14T05:35:21,118,USCGeocoder,31,1,4.01,,3ccaee8b-5d00-4641-9bc6-7a3e33cf2dfb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,22199.6126878,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6095416945,-94.6325597818,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904043,MCMICHAEL MIDDLE,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,4330 S E STALLINGS DR,NACOGDOCHES,TX,75961,(936) 552-0519 ext:4110,(936) 552-0523,kwebb@nacisd.org,www.nacisd.org,MR KEVAN WEBB   ,'06-08,730,Active,2004-07-15,2015-03-14T05:35:21,119,USCGeocoder,47,1,4.01,,a74dc85c-12a4-429e-8d5f-f9bf0ec58644,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.58433,-94.620613,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904101,BROOKS-QUINN-JONES EL,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,907 N SANDERS ST,NACOGDOCHES,TX,75964-3664,(936) 569-5040 ext:8324,(936) 569-5796,tmiller@nacisd.org,www.nacisd.org,MR TOM MILLER   ,'EE-05,778,Active, ,2015-03-14T05:35:21,120,USCGeocoder,47,1,4.01,,1b932b78-5773-4f3f-aac3-a509b2fc8144,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7073.33051215,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6113335517,-94.6641623555,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904102,EMELINE CARPENTER ACADEMY OF TECHNOLOGY & SCIENCE,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,1005 LEROY ST,NACOGDOCHES,TX,75961-6999,(936) 569-5070 ext:6222,(936) 569-3165,jkegler@nacisd.org,www.nacisd.org,MR JONATHAN KEGLER   ,'PK-05,491,Active, ,2015-03-14T05:35:21,121,USCGeocoder,94,1,4.01,,71ff10c0-081d-4d03-8e5e-0de5b4ad3623,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7090.47742337,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.5855691917,-94.6385200611,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904103,FREDONIA EL,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,1326 S FREDONIA ST,NACOGDOCHES,TX,75964-5993,(936) 569-5080 ext:6700,(936) 569-3168,nchapa@nacisd.org,www.nacisd.org,RABBI NANCY CHAPA   ,'PK-05,555,Active, ,2015-03-14T05:35:21,122,USCGeocoder,16,1,4.01,,cd4daa16-7550-4914-9e62-ce2638280363,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6605.60832192,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.5944027104,-94.6611103993,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904104,NETTIE MARSHALL ACADEMY OF DUAL LANGUAGE,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,422 W COX ST,NACOGDOCHES,TX,75964-5114,(936) 569-5062 ext:8100,(936) 569-5038,bdurham@nacisd.org,www.nacisd.org,MR BRADLEY DURHAM   ,'PK-05,367,Active, ,2015-03-14T05:35:21,123,USCGeocoder,16,1,4.01,,f62e615d-a3bc-4789-aea6-13ba192f644a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2611.8261137,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6013034943,-94.6610834399,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904105,RAGUET EL,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,2708 RAGUET ST,NACOGDOCHES,TX,75961-2896,(936) 569-5052 ext:6500,(936) 569-5060,jwells@nacisd.org,www.nacisd.org,MS JULIA WELLS   ,'PK-05,514,Active, ,2015-03-14T05:35:21,124,USCGeocoder,31,1,4.01,,096653a1-cd9f-4c9e-ada9-e72af236c614,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.627582,-94.647577,Exact
'174,NACOGDOCHES COUNTY,'07,'174904,NACOGDOCHES ISD,INDEPENDENT,DRAWER 631521,NACOGDOCHES,TX,75963-1521,420 S SHAWNEE ST,NACOGDOCHES,TX,75961-5199,(936) 569-5000 ext:8826,(936) 569-5797,webmaster@nacisd.org,www.nacisd.org,DR FRED HAYES   ,6439,'174904110,THOMAS J RUSK ACADEMY OF FINE ARTS,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75961-5799,411 N MOUND ST,NACOGDOCHES,TX,75961-5035,(936) 569-3100 ext:7263,(936) 569-5759,sjolley@nacisd.org,www.nacisd.org,MS SHIRLEY JOLLEY   ,'KG-05,668,Active,2004-07-15,2015-03-14T05:35:21,125,USCGeocoder,16,1,4.01,,92d095f9-816a-4a10-81c5-78b259624af3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6004.6917396,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6055072663,-94.6512120627,Exact
'174,NACOGDOCHES COUNTY,'07,'174906,WODEN ISD,INDEPENDENT,P O BOX 100,WODEN,TX,75978-0100,5263 FM 226,NACOGDOCHES,TX,75961-0100,(936) 564-2073,(936) 564-1250,btaylor@wodenisd.org,www.wodenisd.org,MR BRADY TAYLOR   ,788,'174906001,WODEN H S,REGULAR INSTRUCTIONAL,,P O BOX 100,WODEN,TX,75978-0100,5263 F M 226,WODEN,TX,75978-0100,(936) 564-7903,(936) 462-4962,ljacobs@woden.esc7.net,,DR JERRY MEADOR   ,'09-12,239,Active, ,2015-03-14T05:35:21,126,USCGeocoder,94,1,4.01,,89629b53-5bca-4e91-bbdd-b3cc959da0c7,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.504322,-94.528825,Exact
'174,NACOGDOCHES COUNTY,'07,'174906,WODEN ISD,INDEPENDENT,P O BOX 100,WODEN,TX,75978-0100,5263 FM 226,NACOGDOCHES,TX,75961-0100,(936) 564-2073,(936) 564-1250,btaylor@wodenisd.org,www.wodenisd.org,MR BRADY TAYLOR   ,788,'174906003,WODEN DAEP,DAEP INSTRUCTIONAL,,P O BOX 100,WODEN,TX,75978,5263 FM 226, ,TX, , , ,,,    ,'06-12,0,Active,2002-06-07,2015-03-14T05:35:21,127,USCGeocoder,266,1,4.01,,a825a3f1-4482-4903-8202-25c1d3943551,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.504322,-94.528825,Exact
'174,NACOGDOCHES COUNTY,'07,'174906,WODEN ISD,INDEPENDENT,P O BOX 100,WODEN,TX,75978-0100,5263 FM 226,NACOGDOCHES,TX,75961-0100,(936) 564-2073,(936) 564-1250,btaylor@wodenisd.org,www.wodenisd.org,MR BRADY TAYLOR   ,788,'174906041,WODEN J H,REGULAR INSTRUCTIONAL,,P O BOX 100,WODEN,TX,75978-0100,5263 F M 226,WODEN,TX,75978-0100,(936) 564-2481,(936) 564-1250,chines@woden.esc7.net,,DR JERRY MEADOR   ,'06-08,173,Active, ,2015-03-14T05:35:21,128,USCGeocoder,109,1,4.01,,9cc145c4-c185-41d2-9e57-dc35c9ba3299,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.504322,-94.528825,Exact
'174,NACOGDOCHES COUNTY,'07,'174906,WODEN ISD,INDEPENDENT,P O BOX 100,WODEN,TX,75978-0100,5263 FM 226,NACOGDOCHES,TX,75961-0100,(936) 564-2073,(936) 564-1250,btaylor@wodenisd.org,www.wodenisd.org,MR BRADY TAYLOR   ,788,'174906101,WODEN EL,REGULAR INSTRUCTIONAL,,P O BOX 100,WODEN,TX,75978-0100,5263 F M 226,WODEN,TX,75978-0100,(936) 564-2386,(936) 564-3322,dblackman@woden.esc7.net,www.wodenisd.org,MR PAUL DRIVER   ,'PK-05,376,Active, ,2015-03-14T05:35:21,129,USCGeocoder,94,1,4.01,,a42541c7-8ede-474c-8914-3503714e7f42,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.504322,-94.528825,Exact
'174,NACOGDOCHES COUNTY,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,(936) 564-2681,(936) 569-6889,bryan.lee@centralhts.net,www.centralhts.org,MR BRYAN S LEE   ,1152,'174908001,CENTRAL HEIGHTS H S,REGULAR INSTRUCTIONAL,,10317 US HWY 259 N,NACOGDOCHES,TX,75965,10317 US HWY 259 N,NACOGDOCHES,TX,75965,(936) 552-3408,(936) 560-2016,david.russell@centralhts.net,centralhts.org,MR DAVID RUSSELL   ,'09-12,338,Active, ,2015-03-14T05:35:21,130,USCGeocoder,422,1,4.01,,4f3d36a6-8ac0-46d5-ad41-b9cd7d244d4f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.708427,-94.682323,Exact
'174,NACOGDOCHES COUNTY,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,(936) 564-2681,(936) 569-6889,bryan.lee@centralhts.net,www.centralhts.org,MR BRYAN S LEE   ,1152,'174908041,CENTRAL HEIGHTS MIDDLE,REGULAR INSTRUCTIONAL,,10317 US HWY 259 N,NACOGDOCHES,TX,75965,10317 US HWY 259 N,NACOGDOCHES,TX,75965,(936) 552-3441,(936) 564-0177,andrew.binford@centralhts.net,,MR ANDREW BINFORD   ,'06-08,288,Active,2011-08-22,2015-03-14T05:35:21,131,USCGeocoder,94,1,4.01,,304a0609-8088-4fe1-a0c6-d651d1ca5a84,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.708427,-94.682323,Exact
'174,NACOGDOCHES COUNTY,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,10317 US HWY 259 N,NACOGDOCHES,TX,75965-9584,(936) 564-2681,(936) 569-6889,bryan.lee@centralhts.net,www.centralhts.org,MR BRYAN S LEE   ,1152,'174908101,CENTRAL HEIGHTS EL,REGULAR INSTRUCTIONAL,,10317 US HWY 259 N,NACOGDOCHES,TX,75965,10317 US HWY 259 N,NACOGDOCHES,TX,75965,(936) 552-3424,(936) 569-6889,jana.muckleroy@centralhts.net,,MRS JANA MUCKLEROY   ,'EE-05,526,Active,1990-07-01,2015-03-14T05:35:21,132,USCGeocoder,78,1,4.01,,d23bc5a4-dd6a-4648-a668-ec0660acd367,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.708427,-94.682323,Exact
'174,NACOGDOCHES COUNTY,'07,'174909,MARTINSVILLE ISD,INDEPENDENT,P O BOX 100,MARTINSVILLE,TX,75958-0100,12952 STATE HWY 7 E,NACOGDOCHES,TX,75961,(936) 564-3455,(936) 569-0498,jratcliff@martinsvilleisd.com,www.martinsvilleisd.org,JAY RATCLIFF   ,365,'174909001,MARTINSVILLE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 100,MARTINSVILLE,TX,75958-0100,12952 ST HWY 7 E,MARTINSVILLE,TX,75961-0100,(936) 564-3455,(936) 569-0498,jratcliff@martinsvilleisd.com,www.martinsvilleisd.com,MR MONTY PEPPER   ,'EE-12,365,Active,1978-09-01,2015-03-14T05:35:21,133,USCGeocoder,47,1,4.01,,bf8421f6-4657-4fd6-a2c3-e76899ba1872,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.641914,-94.415445,Exact
'174,NACOGDOCHES COUNTY,'07,'174909,MARTINSVILLE ISD,INDEPENDENT,P O BOX 100,MARTINSVILLE,TX,75958-0100,12952 STATE HWY 7 E,NACOGDOCHES,TX,75961,(936) 564-3455,(936) 569-0498,jratcliff@martinsvilleisd.com,www.martinsvilleisd.org,JAY RATCLIFF   ,365,'174909002,NACOGDOCHES CO ALTER ED COOP,DAEP INSTRUCTIONAL,,P O BOX 100,MARTINSVILLE,TX,75958-0100,HWY 7 E & 95 S,MARTINSVILLE,TX,75958-0100, , ,jratcliff@martinsvilleisd.com,,    ,'05-12,0,Active,1997-07-01,2015-03-14T05:35:21,134,USCGeocoder,16,1,4.01,,b38aba69-28e2-4d15-8b05-1c9f125ad742,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.642504,-94.415948,Exact
