CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-25_winterbryan_output_16_bw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907043,HILLWOOD MIDDLE,REGULAR INSTRUCTIONAL,,8250 PARKWOOD HILL BLVD,FORT WORTH,TX,76137,8250 PARKWOOD HILL BLVD,FORT WORTH,TX,76137,(817) 744-3350,(817) 581-1810,kathleen.eckert@kellerisd.net,www.kellerisd.net,KATHLEEN ECKERT   ,'07-08,1087,Active,1999-05-12,2015-03-14T05:35:25,149,USCGeocoder,47,1,4.01,,61d92690-ca8e-4ed2-bbd0-9e9bad896e45,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,160221.957904,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.889207082,-97.2619112883,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907044,INDIAN SPRINGS MIDDLE,REGULAR INSTRUCTIONAL,,305 BURSEY RD,KELLER,TX,76248,305 BURSEY RD,KELLER,TX,76248,(817) 744-3200,(817) 431-4432,sandy.troudt@kellerisd.net,www.kellerisd.net,SANDY TROUDT   ,'07-08,869,Active,2000-06-19,2015-03-14T05:35:25,150,USCGeocoder,31,1,4.01,,7fcc84b0-c557-4444-b008-8177b4f74653,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.893573,-97.248622,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907045,TRINITY SPRINGS MIDDLE,REGULAR INSTRUCTIONAL,,3550 KELLER-HICKS RD,KELLER,TX,76244,3550 KELLER-HICKS RD,KELLER,TX,76244,(817) 744-3500,(817) 741-6353,Kimberly.Buckhalton@kellerisd.net,www.kellerisd.net,KIMBERLY BUCKHALTON   ,'07-08,1061,Active,2006-09-05,2015-03-14T05:35:25,151,USCGeocoder,63,1,4.01,,127c8683-7291-4c3b-8975-83b929da94d1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.937738,-97.283925,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907046,TIMBERVIEW MIDDLE,REGULAR INSTRUCTIONAL,,10300 OLD DENTON RD,FORT WORTH,TX,76244,10300 OLD DENTON RD,FORT WORTH,TX,76244,(817) 744-2600,(817) 744-2638,carrie.jackson@kellerisd.net,www.kellerisd.net,MS CARRIE JACKSON   ,'05-08,1113,Active,2010-08-03,2015-03-14T05:35:25,152,USCGeocoder,63,1,4.01,,e5cd73b6-ae0f-4512-9021-bac62fdf3126,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9954.28824113,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9248971242,-97.30713274,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907101,KELLER-HARVEL EL,REGULAR INSTRUCTIONAL,,635 NORMA LN,KELLER,TX,76248-3805,635 NORMA LN,KELLER,TX,76248-3805,(817) 744-5100,(817) 337-3551,kristen.erickson@kellerisd.net,www.kellerisd.net,KRSITEN ERICKSON   ,'KG-04,447,Active, ,2015-03-14T05:35:25,153,USCGeocoder,16,1,4.01,,46d928fb-3baa-4c0d-8f5c-4086dbfcbe02,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,60765.1659445,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9430298521,-97.2501732841,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907102,FLORENCE EL,REGULAR INSTRUCTIONAL,,3095 JOHNSON RD,SOUTHLAKE,TX,76092-5611,3095 JOHNSON RD,SOUTHLAKE,TX,76092-5611,(817) 744-4700,(817) 337-3607,laura.lockhart@kellerisd.net,www.kellerisd.net,LAURA LOCKHART   ,'KG-04,500,Active, ,2015-03-14T05:35:25,154,USCGeocoder,47,1,4.01,,04b2c793-85a8-41fc-8655-546a328268d4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24427.9704892,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9397714447,-97.1987898576,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907103,PARKVIEW EL,REGULAR INSTRUCTIONAL,,6900 BAYBERRY DR,FORT WORTH,TX,76137-1740,6900 BAYBERRY DR,FORT WORTH,TX,76137-1740,(817) 744-5500,(817) 232-8693,Doreen.Krebs@kellerisd.net,www.kellerisd.net,DOREEN KREBS   ,'KG-04,669,Active,1980-07-24,2015-03-14T05:35:25,155,USCGeocoder,31,1,4.01,,8a4af3e2-d5ce-459d-8556-c52a116766ae,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,42111.3071007,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8661439275,-97.2946381731,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907104,BEAR CREEK INT,REGULAR INSTRUCTIONAL,,801 BEAR CREEK PKWY,KELLER,TX,76248-2824,801 BEAR CREEK PKWY,KELLER,TX,76248-2824,(817) 744-3650,(817) 337-5200,tedna.taylor@kellerisd.net,www.kellerisd.net,MS STACI MEADOWS   ,'05-06,781,Active, ,2015-03-14T05:35:25,156,USCGeocoder,31,1,4.01,,65b9aec2-153f-46dc-9e98-72e1c866e4c3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,62240.4951123,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9280737764,-97.2359070083,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907105,WHITLEY ROAD EL,REGULAR INSTRUCTIONAL,,7600 WHITLEY RD,WATAUGA,TX,76148-1211,7600 WHITLEY RD,WATAUGA,TX,76148-1211,(817) 744-5800,(817) 281-4023,amy.erb@kellerisd.net,www.kellerisd.net,AMY ERB   ,'KG-04,476,Active,1984-08-10,2015-03-14T05:35:25,157,USCGeocoder,0,1,4.01,,f153cdb3-6138-44d2-a57b-b973294210ea,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40639.4647201,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8812533646,-97.2537377152,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907106,HERITAGE EL,REGULAR INSTRUCTIONAL,,4001 THOMPSON RD,KELLER,TX,76244,4001 THOMPSON RD,KELLER,TX,76244,(817) 744-4900,(817) 337-3656,christy.johnson@kellerisd.net,www.kellerisd.net,MS DAWN BAILEY   ,'KG-04,580,Active,1987-07-21,2015-03-14T05:35:25,158,USCGeocoder,31,1,4.01,,85857f9d-ffea-4405-81b8-01398fc940a9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2606.28860874,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8908690556,-97.2988976528,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907107,CHISHOLM TRAIL INT,REGULAR INSTRUCTIONAL,,3901 SUMMERFIELDS BLVD,FORT WORTH,TX,76137-1086,3901 SUMMERFIELDS BLVD,FORT WORTH,TX,76137-1086,(817) 744-3800,(817) 306-8393,DiNardo.Bazile@kellerisd.net,www.kellerisd.net,MR DINARDO BAZILE   ,'05-06,883,Active,1989-11-03,2015-03-14T05:35:25,159,USCGeocoder,31,1,4.01,,a842296b-0a9f-49b5-a6d2-2a5a74168ab3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,86022.4058571,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8872229357,-97.3010727192,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907108,SHADY GROVE EL,REGULAR INSTRUCTIONAL,,1400 SARAH BROOKS DR,KELLER,TX,76248-2006,1400 SARAH BROOKS DR,KELLER,TX,76248-2006,(817) 744-5600,(817) 428-2895,anna.renfro@kellerisd.net,www.kellerisd.net,ANNA RENFRO   ,'KG-04,458,Active,1989-09-01,2015-03-14T05:35:25,160,USCGeocoder,31,1,4.01,,2bdf37dd-b2c3-4a8c-88ef-9cbb842e6191,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,60890.6279116,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9089230826,-97.2179000539,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907109,PARK GLEN EL,REGULAR INSTRUCTIONAL,,5100 GLEN CANYON RD,FORT WORTH,TX,76137-4102,5100 GLEN CANYON RD,FORT WORTH,TX,76137-4102,(817) 744-5400,(817) 485-2067,leslee.shepherd@kellerisd.net,www.kellerisd.net,LESLEE SHEPHERD   ,'KG-04,546,Active,1994-08-01,2015-03-14T05:35:25,161,USCGeocoder,47,1,4.01,,ca7079f3-df77-4b99-84ae-66f740ccf56e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,38539.8941972,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8806302201,-97.2748603624,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907110,WILLIS LANE EL,REGULAR INSTRUCTIONAL,,1620 WILLIS LN,KELLER,TX,76248-3126,1620 WILLIS LN,KELLER,TX,76248-3126,(817) 744-5700,(817) 337-3830,Cheryl.Hudson@kellerisd.net,www.kellerisd.net,CHERYL HUDSON   ,'KG-04,486,Active,1996-07-01,2015-03-14T05:35:25,162,USCGeocoder,16,1,4.01,,f2a492da-9874-4e53-b397-32f65efc4f1f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,64590.8500531,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9059455144,-97.2488626328,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907111,NORTH RIVERSIDE EL,REGULAR INSTRUCTIONAL,,7900 N RIVERSIDE DR,FORT WORTH,TX,76137,7900 N RIVERSIDE DR,FORT WORTH,TX,76137,(817) 744-5300,(817) 306-1474,jackie.green-august@kellerisd.net,www.kellerisd.net,DR JACKIE GREEN-AUGUST   ,'KG-04,461,Active,1998-07-01,2015-03-14T05:35:25,163,USCGeocoder,109,1,4.01,,73a6fba5-5f7d-4041-9f2b-a530a58f7640,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.881452,97.305606,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907112,HIDDEN LAKES EL,REGULAR INSTRUCTIONAL,,900 PRESTON LN,KELLER,TX,76248-3447,900 PRESTON LN,KELLER,TX,76248-3447,(817) 744-5000,(817) 741-1260,Melanie.Graham@kellerisd.net,www.kellerisd.net,MELANIE GRAHAM   ,'KG-04,451,Active,1999-05-12,2015-03-14T05:35:25,164,USCGeocoder,31,1,4.01,,29526967-eb1a-4321-b835-7cc4100c6eff,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,61469.2773461,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9172794147,-97.2095774275,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907113,LONE STAR EL,REGULAR INSTRUCTIONAL,,4647 SHIVER RD,KELLER,TX,76244,4647 SHIVER RD,KELLER,TX,76244,(817) 744-5200,(817) 379-6231,steven.hurst@kellerisd.net,www.kellerisd.net,STEVE HURST   ,'KG-04,750,Active,1999-05-12,2015-03-14T05:35:25,165,USCGeocoder,63,1,4.01,,03d59761-3f40-4271-bbe9-bc711da58a85,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.903086,-97.285468,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907114,PARKWOOD HILL INT,REGULAR INSTRUCTIONAL,,8201 PARKWOOD HILL BLVD,FORT WORTH,TX,76137,8201 PARKWOOD HILL BLVD,FORT WORTH,TX,76137,(817) 744-4000,(817) 581-0085,Brad.Tyler@kellerisd.net,www.kellerisd.net,BRAD TYLER   ,'05-06,1070,Active,1999-05-12,2015-03-14T05:35:25,166,USCGeocoder,16,1,4.01,,8c716b4b-bd5c-4589-a6c5-5e2cbbff8e85,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,80150.1642944,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8885608942,-97.2653594103,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907115,SOUTH KELLER INT,REGULAR INSTRUCTIONAL,,201 BURSEY RD,KELLER,TX,76248,201 BURSEY RD,KELLER,TX,76248,(817) 744-4150,(817) 431-6616,trish.mckeel@kellerisd.net,www.kellerisd.net,MS TRISH MCKEEL   ,'05-06,751,Active,2000-06-19,2015-03-14T05:35:25,167,USCGeocoder,47,1,4.01,,92c8096e-e751-4245-8442-3ab703973b14,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.893514,-97.253301,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907116,BLUEBONNET EL,REGULAR INSTRUCTIONAL,,7000 TEAL DR,FORT WORTH,TX,76137,7000 TEAL DR,FORT WORTH,TX,76137,(817) 744-4500,(817) 581-3441,Stacy.Blevins@kellerisd.net,www.kellerisd.net,MS STACY BLEVINS   ,'KG-04,646,Active,2002-05-24,2015-03-14T05:35:25,168,USCGeocoder,31,1,4.01,,5703ccd7-c1c3-4e05-83e5-c8be4cd0ea61,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3270.91038845,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8661425327,-97.2764170761,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907117,FREEDOM EL,REGULAR INSTRUCTIONAL,,5401 WALL-PRICE,KELLER,TX,76244,5401 WALL-PRICE,KELLER,TX,76244,(817) 744-4800,(817) 741-9913,heather.varon@kellerisd.net,www.kellerisd.net,HEATHER VARON   ,'KG-04,462,Active,2002-05-24,2015-03-14T05:35:25,169,USCGeocoder,47,1,4.01,,c374845f-5f40-4752-b873-7aa1db068992,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.916828,-97.268863,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907118,BETTE PEROT EL,REGULAR INSTRUCTIONAL,,9345 GENERAL WORTH DR,KELLER,TX,76244,9345 GENERAL WORTH DR,KELLER,TX,76244,(817) 744-4600,(817) 741-3659,lisa.young@kellerisd.net,www.kellerisd.net,LISA YOUNG   ,'KG-04,666,Active,2004-09-01,2015-03-14T05:35:25,170,USCGeocoder,78,1,4.01,,0b0aab46-48cb-4ab8-a412-1ef2019b29e3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.909218,-97.304249,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907119,WOODLAND SPRINGS EL,REGULAR INSTRUCTIONAL,,12120 WOODLAND SPRINGS,KELLER,TX,76244,12120 WOODLAND SPRINGS,KELLER,TX,76244,(817) 744-5900,(917) 741-0354,linda.lammers@kellerisd.net,www.kellerisd.net,LINDA LAMMERS   ,'KG-04,526,Active,2004-09-01,2015-03-14T05:35:25,171,USCGeocoder,141,1,4.01,,3fb8328c-dd2e-49d3-87be-9b333c927c37,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.946427,-97.262315,Exact
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907120,LIBERTY EL,REGULAR INSTRUCTIONAL,,1101 MCDONWELL SCHOOL RD W,COLLEYVILLE,TX,76034,1101 MCDONWELL SCHOOL RD W,COLLEYVILLE,TX,76034,(817) 744-6000,(817) 743-0314,janet.travis@kellerisd.net,www.kellerisd.net,JANET TRAVIS   ,'KG-04,389,Active,2005-10-10,2015-03-14T05:35:25,172,USCGeocoder,16,1,4.01,,af3252d4-8a52-497c-9b41-0e9bb0af6875,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44861.2206638,ArealInterpolationGeometricCentroid,Parcel,97.7514792899,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.9024654202,-97.1843164389,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907121,INDEPENDENCE EL,REGULAR INSTRUCTIONAL,,11773 BRAY BIRCH LN,KELLER,TX,76244,11773 BRAY BIRCH LN,KELLER,TX,76244,(817) 744-6100,(817) 744-6138,mark.basham@kellerisd.net,www.kellerisd.net,MARK BASHAM   ,'KG-04,458,Active,2006-09-05,2015-03-14T05:35:25,173,USCGeocoder,78,1,4.01,,9e178d12-172c-4f15-bbc2-ff5973caea64,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3086.64583603,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9456367881,-97.2758820555,Relaxed
'220,TARRANT COUNTY,'11,'220907,KELLER ISD,INDEPENDENT,350 KELLER PKWY,KELLER,TX,76248-3447,350 KELLER PKWY,KELLER,TX,76248-3447,(817) 744-1000,(817) 337-3261,randy.reid@kellerisd.net,www.kellerisd.net,DR RANDY REID   ,33619,'220907122,FRIENDSHIP EL,REGULAR INSTRUCTIONAL,,5400 SHIVER RD,KELLER,TX,76244,5400 SHIVER RD,KELLER,TX,76244,(817) 744-6200,(817) 741-5853,david.rische@kellerisd.net,www.kellerisd.net,DAVID RISCHE   ,'KG-04,545,Active,2006-09-05,2015-03-14T05:35:25,174,USCGeocoder,63,1,4.01,,e31b8bc7-cc77-4942-ae24-24511d2ede6b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.900891,-97.268146,Exact
