CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_wesmartin_output_10_wm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913015,HUMBLE COMMUNITY LEARNING CENTER,DAEP INSTRUCTIONAL,,18901 TIMBER FOREST DR,HUMBLE,TX,77346,18901 TIMBER FOREST DR,HUMBLE,TX,77346,(281) 641-7400,(281) 641-7417,tammy.alexander@humble.k12.tx.us,,TAMMY ALEXANDER   ,'01-12,-1,Active,2011-05-24,2015-03-14T05:35:00,63,USCGeocoder,31,1,4.01,,8797122e-bd51-44ea-89fa-6d6dfd150b9c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37877.6120868,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9957203526,-95.1964858055,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913016,H S #7,REGULAR INSTRUCTIONAL,,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-8058,(281) 641-1066,guy.sconzo@humble.k12.tx.us,,    ,'09-12,0,Under Construction,2015-02-25,2015-03-14T05:35:00,64,USCGeocoder,31,1,4.01,,a62b0ffe-551d-45f5-87b8-5fa2a414774c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13022.3534217,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0079866898,-95.2629665297,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913041,HUMBLE MIDDLE,REGULAR INSTRUCTIONAL,,11207 WILL CLAYTON,HUMBLE,TX,77346,11207 WILL CLAYTON,HUMBLE,TX,77346,(281) 641-4000,(281) 641-4117,henry.phipps@humble.k12.tx.us,www.humbleisd.net/hms,HENRY PHIPPS   ,'06-08,1113,Active,1993-07-01,2015-03-14T05:35:00,65,USCGeocoder,16,1,4.01,,78617f68-6235-47c4-90d6-9ce903a61ea3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,91330.5002826,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9791087872,-95.2101259618,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913042,KINGWOOD MIDDLE,REGULAR INSTRUCTIONAL,,2407 PINE TERRACE,KINGWOOD,TX,77339,2407 PINE TERRACE,KINGWOOD,TX,77339,(281) 641-4200,(281) 641-4217,bob.atteberry@humble.k12.tx.us,www.humbleisd.net/kms,MR BOB ATTEBERRY   ,'06-08,1025,Active, ,2015-03-14T05:35:00,66,USCGeocoder,78,1,4.01,,6ec99ad7-9cba-4851-932b-93df1a4e7044,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.055147,-95.211428,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913043,CREEKWOOD MIDDLE,REGULAR INSTRUCTIONAL,,3603 LK HOUSTON PKWY,KINGWOOD,TX,77339-5216,3603 LK HOUSTON PKWY,KINGWOOD,TX,77339-5216,(281) 641-4400,(281) 641-4417,walt.winicki@humble.k12.tx.us,www.humbleisd.net/cms,MR WALT WINICKI   ,'06-08,1094,Active, ,2015-03-14T05:35:00,67,USCGeocoder,47,1,4.01,,40a5cdb5-b8c0-42a3-8bff-f4b62182048f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,88333.5881852,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.058667951,-95.1891630063,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913044,ATASCOCITA MIDDLE,REGULAR INSTRUCTIONAL,,18810 W LK HOUSTON PKY,HUMBLE,TX,77346-3186,18810 W LK HOUSTON PKY,HUMBLE,TX,77346-3186,(281) 641-4600,(281) 641-4617,karl.koehler@humble.k12.tx.us,www.humbleisd.net/ams,MR KARL KOEHLER   ,'06-08,1161,Active,1983-09-01,2015-03-14T05:35:00,68,USCGeocoder,16,1,4.01,,aa5510be-925d-4f47-9abb-c32792c8809e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,79486.8217953,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9926811462,-95.1604485462,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913045,RIVERWOOD MIDDLE,REGULAR INSTRUCTIONAL,,2910 HIGH VLY,KINGWOOD,TX,77345-1852,2910 HIGH VLY,KINGWOOD,TX,77345-1852,(281) 641-4800,(281) 641-4817,greg.joseph@humble.k12.tx.us,www.humbleisd.net/rms,MR DONALD BODRON   ,'06-08,1101,Active,1991-07-01,2015-03-14T05:35:00,69,USCGeocoder,63,1,4.01,,3202f7ee-4f3a-463f-aaff-08807f365b42,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.06109,-95.155059,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913046,TIMBERWOOD MIDDLE,REGULAR INSTRUCTIONAL,,18450 TIMBER FOREST DR,HUMBLE,TX,77346,18450 TIMBER FOREST DR,HUMBLE,TX,77346,(281) 641-3800,(281) 641-3817,kenneth.buck@humble.k12.tx.us,www.humbleisd.net/tms,MRS KENNETH BUCK   ,'06-08,1376,Active,1998-07-01,2015-03-14T05:35:00,70,USCGeocoder,31,1,4.01,,6de4e389-164e-4c73-a020-d3cb272c65b9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,99186.0613154,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9903736254,-95.1912113255,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913047,ROSS STERLING MIDDLE,REGULAR INSTRUCTIONAL,,1131 WILSON RD,HUMBLE,TX,77338,1131 WILSON RD,HUMBLE,TX,77338,(281) 641-6000,(281) 641-6017,brandon.garza@humble.k12.tx.us,www.humbleisd.net/sms,BRANDON GARZA   ,'06-08,878,Active,2007-06-29,2015-03-14T05:35:00,71,USCGeocoder,31,1,4.01,,847670ed-f170-4aa7-9f10-6ad95147de95,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,151466.552551,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9839109497,-95.2474043392,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913048,WOODCREEK MIDDLE,REGULAR INSTRUCTIONAL,,14600 WOODSON PARK DR,HOUSTON,TX,77044,14600 WOODSON PARK DR,HOUSTON,TX,77044,(281) 641-5200,(281) 641-5217,brent.mcdonald@humble.k12.tx.us,www.humbleisd.net/wms,BRENT MCDONALD   ,'06-08,1313,Active,2010-06-23,2015-03-14T05:35:00,72,USCGeocoder,16,1,4.01,,55c3152f-378e-4c9f-ac75-f5f1e14afeb3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,75993.9044339,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9326485337,-95.200722114,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913049,MIDDLE #9,REGULAR INSTRUCTIONAL,,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-8058,(281) 641-1066,guy.sconzo@humble.k12.tx.us,,    ,'06-08,0,Under Construction,2015-02-25,2015-03-14T05:35:00,73,USCGeocoder,0,1,4.01,,7e7d29a8-901b-45ea-b03c-183ebb059043,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13022.3534217,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0079866898,-95.2629665297,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913050,MIDDLE #10,REGULAR INSTRUCTIONAL,,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-8058,(281) 641-1066,guy.sconzo@humble.k12.tx.us,,    ,'06-08,0,Under Construction,2015-02-25,2015-03-14T05:35:00,74,USCGeocoder,16,1,4.01,,bd05bfc1-fb00-4b69-ae5b-eb467d5dedaf,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13022.3534217,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0079866898,-95.2629665297,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913101,HUMBLE EL,REGULAR INSTRUCTIONAL,,20252 FIELDTREE DR,HUMBLE,TX,77338-3851,20252 FIELDTREE DR,HUMBLE,TX,77338-3851,(281) 641-1100,(281) 641-1117,stacy.trost@humble.k12.tx.us,www.humbleisd.net/he,STACY TROST   ,'EE-05,571,Active, ,2015-03-14T05:35:00,75,USCGeocoder,47,1,4.01,,57b24818-c609-43a2-be08-1aa3652f37b3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,35052.9327557,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.0131235884,-95.2726713086,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913102,LAKELAND EL,REGULAR INSTRUCTIONAL,,1500 MONTGOMERY LN,HUMBLE,TX,77338-8043,1500 MONTGOMERY LN,HUMBLE,TX,77338-8043,(281) 641-1200,(281) 641-1217,glenda.holder@humble.k12.tx.us,www.humbleisd.net/le,MS LUCY ANDERSON   ,'EE-05,746,Active, ,2015-03-14T05:35:00,76,USCGeocoder,16,1,4.01,,32750663-aa33-4fb2-a1fc-1e9070078750,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,32637.9928082,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9898779322,-95.2526580987,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913103,NORTH BELT EL,REGULAR INSTRUCTIONAL,,8105 N BELT DR,HUMBLE,TX,77396-2906,8105 N BELT DR,HUMBLE,TX,77396-2906,(281) 641-1300,(281) 641-1317,macaire.davies@humble.k12.tx.us,www.humbleisd.net/nbe,MS MACAIRE DAVIES   ,'EE-05,751,Active, ,2015-03-14T05:35:00,77,USCGeocoder,31,1,4.01,,5080b49f-feaa-4fe4-b5ea-156486bde2c3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.94072,-95.26653,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913104,FOSTER EL,REGULAR INSTRUCTIONAL,,1800 TRAILWOOD VILLAGE DR,KINGWOOD,TX,77339-3306,1800 TRAILWOOD VILLAGE DR,KINGWOOD,TX,77339-3306,(281) 641-1400,(281) 641-1417,terri.vedepo@humble.k12.tx.us,www.humbleisd.net/fe,MS DIANE ZELEZINSKI   ,'EE-05,598,Active, ,2015-03-14T05:35:00,78,USCGeocoder,0,1,4.01,,ff52d71f-641d-4319-85bb-be0ba91258f2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39277.6602717,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0425413262,-95.2235717432,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913105,WOODLAND HILLS EL,REGULAR INSTRUCTIONAL,,2222 TREE LN,KINGWOOD,TX,77339-1766,2222 TREE LN,KINGWOOD,TX,77339-1766,(281) 641-1500,(281) 641-1517,debi.beard@humble.k12.tx.us,www.humbleisd.net/whe,MS DEBI BEARD   ,'EE KG-05,554,Active, ,2015-03-14T05:35:00,79,USCGeocoder,31,1,4.01,,bdf382de-f8f4-4906-a0b9-a5f1d9580d77,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41557.3422543,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0586493889,-95.2133330346,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913106,BEAR BRANCH EL,REGULAR INSTRUCTIONAL,,3500 GARDEN LK,KINGWOOD,TX,77339-1869,3500 GARDEN LK,KINGWOOD,TX,77339-1869,(281) 641-1600,(281) 641-1617,kathryn.palmer@humble.k12.tx.us,www.humbleisd.net/bbe,MS KATHRYN PALMER   ,'EE KG-05,625,Active, ,2015-03-14T05:35:00,80,USCGeocoder,78,1,4.01,,2fdd0273-b296-4b22-a87b-d1427e64beba,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.076225,-95.199387,Exact,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913107,ELM GROVE EL,REGULAR INSTRUCTIONAL,,2815 CLEAR RDG DR,KINGWOOD,TX,77339-1328,2815 CLEAR RDG DR,KINGWOOD,TX,77339-1328,(281) 641-1700,(281) 641-1717,donna.fife@humble.k12.tx.us,www.humbleisd.net/ege,MRS DONNA FIFE   ,'EE-05,488,Active, ,2015-03-14T05:35:00,81,USCGeocoder,31,1,4.01,,4330e398-c062-41f1-aace-f6446ebfa3c7,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,43569.4686613,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0739204697,-95.1980120982,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913108,OAKS EL,REGULAR INSTRUCTIONAL,,5858 UPPER LK DR,HUMBLE,TX,77346-1977,5858 UPPER LK DR,HUMBLE,TX,77346-1977,(281) 641-1890,(281) 641-1817,cheryl.fennell@humble.k12.tx.us,www.humbleisd.net/oe,MS CHERYL FENNELL   ,'EE-05,563,Active,1979-11-09,2015-03-14T05:35:00,82,USCGeocoder,31,1,4.01,,f1ee447e-98fa-406e-8e33-64c3f43bd7b0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44416.5436923,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0060922259,-95.1845168881,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913109,GREENTREE EL,REGULAR INSTRUCTIONAL,,3502 BROOKSHADOW DR,KINGWOOD,TX,77345-1145,3502 BROOKSHADOW DR,KINGWOOD,TX,77345-1145,(281) 641-1900,(281) 641-1917,linda.pearce@humble.k12.tx.us,www.humbleisd.net/gte,MS LINDA PEARCE   ,'EE KG-05,760,Active, ,2015-03-14T05:35:00,83,USCGeocoder,31,1,4.01,,d8b95c08-7328-4ab7-85af-dc5c5ff34e5c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40637.3004194,ArealInterpolationGeometricCentroid,Parcel,93.5610543303,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0621340226,-95.1843934196,Relaxed;Soundex,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913110,TIMBERS EL,REGULAR INSTRUCTIONAL,,6910 LONESOME WOODS TRL,HUMBLE,TX,77346-5016,6910 LONESOME WOODS TRL,HUMBLE,TX,77346-5016,(281) 641-2000,(281) 641-2017,stephanie.coronado@humble.k12.tx.us,www.humbleisd.net/te,MS STEPHANIE CORONADO   ,'EE-05,741,Active, ,2015-03-14T05:35:00,84,USCGeocoder,16,1,4.01,,afae329d-3fbf-4768-83e4-d6feb5068592,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40835.7337739,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.9907357049,-95.1710931532,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913111,PINEFOREST EL,REGULAR INSTRUCTIONAL,,19702 W LK HOUSTON PKY,HUMBLE,TX,77346-2000,19702 W LK HOUSTON PKY,HUMBLE,TX,77346-2000,(281) 641-2100,(281) 641-2117,tj.hall@humble.k12.tx.us,www.humbleisd.net/pfe,MS TJ HALL   ,'EE KG-05,659,Active, ,2015-03-14T05:35:00,85,USCGeocoder,47,1,4.01,,e1113f81-1094-4209-af67-57d623335a30,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,46631.2711896,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0037312035,-95.1632660074,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913112,DEERWOOD EL,REGULAR INSTRUCTIONAL,,2920 FOREST GARDEN DR,KINGWOOD,TX,77345-1409,2920 FOREST GARDEN DR,KINGWOOD,TX,77345-1409,(281) 641-2200,(281) 641-2217,carol.suell@humble.k12.tx.us,www.humbleisd.net/dwe,MS CARLA THREADGILL   ,'EE-05,597,Active, ,2015-03-14T05:35:00,86,USCGeocoder,31,1,4.01,,e0854c6d-78ab-4b13-882e-837a0787c1f6,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41153.876733,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.0564357511,-95.1727246735,Relaxed,
'101,HARRIS COUNTY,'04,'101913,HUMBLE ISD,INDEPENDENT,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,(281) 641-1000,(281) 641-1058,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,DR GUY M SCONZO   ,39522,'101913113,WILLOW CREEK EL,REGULAR INSTRUCTIONAL,,2002 WILLOW TER,KINGWOOD,TX,77345-1785,2002 WILLOW TER,KINGWOOD,TX,77345-1785,(281) 641-2300,(281) 641-2317,nancy.pinkerton@humble.k12.tx.us,www.humbleisd.net/wce,MS NANCY PINKERTON   ,'EE KG-05,571,Active,1988-07-15,2015-03-14T05:35:00,87,USCGeocoder,109,1,4.01,,17cd9887-1424-4fc4-93c6-6fb03fe2a448,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.052324,-95.151883,Exact,
