CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_nicolecobler_output_03_nc,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'026,BURLESON COUNTY,'06,'026901,CALDWELL ISD,INDEPENDENT,203 N GRAY ST,CALDWELL,TX,77836-1549,203 N GRAY ST,CALDWELL,TX,77836-1549,(979) 567-2400,(979) 567-9876,tcuff@caldwellisd.net,www.caldwellisd.net,DR TIM CUFF   ,1773,'026901002,CALDWELL DAEP,DAEP INSTRUCTIONAL,,203 N GRAY,CALDWELL,TX,77836-1549,203 N GRAY,CALDWELL,TX,77836-1549,(979) 567-2400,(979) 567-9876,tcuff@caldwellisd.net,,MR SETH ALPERT   ,'06-12,0,Active,1995-07-01,2015-03-14T05:35:01,101,USCGeocoder,16,1,4.01,,67776ff4-1070-4b23-8ed5-dcc8b4fefd76,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2570.1228203,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.5283182166,-96.6998302937,Relaxed
'026,BURLESON COUNTY,'06,'026901,CALDWELL ISD,INDEPENDENT,203 N GRAY ST,CALDWELL,TX,77836-1549,203 N GRAY ST,CALDWELL,TX,77836-1549,(979) 567-2400,(979) 567-9876,tcuff@caldwellisd.net,www.caldwellisd.net,DR TIM CUFF   ,1773,'026901041,CALDWELL MIDDLE,REGULAR INSTRUCTIONAL,,203 N GRAY,CALDWELL,TX,77836-1549,200 N GRAY,CALDWELL,TX,77836-1549,(979) 567-2402,(979) 567-7433,kmcmanus@caldwellisd.net,www.caldwellisd.net,MRS KIM MCMANUS   ,'06-08,369,Active, ,2015-03-14T05:35:01,102,USCGeocoder,47,1,4.01,,c2752156-6b6b-4b39-a357-d457c64dc05e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2570.1228203,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.5284447368,-96.6996997522,Relaxed
'026,BURLESON COUNTY,'06,'026901,CALDWELL ISD,INDEPENDENT,203 N GRAY ST,CALDWELL,TX,77836-1549,203 N GRAY ST,CALDWELL,TX,77836-1549,(979) 567-2400,(979) 567-9876,tcuff@caldwellisd.net,www.caldwellisd.net,DR TIM CUFF   ,1773,'026901042,CALDWELL INT,REGULAR INSTRUCTIONAL,,203 N GRAY,CALDWELL,TX,77836-1549,765 COUNTY RD 300,CALDWELL,TX,77836-1549,(979) 567-2403,(979) 567-7131,ssavage@caldwellisd.net,www.caldwellisd.net,MRS SHAUNNA SAVAGE   ,'03-05,392,Active,1991-07-05,2015-03-14T05:35:01,103,USCGeocoder,94,1,4.01,,23bb4099-b215-4009-b4cc-24d76766c85e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.546213,-96.676288,Exact
'026,BURLESON COUNTY,'06,'026901,CALDWELL ISD,INDEPENDENT,203 N GRAY ST,CALDWELL,TX,77836-1549,203 N GRAY ST,CALDWELL,TX,77836-1549,(979) 567-2400,(979) 567-9876,tcuff@caldwellisd.net,www.caldwellisd.net,DR TIM CUFF   ,1773,'026901101,CALDWELL EL,REGULAR INSTRUCTIONAL,,203 N GRAY,CALDWELL,TX,77836-1549,675 COUNTY RD 300,CALDWELL,TX,77836-1549,(979) 567-2404,(979) 567-9422,ngoodlett@caldwellisd.net,www.caldwellisd.net,MR NATHAN GOODLETT   ,'EE-02,475,Active, ,2015-03-14T05:35:01,104,USCGeocoder,94,1,4.01,,266a40d4-5883-4995-8673-ee1ae9db16f4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.545917,-96.676653,Exact
'026,BURLESON COUNTY,'06,'026902,SOMERVILLE ISD,INDEPENDENT,P O BOX 997,SOMERVILLE,TX,77879-0997,625 8TH ST,SOMERVILLE,TX,77879-0997,(979) 596-2153,(979) 596-1778,ccamarillo@somervilleisd.org,www.somervilleisd.org,MR CHARLES WILLIAM CAMARILLO   ,468,'026902001,SOMERVILLE H S,REGULAR INSTRUCTIONAL,,P O BOX 997,SOMERVILLE,TX,77879-0997,570 8TH ST,SOMERVILLE,TX,77879-0997,(979) 596-1534,(979) 596-3649,ksparks@somervilleisd.org,somervilleisd.org,MRS KARLA SPARKS   ,'07-12,179,Active, ,2015-03-14T05:35:01,105,USCGeocoder,109,1,4.01,,f81d7b4c-c19a-4da3-9647-1356539b7e52,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.341929,-96.53491,Exact
'026,BURLESON COUNTY,'06,'026902,SOMERVILLE ISD,INDEPENDENT,P O BOX 997,SOMERVILLE,TX,77879-0997,625 8TH ST,SOMERVILLE,TX,77879-0997,(979) 596-2153,(979) 596-1778,ccamarillo@somervilleisd.org,www.somervilleisd.org,MR CHARLES WILLIAM CAMARILLO   ,468,'026902101,SOMERVILLE EL,REGULAR INSTRUCTIONAL,,P O BOX 997,SOMERVILLE,TX,77879-0997,371 2ND ST,SOMERVILLE,TX,77879-0997,(979) 596-1502,(979) 596-1778,kgroholski@somervilleisd.org,somervilleisd.org,DR KENNETH GROHOLSKI   ,'EE-06,289,Active, ,2015-03-14T05:35:01,106,USCGeocoder,63,1,4.01,,f4823697-7a54-4700-936c-dcb64115ed43,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1892.40020371,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3377798373,-96.5289398409,Exact
'026,BURLESON COUNTY,'06,'026903,SNOOK ISD,INDEPENDENT,P O BOX 87,SNOOK,TX,77878-0087,10110 FM 2155,SNOOK,TX,77878-0087,(979) 272-8307 ext:102 ,(979) 272-8280,admin@snookisd.com,www.snookisd.com,BRENDA KRCHNAK   ,517,'026903002,SNOOK SECONDARY,REGULAR INSTRUCTIONAL,,P O BOX 87 FM 2155,SNOOK,TX,77878-0087,FM 2155,SNOOK,TX,77878-0087,(979) 272-8307 ext:106 ,(979) 272-5041,pozzij@snookisd.com,www.snookisd.com,MR JONATHAN POZZI   ,'06-12,274,Active, ,2015-03-14T05:35:01,107,USCGeocoder,31,1,4.01,,e31ec048-10d7-4c8a-89f0-3093288e201a,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.490697,-96.46751,Exact
'026,BURLESON COUNTY,'06,'026903,SNOOK ISD,INDEPENDENT,P O BOX 87,SNOOK,TX,77878-0087,10110 FM 2155,SNOOK,TX,77878-0087,(979) 272-8307 ext:102 ,(979) 272-8280,admin@snookisd.com,www.snookisd.com,BRENDA KRCHNAK   ,517,'026903101,SNOOK EL,REGULAR INSTRUCTIONAL,,P O BOX 87 FM 2155,SNOOK,TX,77878-0087,FM 2155,SNOOK,TX,77878-0087,(979) 272-8307,(979) 272-5041,gordonc@snookisd.com,www.snookisd.com,MRS CINDY GORDON   ,'EE-05,243,Active,1999-07-01,2015-03-14T05:35:01,108,USCGeocoder,31,1,4.01,,b7d2af53-9bdb-4d6c-8dac-10edb988d4ae,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.490725,-96.467526,Exact
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903001,BURNET H S,REGULAR INSTRUCTIONAL,,1000 THE GREEN MILE,BURNET,TX,78611-0180,1000 THE GREEN MILE,BURNET,TX,78611-0180,(512) 756-6193,(512) 756-4553,mkincaid@burnet.txed.net,www.burnet.txed.net,MR MARK KINCAID   ,'09-12,892,Active, ,2015-03-14T05:35:01,109,USCGeocoder,63,1,4.01,,9bab888e-afe5-4b1e-9561-61062de50b4a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.778077,-98.225993,Exact
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903003,QUEST,ALTERNATIVE INSTRUCTIONAL,,303 N PIERCE ST,BURNET,TX,78611-3108,303 N PIERCE ST,BURNET,TX,78611-3108,(512) 756-6747,(512) 756-6289,dmarvin@burnet.txed.net,,DR DOUGLAS MARVIN   ,'09-12,25,Active,1993-07-01,2015-03-14T05:35:01,110,USCGeocoder,63,1,4.01,,a511cdbe-1dd2-4cb1-bf76-735bb9d468d2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2422.35809615,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7604551399,-98.2270762463,Exact
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903041,BURNET MIDDLE,REGULAR INSTRUCTIONAL,,1401 N MAIN,BURNET,TX,78611-1340,1401 N MAIN,BURNET,TX,78611-1340,(512) 756-6182,(512) 756-7955,kljones@burnet.txed.net,,STEVE GRANT   ,'06-08,722,Active, ,2015-03-14T05:35:01,111,USCGeocoder,31,1,4.01,,81fb17e1-5540-455e-a7f0-a8300038a500,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2437.80093638,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7736010776,-98.2316783422,Relaxed
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903101,BURNET EL,REGULAR INSTRUCTIONAL,,607 N VANDERVEER ST,BURNET,TX,78611-0180,607 N VANDERVEER ST,BURNET,TX,78611-0180,(512) 756-2126,(512) 756-6993,cwalker@burnet.txed.net,,CYNTHIA WALKER   ,'EE-02,592,Active, ,2015-03-14T05:35:01,112,USCGeocoder,16,1,4.01,,49b62b2f-e488-4b9d-b849-a7dfde4d9a89,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2305.83894696,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7532640999,-98.2241200233,Relaxed
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903102,BERTRAM EL,REGULAR INSTRUCTIONAL,,315 MAIN,BERTRAM,TX,78605-4409,315 MAIN,BERTRAM,TX,78605-4409,(512) 355-2111,(512) 355-2261,tsingletary@burnet.txed.net,,TERRA SINGLETARY   ,'EE-05,385,Active, ,2015-03-14T05:35:01,113,USCGeocoder,31,1,4.01,,608735cf-142e-499e-b334-05861101a7cb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5521.09413412,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7463098234,-98.0508230068,Relaxed
'027,BURNET COUNTY,'13,'027903,BURNET CISD,INDEPENDENT,208 E BRIER LN,BURNET,TX,78611-0180,208 E BRIER LN,BURNET,TX,78611-0180,(512) 756-2124,(512) 756-7498,kmcburnett@burnet.txed.net,www.burnet.txed.net,MR KEITH MCBURNETT   ,3140,'027903104,RJ RICHEY EL,REGULAR INSTRUCTIONAL,,500 E GRAVES,BURNET,TX,78611,500 E GRAVES,BURNET,TX,78611,(512) 756-2609,(512) 756-2624,jwittekiend@burnet.txed.net,,JILL WITTEKIEND   ,'03-05,524,Active,1983-08-05,2015-03-14T05:35:01,114,USCGeocoder,16,1,4.01,,fdc1bd69-e40c-4dec-a032-2dc237144ebd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3784.68464256,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7689125221,-98.2255639434,Relaxed
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904001,MARBLE FALLS H S,REGULAR INSTRUCTIONAL,,2101 MUSTANG DR,MARBLE FALLS,TX,78654-4996,2101 MUSTANG DR,MARBLE FALLS,TX,78654-4996,(830) 693-4375,(830) 693-6079,mfisd@mfisd.txed.net,www.mfisd.txed.net,MR MANUEL LUNOFF   ,'09-12,1165,Active, ,2015-03-14T05:35:01,115,USCGeocoder,31,1,4.01,,b48b269d-f2a8-4b2a-b130-d6fefc07cf10,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13382.7388077,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.5800190422,-98.2557999182,Exact
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904002,FALLS CAREER H S,ALTERNATIVE INSTRUCTIONAL,,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 798-3621,(830) 798-3636,mfisd@mfisd.txed.net,www.mfisd.txed.net,MS PEGGY LITTLE   ,'09-12,44,Active,2004-09-08,2015-03-14T05:35:01,116,USCGeocoder,16,1,4.01,,359bc56f-efc8-4577-9b30-d7e408cfa084,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4318.92506402,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.5959401344,-98.2751965227,Exact
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904041,MARBLE FALLS MIDDLE,REGULAR INSTRUCTIONAL,,1511 PONY CIR,MARBLE FALLS,TX,78654-4803,1511 PONY CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4439,(830) 693-3632,mfisd@mfisd.txed.net,www.mfisd.txed.net,MR BRETT KOCH   ,'06-08,889,Active, ,2015-03-14T05:35:01,117,USCGeocoder,16,1,4.01,,1915472c-02ce-4938-80e9-a7e5e69dc41e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7831.72498177,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.5831177067,-98.2786894262,Relaxed
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904101,MARBLE FALLS EL,REGULAR INSTRUCTIONAL,,901 AVE U,MARBLE FALLS,TX,78654-4802,901 AVE U,MARBLE FALLS,TX,78654-4802,(830) 693-2385,(830) 693-5421,mfisd@mfisd.txed.net,www.mfisd.txed.net,MR MICHAEL HALEY   ,'EE-05,577,Active, ,2015-03-14T05:35:01,118,USCGeocoder,31,1,4.01,,d9180c84-ccaa-4af6-82fa-9196e610f829,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.583731,-98.28635,Exact
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904102,COLT EL,REGULAR INSTRUCTIONAL,,2200 MANZANO MILE,MARBLE FALLS,TX,78654-4803,2200 MANZANO MILE,MARBLE FALLS,TX,78654-4803,(830) 693-3474,(830) 639-7092,mfisd@mfisd.txed.net,www.mfisd.txed.net,MR KEITH POWELL   ,'EE-05,581,Active, ,2015-03-14T05:35:01,119,USCGeocoder,109,1,4.01,,60810514-2df0-4ccb-bd2f-3cfd3759e767,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.597476,-98.241705,Exact
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904103,HIGHLAND LAKES EL,REGULAR INSTRUCTIONAL,,8200 W FM 1431,GRANITE SHOALS,TX,78654-4803,8200 W FM 1431,GRANITE SHOALS,TX,78654-4803,(830) 798-3650,(830) 598-9349,mfisd@mfisd.txed.net,www.mfisd.txed.net,MR MICHAEL PITTARD   ,'EE-05,587,Active,1997-07-01,2015-03-14T05:35:01,120,USCGeocoder,94,1,4.01,,4165f222-d1e2-47a8-bd1e-731678d71fd3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.609033,-98.370966,Exact
'027,BURNET COUNTY,'13,'027904,MARBLE FALLS ISD,INDEPENDENT,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,1800 COLT CIR,MARBLE FALLS,TX,78654-4803,(830) 693-4357,(830) 693-5685,mfisd@mfisd.txed.net,www.mfisd.txed.net,DR ROBERT E O'CONNOR   ,4064,'027904104,SPICEWOOD EL,REGULAR INSTRUCTIONAL,,1005 SPUR 191,SPICEWOOD,TX,78669,1005 SPUR 191,SPICEWOOD,TX,78669,(830) 798-3675,(830) 798-3676,mfisd@mfisd.txed.net,www.mfisd.txed.net,MRS LESLIE BATY   ,'EE-05,221,Active,2004-06-11,2015-03-14T05:35:01,121,USCGeocoder,31,1,4.01,,e590d764-1395-4687-8f63-90dd942d3af4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.469651,-98.158409,Exact
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902001,LOCKHART H S,REGULAR INSTRUCTIONAL,,#1 LION COUNTRY DR,LOCKHART,TX,78644-2565,#1 LION COUNTRY DR,LOCKHART,TX,78644-2565,(512) 398-0300,(512) 398-0302,monica.guillory@lockhart.txed.net,,DEANNA JUAREZ   ,'09-12,1070,Active, ,2015-03-14T05:35:01,122,USCGeocoder,31,1,4.01,,dcd77b4d-48e9-4f69-923a-6507c797f6bf,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.872606,-97.677416,Exact
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902004,LOCKHART H S FRESHMAN M L CISNEROS CAMPUS,REGULAR INSTRUCTIONAL,,419 BOIS D'ARC,LOCKHART,TX,78644,419 BOIS D'ARC ST,LOCKHART,TX,78644,(512) 398-0170,(512) 398-0226,denisha.presley@lockhart.txed.net,,DENISHA PRESLEY   ,'09,382,Active,2000-02-07,2015-03-14T05:35:01,123,USCGeocoder,47,1,4.01,,2a2572d1-dde5-4362-b1f4-36f67909cda8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4970.26000398,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.8867933098,-97.676014722,Exact
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902038,LOCKHART PRIDE HS,ALTERNATIVE INSTRUCTIONAL,,1503 N COLORADO,LOCKHART,TX,78644-1530,1503 N COLORADO,LOCKHART,TX,78644-1530,(512) 398-0130,(512) 398-0132,sam.lockhart@lockhart.txed.net,,MR SAM LOCKHART   ,'09-12,24,Active,1991-07-01,2015-03-14T05:35:01,124,USCGeocoder,31,1,4.01,,11a21226-019c-4c41-b611-70a13533248c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12450.6398396,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8997796348,-97.679300651,Relaxed
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902045,LOCKHART J H,REGULAR INSTRUCTIONAL,,500 CITY LINE RD,LOCKHART,TX,78644-0120,500 CITY LINE RD,LOCKHART,TX,78644,(512) 398-0770,(512) 398-0772,mark.estrada@lockhart.txed.net,,MR MARK ESTRADA   ,'06-08,1173,Active,1998-01-01,2015-03-14T05:35:01,125,USCGeocoder,16,1,4.01,,83d9a7ed-933d-4d4d-b115-224aaaa34736,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,294169.033933,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.8750298002,-97.700109148,Relaxed
'028,CALDWELL COUNTY,'13,'028902,LOCKHART ISD,INDEPENDENT,P O BOX 120,LOCKHART,TX,78644-0120,105 S COLORADO,LOCKHART,TX,78644-2730,(512) 398-0000,(512) 398-0025,tina.knudsen@lockhart.txed.net,www.lockhartisd.org,TINA KNUDSEN   ,5365,'028902101,CLEAR FORK EL,REGULAR INSTRUCTIONAL,,1102 CLEAR FORK ST,LOCKHART,TX,78644-2930,1102 CLEAR FORK ST,LOCKHART,TX,78644-2930,(512) 398-0450,(512) 398-0536,deanna.juarez@lockhart.txed.net,,DEANNA JUAREZ   ,'01-05,585,Active, ,2015-03-14T05:35:01,126,USCGeocoder,63,1,4.01,,1c276eaf-4dcb-4d71-b9ff-b7bdbaef8c18,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2593.09808047,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.8758355436,-97.6835468206,Exact
