CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_DannyG_output_07_dg,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905124,EASTWOOD HEIGHTS EL,REGULAR INSTRUCTIONAL,,10530 JANWAY DR,EL PASO,TX,79925.0,10530 JANWAY DR,EL PASO,TX,79925.0,(915) 434-4600,(915) 591-8960,webmaster@yisd.net,eastwoodheights.yisd.net,MR EMILIO QUIROZ   ,'EE-06,703,Active, ,2015-03-14T05:35:08,122,USCGeocoder,16,1,4.01,,7fe22c3e-a51e-4b64-a36c-db24dda492fa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2375.08146718,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7677106738,-106.341665532,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905127,CAPISTRANO EL,REGULAR INSTRUCTIONAL,,240 MECCA DR,EL PASO,TX,79907.0,240 MECCA DR,EL PASO,TX,79907.0,(915) 434-8600,(915) 860-2750,webmaster@yisd.net,capistrano.yisd.net,MS LYNN MUSEL   ,'KG-05,549,Active, ,2015-03-14T05:35:08,123,USCGeocoder,16,1,4.01,,677a646f-7130-46a9-b653-f4eb00be9959,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2178.42597284,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6913421318,-106.339440341,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905128,VISTA HILLS EL,REGULAR INSTRUCTIONAL,,10801 LA SUBIDA DR,EL PASO,TX,79935.0,10801 LA SUBIDA DR,EL PASO,TX,79935.0,(915) 434-5700,(915) 591-9305,webmaster@yisd.net,vistahills.yisd.net,MR MO BATRES   ,'KG-06,667,Active, ,2015-03-14T05:35:09,124,USCGeocoder,31,1,4.01,,df35cf35-4715-4a3c-86dc-af6cb85854bc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6030.84731953,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7665840733,-106.327940264,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905129,GLEN COVE EL,REGULAR INSTRUCTIONAL,,10955 SAM SNEAD DR,EL PASO,TX,79936.0,10955 SAM SNEAD DR,EL PASO,TX,79936.0,(915) 434-5500,(915) 591-9024,webmaster@yisd.net,glencove.yisd.net,MS ELIZABETH ORTIZ   ,'EE-05,869,Active, ,2015-03-14T05:35:09,125,USCGeocoder,47,1,4.01,,23fc4785-dc2d-41f7-8c4d-0208924ad523,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1991.20347867,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.776578559,-106.318298357,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905130,LE BARRON PARK EL,REGULAR INSTRUCTIONAL,,920 BURGUNDY DR,EL PASO,TX,79907.0,920 BURGUNDY DR,EL PASO,TX,79907.0,(915) 434-3500,(915) 860-2817,webmaster@yisd.net,lebarron.yisd.net,MS NORMA SIERRA   ,'KG-05,455,Active, ,2015-03-14T05:35:09,126,USCGeocoder,16,1,4.01,,7c28f576-afc9-4c49-afd6-7b806479f810,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6010.41144222,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6963862041,-106.302157421,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905131,PEBBLE HILLS EL,REGULAR INSTRUCTIONAL,,11145 EDGEMERE BLVD,EL PASO,TX,79936.0,11145 EDGEMERE BLVD,EL PASO,TX,79936.0,(915) 434-5600,(915) 591-9222,webmaster@yisd.net,pebblehills.yisd.net,MR ROBERT MARTINEZ   ,'EE-05,658,Active, ,2015-03-14T05:35:09,127,USCGeocoder,63,1,4.01,,4090a5c9-a178-47c6-bab6-ff33016793a3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.791494,-106.308702,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905132,TIERRA DEL SOL EL,REGULAR INSTRUCTIONAL,,1832 TOMMY AARON DR,EL PASO,TX,79936.0,1832 TOMMY AARON DR,EL PASO,TX,79936.0,(915) 434-5800,(915) 591-9271,webmaster@yisd.net,tierradelsol.yisd.net,MS ELIZABETH CASTRO   ,'EE KG-06,683,Active, ,2015-03-14T05:35:09,128,USCGeocoder,78,1,4.01,,a3054f26-3a47-4ced-a58f-084834b1bb80,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,15695.301568,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7667847407,-106.310171671,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905133,LANCASTER EL,REGULAR INSTRUCTIONAL,,9230 ELGIN DR,EL PASO,TX,79907.0,9230 ELGIN DR,EL PASO,TX,79907.0,(915) 434-3400,(915) 860-2315,webmaster@yisd.net,lancaster.yisd.net,MS DOLORES ACOSTA   ,'KG-05,512,Active, ,2015-03-14T05:35:09,129,USCGeocoder,16,1,4.01,,e2e71c69-b871-4c52-b875-e171584cc377,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3676.60265942,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6957307861,-106.31183607,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905134,YSLETA PK CENTER,REGULAR INSTRUCTIONAL,,7940 CRADDOCK,EL PASO,TX,79915.0,7940 CRADDOCK,EL PASO,TX,79915.0,(915) 434-9500,(915) 591-9325,webmaster@yisd.net,ysletapk.yisd.net,MS SANDRA PEREZ   ,'EE-PK,704,Active, ,2015-03-14T05:35:09,130,USCGeocoder,47,1,4.01,,7a997893-1617-4410-b291-5484ea46fec3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1909.04009081,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7196396483,-106.366876376,Relaxed
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905135,MISSION VALLEY EL,REGULAR INSTRUCTIONAL,,8674 N LOOP DR,EL PASO,TX,79907.0,8674 N LOOP DR,EL PASO,TX,79907.0,(915) 434-3700,(915) 860-0049,webmaster@yisd.net,missionvalley.yisd.net,MR RUBEN CADENA   ,'EE KG-05,558,Active, ,2015-03-14T05:35:09,131,USCGeocoder,31,1,4.01,,281ef2ae-c23f-48bb-9ed3-442c3cb6a6e1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3363.87985774,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7087224912,-106.321008553,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905136,DESERTAIRE EL,REGULAR INSTRUCTIONAL,,6301 TIGER EYE DR,EL PASO,TX,79924.0,6301 TIGER EYE DR,EL PASO,TX,79924.0,(915) 434-6400,(915) 821-0634,webmaster@yisd.net,desertaire.yisd.net,MS MARY ANN OLIVAS   ,'KG-05,789,Active,31230.0,2015-03-14T05:35:09,132,USCGeocoder,47,1,4.01,,5a2eb5d5-cb12-4f6d-b54e-91454116f332,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14124.1336143,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.9244372998,-106.389780328,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905138,ALICIA R CHACON,ALTERNATIVE INSTRUCTIONAL,,221 PRADO RD,EL PASO,TX,79907.0,221 PRADO RD,EL PASO,TX,79907.0,(915) 434-9200,(915) 859-2131,webmaster@yisd.net,aliciachacon.yisd.net,MS GLORIA POLANCO-MCNEALY   ,'KG-08,785,Active,33238.0,2015-03-14T05:35:09,133,USCGeocoder,63,1,4.01,,31949a1f-d99d-496b-b8c6-65ff1ce51277,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2894.87410847,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7043334351,-106.348006262,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905139,CONSTANCE HULBERT EL,REGULAR INSTRUCTIONAL,,7755 FRANKLIN DR,EL PASO,TX,79915.0,7755 FRANKLIN DR,EL PASO,TX,79915.0,(915) 434-6900,(915) 772-8166,webmaster@yisd.net,constancehulbert.yisd.net,MS FRANCES COX   ,'KG-06,389,Active, ,2015-03-14T05:35:09,134,USCGeocoder,16,1,4.01,,e8fbafb5-5e55-4088-b830-44b168dc7dc6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4610.17791623,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7379343712,-106.364767811,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905140,ROBERT F KENNEDY PRE-K CENTER,REGULAR INSTRUCTIONAL,,9009 ALAMEDA AVE,EL PASO,TX,79907.0,9009 ALAMEDA AVE,EL PASO,TX,79907.0,(915) 434-9100,(915) 860-7530,webmaster@yisd.net,rfkpk.yisd.net,MS ESPIE FLORES   ,'EE-PK,504,Active,33054.0,2015-03-14T05:35:09,135,USCGeocoder,16,1,4.01,,adaf9643-828b-4886-a8f7-15cd9fceff88,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2848.4413572,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.6928242273,-106.330065992,Exact
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905141,ROBBIN E L WASHINGTON EL,REGULAR INSTRUCTIONAL,,3585 LEE TREVINO,EL PASO,TX,79936.0,3585 LEE TREVINO,EL PASO,TX,79936.0,(915) 434-5900,(915) 590-6535,webmaster@yisd.net,relwash.yisd.net,MR MAURICIO CANO   ,'KG-06,523,Active,34951.0,2015-03-14T05:35:09,136,USCGeocoder,31,1,4.01,,c6541d45-06a8-4b05-a4bf-e1297825c151,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2680.51545028,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7989243015,-106.322873616,Relaxed
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905142,NORTH STAR EL,REGULAR INSTRUCTIONAL,,5950 SEAN HAGGERTY,EL PASO,TX,79924.0,5950 SEAN HAGGERTY,EL PASO,TX,79924.0,(915) 434-6700,(915) 822-9386,webmaster@yisd.net,northstar.yisd.net,MS MARITZA BALDERRAMA   ,'KG-05,503,Active,35074.0,2015-03-14T05:35:09,137,USCGeocoder,47,1,4.01,,eb69b41b-b377-45fa-ad32-12554575fd1f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7551.00602855,LinearInterpolationAddressRange,StreetSegment,89.0532544379,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.9283013991,-106.400619657,Relaxed
'071,EL PASO COUNTY,'19,'071905,YSLETA ISD,INDEPENDENT,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,42488,'071905145,DEL VALLE EL,REGULAR INSTRUCTIONAL,,9251 ESCOBAR,EL PASO,TX,79907.0,9251 ESCOBAR,EL PASO,TX,79907.0,(915) 434-9300,(915) 434-9306,webmaster@yisd.net,delvalleelementary.yisd.net/,MS LISA LOPEZ   ,'KG-05,455,Active,39315.0,2015-03-14T05:35:09,138,USCGeocoder,31,1,4.01,,eb43751a-6e1d-40c8-ada9-d7b12e79d85f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,23335.3636557,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.7108448665,-106.303396322,Relaxed
'071,EL PASO COUNTY,'19,'071906,ANTHONY ISD,INDEPENDENT,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1500,(915) 886-2420,ssaldivar@anthonyisd.net,www.anthonyisd.net,DR STEVEN SALDIVAR   ,872,'071906001,ANTHONY H S,REGULAR INSTRUCTIONAL,,825 WILDCAT DR,ANTHONY,TX,79821-1279,825 WILDCAT DR,ANTHONY,TX,79821-1279,(915) 886-6550 ext:1550,(915) 886-3875,otroncoso@anthonyisd.net,,MR OSCAR TRONCOSO   ,'09-12,211,Active, ,2015-03-14T05:35:09,139,USCGeocoder,78,1,4.01,,646fa58b-55d5-453e-b361-aefac8f9f095,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.992654,-106.598659,Exact
'071,EL PASO COUNTY,'19,'071906,ANTHONY ISD,INDEPENDENT,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1500,(915) 886-2420,ssaldivar@anthonyisd.net,www.anthonyisd.net,DR STEVEN SALDIVAR   ,872,'071906041,ANTHONY MIDDLE,REGULAR INSTRUCTIONAL,,813 6TH ST,ANTHONY,TX,79821.0,813 6TH ST,ANTHONY,TX,79821.0,(915) 886-6530 ext:1530,(915) 886-3875,omoseley@anthonyisd.net,,MR OSCAR TRONCOSO   ,'06-08,174,Active,35276.0,2015-03-14T05:35:09,140,USCGeocoder,156,1,4.01,,be95f37d-e9e0-4825-affb-14d1bfe40add,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.995284,-106.601438,Exact
'071,EL PASO COUNTY,'19,'071906,ANTHONY ISD,INDEPENDENT,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1500,(915) 886-2420,ssaldivar@anthonyisd.net,www.anthonyisd.net,DR STEVEN SALDIVAR   ,872,'071906042,RAYMOND TELLAS ACADEMY - JJAEP,JJAEP INSTRUCTIONAL,,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1506,(915) 886-2420,rhaugen@anthonyisd.net,,    ,'06-12,0,Active,35927.0,2015-03-14T05:35:09,141,USCGeocoder,313,1,4.01,,4322ebd8-4296-4cfe-bbc9-64704980b9aa,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.995766,-106.600998,Exact
'071,EL PASO COUNTY,'19,'071906,ANTHONY ISD,INDEPENDENT,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1500,(915) 886-2420,ssaldivar@anthonyisd.net,www.anthonyisd.net,DR STEVEN SALDIVAR   ,872,'071906043,RAYMOND TELLAS ACADEMY - DAEP,DAEP INSTRUCTIONAL,,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1506,(915) 886-2420,rhaugen@anthonyisd.net,www.anthonyisd.net,    ,'PK-12,0,Active,35963.0,2015-03-14T05:35:09,142,USCGeocoder,47,1,4.01,,e6da78a4-37e3-4250-8cfd-82b0b82e50d6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.995766,-106.600998,Exact
'071,EL PASO COUNTY,'19,'071906,ANTHONY ISD,INDEPENDENT,840 SIXTH ST,ANTHONY,TX,79821.0,840 SIXTH ST,ANTHONY,TX,79821.0,(915) 886-6500 ext:1500,(915) 886-2420,ssaldivar@anthonyisd.net,www.anthonyisd.net,DR STEVEN SALDIVAR   ,872,'071906101,ANTHONY EL,REGULAR INSTRUCTIONAL,,610 SIXTH ST,ANTHONY,TX,79821-1279,610 SIXTH ST,ANTHONY,TX,79821-1279,(915) 886-6510 ext:1510,(915) 886-3205,MMarquez@anthonyisd.net,,MS MONICA MARQUEZ   ,'EE-05,487,Active,30642.0,2015-03-14T05:35:09,143,USCGeocoder,63,1,4.01,,8faad85f-cdca-493c-807d-b8181bcac34b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,783.935585224,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.9952956341,-106.60080439,Relaxed;Soundex
'071,EL PASO COUNTY,'19,'071907,CANUTILLO ISD,INDEPENDENT,P O BOX 100,CANUTILLO,TX,79835-0100,7965 ARTCRAFT,EL PASO,TX,79932.0,(915) 877-7444,(915) 877-7483,greveles@canutillo-isd.org,www.canutillo-isd.org,DR PEDRO GALAVIZ   ,5891,'071907001,CANUTILLO H S,REGULAR INSTRUCTIONAL,,P O BOX 100,CANUTILLO,TX,79835-6447,6675 S DESERT BLVD,EL PASO,TX,79932.0,(915) 877-7800,(915) 877-7807,pio@canutillo-isd.org,www.canutillo-isd.org,MR DINO CORONADO   ,'09-12,1639,Active, ,2015-03-14T05:35:09,144,USCGeocoder,63,1,4.01,,a61d74cf-ccd0-4ca7-aff2-9deb8b164b26,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.89647,-106.586299,Exact
'071,EL PASO COUNTY,'19,'071907,CANUTILLO ISD,INDEPENDENT,P O BOX 100,CANUTILLO,TX,79835-0100,7965 ARTCRAFT,EL PASO,TX,79932.0,(915) 877-7444,(915) 877-7483,greveles@canutillo-isd.org,www.canutillo-isd.org,DR PEDRO GALAVIZ   ,5891,'071907003,NORTHWEST EARLY COLLEGE H S (NWECHS),REGULAR INSTRUCTIONAL,CAMPUS CHARTER,P O BOX 100,CANUTILLO,TX,79835.0,6701 S DESERT BLVD BUILDING N,EL PASO,TX,79932.0,(915) 877-1700,(915) 877-7033,pio@canutillo-isd.org,www.canutillo-isd.org,SPEAKER TRACY   ,'09-12,282,Active,38223.0,2015-03-14T05:35:09,145,USCGeocoder,16,1,4.01,,a6f22470-99c1-40a1-ba93-21f330a16d20,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6963.06433814,LinearInterpolationAddressRange,StreetSegment,97.6331360947,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8831133536,-106.58276745,Relaxed
'071,EL PASO COUNTY,'19,'071907,CANUTILLO ISD,INDEPENDENT,P O BOX 100,CANUTILLO,TX,79835-0100,7965 ARTCRAFT,EL PASO,TX,79932.0,(915) 877-7444,(915) 877-7483,greveles@canutillo-isd.org,www.canutillo-isd.org,DR PEDRO GALAVIZ   ,5891,'071907004,CANUTILLO JJAEP,JJAEP INSTRUCTIONAL,,7965 ARTCRAFT RD,EL PASO,TX,79932.0,7965 ARTCRAFT RD,EL PASO,TX,79932.0, , ,abrigham@canutillo-isd.org,,    ,'06-12,0,Active,38882.0,2015-03-14T05:35:09,146,USCGeocoder,63,1,4.01,,0cddd535-a115-4bdd-af3f-bcbd1acbb5d0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9572.48651896,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.8797339857,-106.592761854,Exact
'071,EL PASO COUNTY,'19,'071907,CANUTILLO ISD,INDEPENDENT,P O BOX 100,CANUTILLO,TX,79835-0100,7965 ARTCRAFT,EL PASO,TX,79932.0,(915) 877-7444,(915) 877-7483,greveles@canutillo-isd.org,www.canutillo-isd.org,DR PEDRO GALAVIZ   ,5891,'071907041,CANUTILLO MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 100,CANUTILLO,TX,79835-0100,7311 BOSQUE RD,CANUTILLO,TX,79835.0,(915) 877-7900,(915) 877-7919,pio@canutillo-isd.org,www.canutillo-isd.org,MARK PAZ   ,'06-08,601,Active,26507.0,2015-03-14T05:35:09,147,USCGeocoder,16,1,4.01,,20dcbd85-64e7-4aed-8bca-09770347aeb5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9109.31598006,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.9248815178,-106.608773819,Exact
