CountyNumber,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_tfry01_output_06_tf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
070,ELLIS COUNTY,10,070903,ENNIS ISD,INDEPENDENT,P O BOX 1420,ENNIS,TX,75120-1420,303 W KNOX,ENNIS,TX,75119-3957,(972) 872-7000,(972) 875-8667,John.Chapman@ennis.k12.tx.us,www.ennis.k12.tx.us/,DR JOHN E CHAPMAN III,5802,070903101,AUSTIN EL,REGULAR INSTRUCTIONAL,,1500 AUSTIN DR,ENNIS,TX,75119-7599,1500 AUSTIN DR,ENNIS,TX,75119-7599,(972) 872-7190,(972) 875-7216,denise.winnett@ennis.k12.tx.us,www.ennis.k12.tx.us/,MRS DENISE WINNETT,01-03,324,Active,,2015-03-14T05:35:00,399,USCGeocoder,31,1,4.01,,d277d84a-f0f1-48a6-8596-f1e281f2c087,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.338554,-96.647749,Exact
070,ELLIS COUNTY,10,070903,ENNIS ISD,INDEPENDENT,P O BOX 1420,ENNIS,TX,75120-1420,303 W KNOX,ENNIS,TX,75119-3957,(972) 872-7000,(972) 875-8667,John.Chapman@ennis.k12.tx.us,www.ennis.k12.tx.us/,DR JOHN E CHAPMAN III,5802,070903106,DAVID S CROCKETT EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,1701 W LAMPASAS,ENNIS,TX,75119,1701 W LAMPASAS,ENNIS,TX,75119,(972) 872-7131,(972) 872-9829,Dee-Dee.Gryder@ennis.K12.tx.us,www.ennis.k12.tx.us/,MISS DEANNA GRYDER,EE-KG,439,Active,2001-01-29,2015-03-14T05:35:00,404,USCGeocoder,78,1,4.01,,6eb81523-8ebf-4acb-b638-67f18072075a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.315807,-96.638769,Exact
070,ELLIS COUNTY,10,070905,FERRIS ISD,INDEPENDENT,P O BOX 459,FERRIS,TX,75125-0459,301 E 5TH ST,FERRIS,TX,75125-2225,(972) 544-3858,(972) 544-2784,mlbodine@ferrisisd.org,www.ferrisisd.org,MICHAEL L BODINE,2454,070905104,FERRIS INT,REGULAR INSTRUCTIONAL,,P O BOX 447,FERRIS,TX,75125-0447,601 W F M 664,FERRIS,TX,75125-2407,(972) 544-8662,(972) 544-3085,tcore@ferrisisd.org,,TINA CORE,04-06,521,Active,1989-06-29,2015-03-14T05:35:00,409,USCGeocoder,63,1,4.01,,d69e2db2-5d35-4c5b-8570-11de679f81c7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.536602,-96.679163,Exact
070,ELLIS COUNTY,10,070908,MIDLOTHIAN ISD,INDEPENDENT,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065-3418,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065,(972) 775-8296,(972) 775-1757,theda_mcgrew@midlothian-isd.net,www.midlothian-isd.net,JUDY WALLING,7899,070908104,T E BAXTER EL,REGULAR INSTRUCTIONAL,,1050 PARK PL,MIDLOTHIAN,TX,76065-5198,1050 PARK PL,MIDLOTHIAN,TX,76065-5198,(972) 775-8281,(972) 775-3154,courtney_carpenter@midlothian-isd.net,www.midlothian-isd.net,MRS COURTNEY CARPENTER,EE-05,611,Active,,2015-03-14T05:35:00,418,USCGeocoder,47,1,4.01,,00167165-fcb7-4c70-ba61-21823c7422d1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.494714,-96.963006,Exact
070,ELLIS COUNTY,10,070908,MIDLOTHIAN ISD,INDEPENDENT,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065-3418,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065,(972) 775-8296,(972) 775-1757,theda_mcgrew@midlothian-isd.net,www.midlothian-isd.net,JUDY WALLING,7899,070908107,J A VITOVSKY EL,REGULAR INSTRUCTIONAL,,333 CHURCH ST,MIDLOTHIAN,TX,76065,333 CHURCH ST,MIDLOTHIAN,TX,76065,(972) 775-5536,(972) 775-5532,kyle_chambers@midlothian-isd.net,,MR KYLE CHAMBERS,EE-05,646,Active,2005-04-14,2015-03-14T05:35:00,421,USCGeocoder,31,1,4.01,,37fecdac-5cbd-499d-b484-1cdd2b583f0f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.50227,-96.990504,Exact
070,ELLIS COUNTY,10,070909,MILFORD ISD,INDEPENDENT,P O BOX 545,MILFORD,TX,76670-0545,205 THIRD AVE,MILFORD,TX,76670-0545,(972) 493-2911,(972) 493-2429,dclingenpeel@milfordisd.org,www.milfordisd.org,DON CLINGENPEEL,244,070909001,MILFORD SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 545,MILFORD,TX,76670-0545,205 THIRD AVE,MILFORD,TX,76670-0545,(972) 493-2921,(972) 493-4600,mbyrne@milfordisd.org,www.milfordisd.org,MARILEE BYRNE,EE-12,244,Active,,2015-03-14T05:35:00,424,USCGeocoder,78,1,4.01,,02b466bd-f5cc-4bd2-bcc9-92c953af714f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.120337,-96.950185,Exact
070,ELLIS COUNTY,10,070911,RED OAK ISD,INDEPENDENT,P O BOX 9000,RED OAK,TX,75154-9000,109 W RED OAK RD,RED OAK,TX,75154,(972) 617-2941,(972) 617-4333,cindy.kirkpatrick@redoakisd.org,www.redoakisd.org,DR SCOTT NIVEN,5629,070911001,RED OAK H S,REGULAR INSTRUCTIONAL,,P O BOX 9000,RED OAK,TX,75154-9000,122 STATE HWY 342,RED OAK,TX,75154,(972) 617-3535,(972) 617-4797,doug.funk@redoakisd.org,www.redoakisd.org,DR STEVEN FUNK,09-12,1794,Active,,2015-03-14T05:35:00,428,USCGeocoder,78,1,4.01,,599f90d7-87d9-48e2-8e0c-17f943b9f00d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.508839,-96.800625,Exact
070,ELLIS COUNTY,10,070911,RED OAK ISD,INDEPENDENT,P O BOX 9000,RED OAK,TX,75154-9000,109 W RED OAK RD,RED OAK,TX,75154,(972) 617-2941,(972) 617-4333,cindy.kirkpatrick@redoakisd.org,www.redoakisd.org,DR SCOTT NIVEN,5629,070911041,RED OAK J H,REGULAR INSTRUCTIONAL,,P O BOX 9000,RED OAK,TX,75154-9000,152 LOUISE RITTER BLVD,RED OAK,TX,75154,(972) 617-0066,(972) 617-4377,cristi.watts@redoakisd.org,www.redoakisd.org,CRISTI WATTS,07-08,872,Active,,2015-03-14T05:35:00,429,USCGeocoder,63,1,4.01,,4f119f88-637f-4048-8b96-878802dc10f2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.505925,-96.804637,Exact
070,ELLIS COUNTY,10,070911,RED OAK ISD,INDEPENDENT,P O BOX 9000,RED OAK,TX,75154-9000,109 W RED OAK RD,RED OAK,TX,75154,(972) 617-2941,(972) 617-4333,cindy.kirkpatrick@redoakisd.org,www.redoakisd.org,DR SCOTT NIVEN,5629,070911102,WOODEN EL,REGULAR INSTRUCTIONAL,,P O BOX 9000,RED OAK,TX,75154-9000,200 LOUISE RITTER BLVD,RED OAK,TX,75154,(972) 617-2977,(972) 617-4404,rebecca.vega@redoakisd.org,www.redoakisd.org,REBECCA VEGA,EE-04,483,Active,1982-07-16,2015-03-14T05:35:00,431,USCGeocoder,47,1,4.01,,d5f71e0e-9337-4550-ae9a-e4a3ab147ab3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.501772,-96.795496,Exact
070,ELLIS COUNTY,10,070911,RED OAK ISD,INDEPENDENT,P O BOX 9000,RED OAK,TX,75154-9000,109 W RED OAK RD,RED OAK,TX,75154,(972) 617-2941,(972) 617-4333,cindy.kirkpatrick@redoakisd.org,www.redoakisd.org,DR SCOTT NIVEN,5629,070911104,RED OAK INT,REGULAR INSTRUCTIONAL,,P O BOX 9000,RED OAK,TX,75154-9000,401 E OVILLA RD,GLENN HEIGHTS,TX,75154,(972) 617-2685,(972) 617-4388,tim.day@redoakisd.org,www.redoakisd.org,JEFFERY FOWLER,05-06,833,Active,1982-07-16,2015-03-14T05:35:00,433,USCGeocoder,31,1,4.01,,c0db5282-3b57-494d-8852-c76c63a652ca,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.533319,-96.848207,Exact
070,ELLIS COUNTY,10,070912,WAXAHACHIE ISD,INDEPENDENT,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,(972) 923-4631,(972) 923-4759,dtruitt@wisd.org,www.wisd.org/,DR JEREMY K GLENN,7968,070912002,WAXAHACHIE H S,REGULAR INSTRUCTIONAL,,1000 HAY 77 N,WAXAHACHIE,TX,75165,1000 HWY 77 N,WAXAHACHIE,TX,75165,(972) 923-4600,(972) 923-4617,abenskin@wisd.org,www.wisd.org,MR AL BENSKIN,09-12,1985,Active,,2015-03-14T05:35:00,436,USCGeocoder,63,1,4.01,,daf528aa-7a9a-4a6c-84a0-a4439ec1d997,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.414394,-96.839527,Exact
070,ELLIS COUNTY,10,070912,WAXAHACHIE ISD,INDEPENDENT,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,(972) 923-4631,(972) 923-4759,dtruitt@wisd.org,www.wisd.org/,DR JEREMY K GLENN,7968,070912107,SHACKELFORD EL,REGULAR INSTRUCTIONAL,,1001 BUTCHER RD,WAXAHACHIE,TX,75165,1001 BUTCHER RD,WAXAHACHIE,TX,75165-6079,(972) 923-4666,(972) 923-4753,lmott@wisd.org,www.wisd.org,MS LISA MOTT,KG-05,594,Active,1987-08-06,2015-03-14T05:35:00,443,USCGeocoder,63,1,4.01,,221ba849-d1ab-493c-a711-347b0433337b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.4593,-96.815602,Exact
070,ELLIS COUNTY,10,070912,WAXAHACHIE ISD,INDEPENDENT,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,(972) 923-4631,(972) 923-4759,dtruitt@wisd.org,www.wisd.org/,DR JEREMY K GLENN,7968,070912111,OLIVER E CLIFT EL,REGULAR INSTRUCTIONAL,,650 PARKS SCHOOL HOUSE RD,WAXAHACHIE,TX,75165,650 PARKS SCHOOL HOUSE RD,WAXAHACHIE,TX,75165,(972) 923-4720,(972) 937-5367,ckubin@wisd.org,www.wisd.org,CHRISTI KUBIN,PK-05,462,Active,2011-07-26,2015-03-14T05:35:00,446,USCGeocoder,109,1,4.01,,2ed4dae7-ff79-4ed6-9b52-f385bf4b6ee4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.378412,-96.816407,Exact
070,ELLIS COUNTY,10,070915,MAYPEARL ISD,INDEPENDENT,P O BOX 40,MAYPEARL,TX,76064-0040,309 MAIN ST,MAYPEARL,TX,76064-0040,(972) 435-1000,(972) 435-1001,lmcalister@maypearlisd.org,www.maypearlisd.org,MS RONNIE NEILL,1053,070915001,MAYPEARL H S,REGULAR INSTRUCTIONAL,,P O BOX 40,MAYPEARL,TX,76064-0040,#2 PHILLIPS ST,MAYPEARL,TX,76064-9801,(972) 435-1020,(972) 435-1021,dgriffin@maypearlisd.org,,DEBBIE GRIFFIN,09-12,311,Active,,2015-03-14T05:35:00,448,USCGeocoder,31,1,4.01,,8c980118-3506-4605-938c-a50c028a2d53,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.314048,-97.018559,Exact
070,ELLIS COUNTY,10,070915,MAYPEARL ISD,INDEPENDENT,P O BOX 40,MAYPEARL,TX,76064-0040,309 MAIN ST,MAYPEARL,TX,76064-0040,(972) 435-1000,(972) 435-1001,lmcalister@maypearlisd.org,www.maypearlisd.org,MS RONNIE NEILL,1053,070915041,MAYPEARL J H,REGULAR INSTRUCTIONAL,,P O BOX 40,MAYPEARL,TX,76064-0040,1024 W FOURTH,MAYPEARL,TX,76064-9801,(972) 435-1015,(972) 435-1016,laustin@maypearlisd.org,,LESLEY AUSTIN,07-08,169,Active,1990-08-01,2015-03-14T05:35:00,449,USCGeocoder,141,1,4.01,,988e842e-1bb7-41db-b8e7-ba84cb394627,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.395916,-96.844881,Exact
070,ELLIS COUNTY,10,070915,MAYPEARL ISD,INDEPENDENT,P O BOX 40,MAYPEARL,TX,76064-0040,309 MAIN ST,MAYPEARL,TX,76064-0040,(972) 435-1000,(972) 435-1001,lmcalister@maypearlisd.org,www.maypearlisd.org,MS RONNIE NEILL,1053,070915043,MAYPEARL INT,REGULAR INSTRUCTIONAL,,P O BOX 40,MAYPEARL,TX,76064-0040,400 PANTHER LN,MAYPEARL,TX,76064-0040,(972) 435-1099,(972) 435-1099,cvotaw@maypearlisd.org,,CRISTIN VOTAW,05-06,202,Active,2014-06-04,2015-03-14T05:35:00,450,USCGeocoder,31,1,4.01,,0084d970-a1f1-4f4e-abd8-6744c899824a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.312189,-97.020158,Exact
071,EL PASO COUNTY,19,071808,SOMERSET CHARTER SCHOOL,CHARTER,7310 BISHOP FLORES,EL PASO,TX,79912,,,,,(915) 584-9499,(915) 585-8814,iburnham@burnhamwood.org,,IRIS B BURNHAM,0,071808001,SOMERSET CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,7310 BISHOP FLORES,EL PASO,TX,79912,,,TX,,(915) 584-9499,(915) 585-8814,iburnham@burnhamwood.org,,,KG-12,0,Under Construction,2008-03-12,2015-03-14T05:35:00,463,USCGeocoder,344,1,4.01,,918806b9-d930-409f-8f0b-ae925862f9ad,98,Unknown,Success,LOCATION_TYPE_USPS_ZIP_CODE,Kilometers,ArealInterpolation,695661.333,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,,ReturnAll,Unknown,,,0,,,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916102,CANYON CREEK EL,REGULAR INSTRUCTIONAL,,2100 COPPER RDG DR,RICHARDSON,TX,75080-2312,2100 COPPER RDG DR,RICHARDSON,TX,75080-2312,(469) 593-6500,(469) 593-6511,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,CAROL MIXON,EE KG-06,266,Active,,2015-03-14T05:35:00,5,USCGeocoder,47,1,4.01,,0d96a224-ece0-4c59-ae22-87a0f077ced2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.981583,-96.739944,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916108,MOHAWK EL,REGULAR INSTRUCTIONAL,,1500 MIMOSA DR,RICHARDSON,TX,75080-2813,1500 MIMOSA DR,RICHARDSON,TX,75080-2813,(469) 593-6600,(469) 593-6610,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,JENNIFER M WILSON,KG-06,411,Active,,2015-03-14T05:35:00,11,USCGeocoder,78,1,4.01,,54d155d4-c934-45c6-bcfd-1b0fde730b85,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.97175,-96.762022,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916117,WHITE ROCK EL,REGULAR INSTRUCTIONAL,,9229 CHISWELL RD,DALLAS,TX,75238-4107,9229 CHISWELL RD,DALLAS,TX,75238-4107,(469) 593-2700,(469) 593-2706,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,SANDRA L WALKER,EE KG-06,816,Active,,2015-03-14T05:35:00,20,USCGeocoder,78,1,4.01,,7198c8e3-cb9a-4c05-b80b-ee1db5104f0b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.874334,-96.724139,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916140,ENTERPRISE CITY,REGULAR INSTRUCTIONAL,,2100 COPPER RDG,RICHARDSON,TX,75080-2312,2100 COPPER RDG,RICHARDSON,TX,75080-2312,(469) 593-6509,(469) 593-7409,jodi.freeman@risd.org,www.richardson.k12.tx.us/administration/sch,JODI B FREEMAN,UG,0,Active,1992-07-01,2015-03-14T05:35:00,40,USCGeocoder,31,1,4.01,,11f7e121-82a5-4e41-8750-4a4e1b23d46d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.981641,-96.740114,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916146,THURGOOD MARSHALL EL,REGULAR INSTRUCTIONAL,,9666 FERRIS BRANCH,DALLAS,TX,75243,9666 FERRIS BRANCH,DALLAS,TX,75243,(469) 593-6800,(469) 593-6801,tonia.howard@risd.org,www.richardson.k12.tx.us/administration/sch,MICHELE H ZUPA,PK-06,709,Active,2005-04-19,2015-03-14T05:35:00,45,USCGeocoder,31,1,4.01,,b5df12b2-35eb-4ba8-b8b0-7e3b3a9b2af1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.902308,-96.726263,Exact
057,DALLAS COUNTY,10,057919,SUNNYVALE ISD,INDEPENDENT,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,(972) 226-5974,(972) 226-6882,martha.hullett@sunnyvaleisd.com,www.sunnyvaleisd.com/,MR DOUG WILLIAMS,1518,057919101,SUNNYVALE EL,REGULAR INSTRUCTIONAL,,416 HOUNSEL LN,SUNNYVALE,TX,75182-9544,416 HOUNSEL LN,SUNNYVALE,TX,75182-9544,(972) 266-7601,(972) 226-4812,michelle.roquemore@sunnyvaleisd.com,www.sunnyvaleisd.com/,MS AMY TUTLE,EE-04,596,Active,1988-07-01,2015-03-14T05:35:00,49,USCGeocoder,63,1,4.01,,d530c269-696a-45cf-99f5-1882b2262cb0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.810362,-96.556199,Exact
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922001,COPPELL H S,REGULAR INSTRUCTIONAL,,185 W PKWY BLVD,COPPELL,TX,75019-2229,185 W PKWY BLVD,COPPELL,TX,75019-2229,(214) 496-6100,(214) 496-6166,info@coppellisd.com,www.coppellisd.com,MIKE JASSO,09-12,3136,Active,1989-08-28,2015-03-14T05:35:00,50,USCGeocoder,78,1,4.01,,95c4bce9-6b38-4154-9a63-d4b75de9b0f4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.975197,-96.998507,Exact
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922110,VALLEY RANCH EL,REGULAR INSTRUCTIONAL,,9800 RODEO DR,IRVING,TX,75063-6488,9800 RODEO DR,IRVING,TX,75063-6488,(214) 496-8500,(214) 496-8506,info@coppellisd.com,www.coppellisd.com,MRS CYNTHIA ARTERBERY,EE-05,638,Active,1995-06-01,2015-03-14T05:35:00,64,USCGeocoder,31,1,4.01,,cde79a8a-5c08-4c4c-8bed-e70ec87ef323,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.937954,-96.955935,Exact
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922111,DENTON CREEK EL,REGULAR INSTRUCTIONAL,,250 NATCHES TRACE,COPPELL,TX,75019,250 NATCHES TRACE,COPPELL,TX,75019,(214) 896-8100,(214) 496-8106,info@coppellisd.com,www.coppellisd.com,MS SHANNON EDWARDS,EE-05,594,Active,1996-07-01,2015-03-14T05:35:00,65,USCGeocoder,31,1,4.01,,8bab479e-ec92-4d7d-bef8-c348327ea905,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.983972,-96.988969,Exact
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922112,RICHARD J LEE EL,REGULAR INSTRUCTIONAL,,8808 CHAPARRAL WATERS WAY,DALLAS,TX,75019,8808 CHAPARRAL WATERS WAY,DALLAS,TX,75019,(214) 496-7900,(214) 496-7906,kryon@coppellisd.com,,CHANTEL KASTROUNIS,EE KG-05,540,Active,2014-05-07,2015-03-14T05:35:00,66,USCGeocoder,31,1,4.01,,22cc9ee5-26a0-4ffc-a037-be68a8565f6c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,,ReturnAll,manual,,,0,32.926788,-96.974389,Exact
