CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_te3556_output_04_te,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910150,NEW EL,REGULAR INSTRUCTIONAL,,2700 W 15TH,PLANO,TX,75075.0,MAPLESHADE PLAZA,DALLAS,TX,75252.0, , ,askpisd@pisd.edu,,    ,'KG-05,0,Under Construction,41067.0,2015-03-14T05:35:03,135,USCGeocoder,47,1,4.01,,9ae3903d-2fb1-4973-9818-b1d16c8b138c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.007584,-96.800029,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910160,BEATY EARLY CHILDHOOD SCHOOL,REGULAR INSTRUCTIONAL,,1717 NEVADA DR,PLANO,TX,75093-5408,1717 NEVADA DR,PLANO,TX,75093-5408,(469) 752-4200,(469) 752-4201,Susie.Vaughan@pisd.edu,www.pisd.edu,MS SUE ELLEN VAUGHAN   ,'EE-PK,534,Active,37050.0,2015-03-14T05:35:03,136,USCGeocoder,63,1,4.01,,2ca1f2a4-d898-462a-8286-a00bcb05b2f0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2316.82800137,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0230165229,-96.7789618294,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910161,PEARSON EARLY CHILDHOOD,REGULAR INSTRUCTIONAL,,4000 EAGLE PASS,PLANO,TX,75023-4705,4000 EAGLE PASS,PLANO,TX,75023-4705,(469) 752-4300,(469) 752-4301,Cheri.Izbicki@pisd.edu,www.pisd.edu,DR CHERYL IZBICKI   ,'EE-PK,360,Active,37050.0,2015-03-14T05:35:03,137,USCGeocoder,16,1,4.01,,5c664c3f-82c5-4abf-9581-bfe1080fbaa5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8067.45135143,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0520060072,-96.7046032719,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910165,ISAACS EARLY CHILDHOOD SCHOOL,REGULAR INSTRUCTIONAL,,3400 E PARKER RD,PLANO,TX,75074.0,3400 E PARKER RD,PLANO,TX,75074.0,(469) 752-3480,(469) 752-3481,Kris.Benson@pisd.edu,www.pisd.edu,MS KRIS BENSON   ,'EE-PK,548,Active,40064.0,2015-03-14T05:35:03,138,USCGeocoder,16,1,4.01,,d0ffe78e-9b24-4b5b-9e6f-93e17ea04945,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3699.7465053,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0434115772,-96.6606806865,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910196,ALLAN K & CAROLYN H BIRD EDUCATION CENTER,DAEP INSTRUCTIONAL,,1300 19TH ST,PLANO,TX,75074-5952,1300 19TH ST,PLANO,TX,75074-5952,(469) 752-2200,(469) 752-2201,laura.childress@pisd.edu,www.pisd.edu,MS LAURA CHILDRESS   ,'KG-08,0,Active,37783.0,2015-03-14T05:35:03,139,USCGeocoder,47,1,4.01,,be8f4c3a-5ec2-428c-a87c-1b65c2b3a5ba,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3732.41215373,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0259394884,-96.696341401,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910197,LARRY D GUINN SPECIAL PROGRAMS CENTER,DAEP INSTRUCTIONAL,,2221 LEGACY DR,PLANO,TX,75023-2156,2221 LEGACY DR,PLANO,TX,75023-2156,(469) 752-6900,(469) 752-6901,Sharon.Bradley@pisd.edu,www.pisd.edu,MS SHARON BRADLEY   ,'09-12,0,Active,32090.0,2015-03-14T05:35:03,140,USCGeocoder,63,1,4.01,,2452236e-7de4-41c9-a2b3-841235cb9f2f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.072915,-96.738034,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910200,HOSPITAL/HOMEBOUND,ALTERNATIVE INSTRUCTIONAL,,2700 W 15TH ST,PLANO,TX,75075-5898,2700 W 15TH ST,PLANO,TX,75075-5898,(469) 752-8069,(469) 752-8249,christie.duke@pisd.edu,www.pisd.edu,DR CHRISTIE DUKE   ,'KG-12,-1,Active,32402.0,2015-03-14T05:35:03,141,USCGeocoder,47,1,4.01,,f365396f-b855-40ba-8a0d-1ff322c1cae5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1663.15310103,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0191167514,-96.7470753815,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910201,REGIONAL DAY SCH FOR DEAF,ALTERNATIVE INSTRUCTIONAL,,2701 PARKHAVEN DR,PLANO,TX,75075-1902,2701 PARKHAVEN DR,PLANO,TX,75075-1902,(469) 752-8069,(469) 752-8249,christie.duke@pisd.edu,www.pisd.edu,DR CHRISTIE DUKE   ,'EE-05,0,Active,33786.0,2015-03-14T05:35:03,142,USCGeocoder,16,1,4.01,,c08d87f5-a518-4b24-bb49-2cd4c39161f0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3989.44797436,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.033902874,-96.744991531,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910202,ITINERANT SP ED,ALTERNATIVE INSTRUCTIONAL,,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8069,(469) 752-8249,christie.duke@pisd.edu,www.pisd.edu,DR CHRISTIE DUKE   ,'EE-12,0,Active,33786.0,2015-03-14T05:35:03,143,USCGeocoder,47,1,4.01,,45918c66-b95f-4a05-b0ae-eb17dda9a81c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1663.15310103,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0191167514,-96.7470753815,Relaxed
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910212,PLANO FAMILY LITERACY,ALTERNATIVE INSTRUCTIONAL,,1300 19TH ST,PLANO,TX,75074.0,1300 19TH ST,PLANO,TX,75074.0,(469) 752-2250,(469) 752-2251,askpisd@pisd.edu,www.pisd.edu,JANE LILLISTON   ,'EE-PK,9,Active,37418.0,2015-03-14T05:35:03,144,USCGeocoder,78,1,4.01,,74b5fddd-c59f-4924-b7ed-40016ba2834d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3732.41215373,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0259394884,-96.696341401,Exact
'043,COLLIN COUNTY,'10,'043910,PLANO ISD,INDEPENDENT,2700 W 15TH,PLANO,TX,75075-7524,2700 W 15TH,PLANO,TX,75075-7524,(469) 752-8100,(469) 752-8068,richard.matkin@pisd.edu,www.pisd.edu/,MR STEVE FORTENBERRY   ,54689,'043910213,HEAD START,ALTERNATIVE INSTRUCTIONAL,,1600 RIGSBEE DR,PLANO,TX,75074-6525,1600 RIGSBEE DR,PLANO,TX,75074-6525,(469) 752-7160,(469) 752-7161,Tina.Hardison@pisd.edu,www.pisd.edu,MS TINA HARDISON   ,'EE-PK,145,Active,38231.0,2015-03-14T05:35:03,145,USCGeocoder,47,1,4.01,,f82739f2-67b2-48b2-98bc-ea2644b4150a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2073.44252416,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0222260653,-96.6777817652,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911001,PRINCETON H S,REGULAR INSTRUCTIONAL,,1000 E PRINCETON DR,PRINCETON,TX,75407-1002,1000 E PRINCETON DR,PRINCETON,TX,75407-1002,(469) 952-5400 ext:4005,(972) 736-5902,panthony@princetonisd.net,www.princetonisd.net,MS RENE MULLINS   ,'09-12,1048,Active, ,2015-03-14T05:35:03,146,USCGeocoder,47,1,4.01,,08bff5b1-e808-44d6-a4af-4144c1945e19,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5310.75735078,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1737194796,-96.4909643414,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911002,COLLIN CO J J A E P,JJAEP INSTRUCTIONAL,,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-5902,szirkelbach@princetonisd.net,,    ,'03-12,0,Active,35278.0,2015-03-14T05:35:03,147,USCGeocoder,78,1,4.01,,c4690edd-96b5-4af7-8b23-a5e7dc17016d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6345.89025441,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.177856457,-96.4944998985,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911003,PRINCETON SPECIAL PROGRAMS CENTER,ALTERNATIVE INSTRUCTIONAL,,600 MABEL AVE,PRINCETON,TX,75407.0,600 MABEL AVE,PRINCETON,TX,75407.0,(469) 952-5400 ext:2007,(972) 736-2018,panthony@princetonisd.net,www.princetonisd.net,MS JEAN TROUT   ,'KG-12,0,Active,37925.0,2015-03-14T05:35:03,148,USCGeocoder,0,1,4.01,,abe0883e-d9e0-4bae-b277-795b76c5a758,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4017.20530054,LinearInterpolationAddressRange,StreetSegment,89.349112426,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1785320317,-96.4918314276,Relaxed;Soundex
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911041,CLARK JR HIGH,REGULAR INSTRUCTIONAL,,301 PANTHER PKWY,PRINCETON,TX,75407-1002,301 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400 ext:4004,(972) 736-5903,panthony@princetonisd.net,www.princetonisd.net,MR JAMES LOVELADY   ,'07-08,540,Active, ,2015-03-14T05:35:03,149,USCGeocoder,16,1,4.01,,3c1ae103-82dc-42ea-a3e6-5ce23eb16f6e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6345.89025441,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1781163997,-96.4946123867,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911101,LACY ELEMENTARY,REGULAR INSTRUCTIONAL,,224 E COLLEGE ST,PRINCETON,TX,75407-1002,224 E COLLEGE ST,PRINCETON,TX,75407-1002,(469) 952-5400 ext:4001,(972) 736-6795,panthony@princetonisd.net,www.princetonisd.net,MS ELIZABETH GOEN   ,'EE-05,695,Active, ,2015-03-14T05:35:03,150,USCGeocoder,63,1,4.01,,4f9f6d6f-d28b-44a7-92e2-1db25eeb2dd4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2151.16015716,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1826485621,-96.5007997628,Relaxed
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911102,HUDDLESTON INTERMEDIATE,REGULAR INSTRUCTIONAL,,301 N FIFTH ST,PRINCETON,TX,75407-1002,301 N FIFTH ST,PRINCETON,TX,75407-1002,(469) 952-5400 ext:4003,(972) 736-6162,panthony@princetonisd.net,www.princetonisd.net,MR DUSTIN EVANS   ,'06,275,Active,35247.0,2015-03-14T05:35:03,151,USCGeocoder,172,1,4.01,,631e8dcc-ba13-487f-a012-dc1930f66bba,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2216.83487508,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1780529752,-96.4953197164,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911103,GODWIN EL,REGULAR INSTRUCTIONAL,,1019 N 6TH ST,PRINCETON,TX,75407.0,1019 N 6TH ST,PRINCETON,TX,75407.0,(469) 952-5400 ext:4002,(972) 736-3533,panthony@princetonisd.net,www.princetonisd.net,CINDA OWEN   ,'PK-05,683,Active,38156.0,2015-03-14T05:35:03,152,USCGeocoder,16,1,4.01,,51c060a1-8e9f-4e11-9f36-0c15bdf1f9ef,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2271.97235383,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1833762239,-96.4944935432,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911104,HARPER EL,REGULAR INSTRUCTIONAL,,8080 CR 398,PRINCETON,TX,75407.0,8080 CR 398,PRINCETON,TX,75407.0,(469) 952-5400,(972) 736-2621,Abarch@princetonisd.net,,MS ANITA BARCH   ,'PK-05,549,Active,39685.0,2015-03-14T05:35:03,153,USCGeocoder,63,1,4.01,,8c5aa824-d0e9-40e8-8e50-6ed0963383b0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,71545.6883723,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1488649376,-96.5220305374,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911105,LETA HORN SMITH,REGULAR INSTRUCTIONAL,,321 PANTHER PKWY,PRINCETON,TX,75407-1002,2101 FOREST MEADOW DR,PRINCETON,TX,75407.0, , ,JBoitmann@princetonisd.net,,    ,'PK-05,0,Under Construction,42019.0,2015-03-14T05:35:03,154,USCGeocoder,47,1,4.01,,f8dfc893-bde3-4f38-be6c-a81633069193,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.190738,-96.526183,Exact
'043,COLLIN COUNTY,'10,'043911,PRINCETON ISD,INDEPENDENT,321 PANTHER PKWY,PRINCETON,TX,75407-1002,321 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400,(972) 736-3505,panthony@princetonisd.net,www.princetonisd.net,PHILIP DALE ANTHONY   ,3790,'043911202,PRINCETON/FARMERSVILLE DAEP,DAEP INSTRUCTIONAL,,600 MABEL AVE,PRINCETON,TX,75407-1002,600 MABEL AVE,PRINCETON,TX,75407.0,(469) 952-5400,(972) 736-3503,panthony@princetonisd.net,www.princetonisd.net,MS JEAN TROUT   ,'01-12,0,Active,37518.0,2015-03-14T05:35:03,155,USCGeocoder,16,1,4.01,,8e028063-a6c4-41ca-890d-87c3ded681bf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4017.20530054,LinearInterpolationAddressRange,StreetSegment,89.349112426,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1785320317,-96.4918314276,Relaxed;Soundex
'043,COLLIN COUNTY,'10,'043912,PROSPER ISD,INDEPENDENT,605 E 7TH ST,PROSPER,TX,75078-0100,605 E 7TH ST,PROSPER,TX,75078-0100,(469) 219-2000,(972) 346-9247,pwebb@prosper-isd.net,www.prosper-isd.net,DR JASON DREW WATKINS   ,7076,'043912001,PROSPER H S,REGULAR INSTRUCTIONAL,,301 EAGLE DR,PROSPER,TX,75078-0490,301 EAGLE DR,PROSPER,TX,75078.0,(469) 219-2180,(972) 346-9246,gewright@prosper-isd.net,www.prosper-isd.net,MR GREG WRIGHT   ,'09-12,1868,Active, ,2015-03-14T05:35:03,156,USCGeocoder,47,1,4.01,,1b0f0db0-7bd8-4591-a735-b68c53fdc661,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.302986,-96.795259,Exact
'043,COLLIN COUNTY,'10,'043912,PROSPER ISD,INDEPENDENT,605 E 7TH ST,PROSPER,TX,75078-0100,605 E 7TH ST,PROSPER,TX,75078-0100,(469) 219-2000,(972) 346-9247,pwebb@prosper-isd.net,www.prosper-isd.net,DR JASON DREW WATKINS   ,7076,'043912002,COLLIN CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 100,PROSPER,TX,75078-0100,4700 COMMUNITY AVE,MCKINNEY,TX,75070.0, , ,pwebb@prosper-isd.net,,    ,'06-12,0,Active,35941.0,2015-03-14T05:35:03,157,USCGeocoder,16,1,4.01,,6681e5df-3885-4c2d-aab7-4820f0c7f88f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7429.13878121,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2491452128,-96.6352807011,Relaxed
'043,COLLIN COUNTY,'10,'043912,PROSPER ISD,INDEPENDENT,605 E 7TH ST,PROSPER,TX,75078-0100,605 E 7TH ST,PROSPER,TX,75078-0100,(469) 219-2000,(972) 346-9247,pwebb@prosper-isd.net,www.prosper-isd.net,DR JASON DREW WATKINS   ,7076,'043912004,PROSPER DAEP,REGULAR INSTRUCTIONAL,,605 E 7TH ST,PROSPER,TX,75078.0,605 E 7TH ST,PROSPER,TX,75078.0, , ,sjgoodman@prosper-isd.net,,MR STEVE GOODMAN   ,'KG-12,0,Active,41491.0,2015-03-14T05:35:03,158,USCGeocoder,31,1,4.01,,115501cc-9809-465c-b115-c884e1a25255,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1304.52671247,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.239224094,-96.7959170426,Exact
'043,COLLIN COUNTY,'10,'043912,PROSPER ISD,INDEPENDENT,605 E 7TH ST,PROSPER,TX,75078-0100,605 E 7TH ST,PROSPER,TX,75078-0100,(469) 219-2000,(972) 346-9247,pwebb@prosper-isd.net,www.prosper-isd.net,DR JASON DREW WATKINS   ,7076,'043912041,LORENE ROGERS MIDDLE,REGULAR INSTRUCTIONAL,,1001 S COIT,PROSPER,TX,75078.0,1001 S COIT,PROSPER,TX,75078.0,(469) 219-2150,(972) 346-9248,stshirley@prosper-isd.net,www.prosper-isd.net,MR TODD SHIRLEY   ,'05-06,1184,Active,33414.0,2015-03-14T05:35:03,159,USCGeocoder,16,1,4.01,,6953f5ec-2190-4cd2-8c96-12fbc1a51aca,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7331.36513335,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2333815717,-96.7675879392,Relaxed
'043,COLLIN COUNTY,'10,'043912,PROSPER ISD,INDEPENDENT,605 E 7TH ST,PROSPER,TX,75078-0100,605 E 7TH ST,PROSPER,TX,75078-0100,(469) 219-2000,(972) 346-9247,pwebb@prosper-isd.net,www.prosper-isd.net,DR JASON DREW WATKINS   ,7076,'043912042,REYNOLDS MIDDLE,REGULAR INSTRUCTIONAL,,700 N COLEMAN ST,PROSPER,TX,75078-2302,700 N COLEMAN ST,PROSPER,TX,75078-2302,(469) 219-2165,(972) 346-2455,gkbradley@prosper-isd.net,www.prosper-isd.net,MR GREG BRADLEY   ,'07-08,1048,Active,40371.0,2015-03-14T05:35:03,160,USCGeocoder,94,1,4.01,,0bc5dbcc-eb4a-49e5-ad87-c64a8ca49427,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.242743,-96.800326,Exact
