"CountyNumber","CountyName","RegionNumber","DistrictNumber","DistrictName","DistrictType","DistrictStreetAddress","DistrictCity","DistrictState","DistrictZip","DistrictSiteStreetAddress","DistrictSiteCity","DistrictSiteState","DistrictSiteZip","DistrictPhone","DistrictFax","DistrictEmailAddress","DistrictWebPageAddress","DistrictSuperintendent","DistrictEnrollmentasofOct2014","SchoolNumber","SchoolName","InstructionType","CharterType","SchoolStreetAddress","SchoolCity","SchoolState","SchoolZip","SchoolSiteStreetAddress","SchoolSiteCity","SchoolSiteState","SchoolSiteZip","SchoolPhone","SchoolFax","SchoolEmailAddress","SchoolWebPageAddress","SchoolPrincipal","GradeRange","SchoolEnrollmentasofOct2014","SchoolStatus","SchoolStatusDate","UpdateDate","AUTO_UNIQUE_ID_2015-03-23_cmcdonald_output_18_cm","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901008","EARLY COLLEGE H S","REGULAR INSTRUCTIONAL","CAMPUS CHARTER","5201 UNIVERSITY BLVD","LAREDO","TX","78041","5201 UNIVERSITY BLVD","LAREDO","TX","78041","(956) 273-7700","(956) 273-7795","jcerda@laredoisd.org","","JOSE MARGARITO CERDA   ","'09-12","422","Active","09/20/2006","3/14/2015 5:35:28 AM",74,"USCGeocoder",16,1,"4.01","","0bd319ad-3d47-47e1-a3d4-766bb8c905d1","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","41362.2727268221","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.574049818962,-99.4327542304625,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901010","WEBB COUNTY J J A E P","JJAEP INSTRUCTIONAL","","111 CAMINO NUEVO ROAD HWY 359","LAREDO","TX","78046","111 CAMINO NUEVO ROAD HWY 359","LAREDO","TX","78046","(361) 586-6091","(361) 568-4768","aalexander@webbcountytx.gov","","MRS ADRIANA ALEXANDER   ","'05-12","7","Active","07/01/1996","3/14/2015 5:35:28 AM",75,"USCGeocoder",78,1,"4.01","","5f8d01de-b417-491a-ab2b-0ceda81ee244","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",27.43465,-99.473074,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901041","CHRISTEN MIDDLE","REGULAR INSTRUCTIONAL","","2001 SANTA MARIA AVE","LAREDO","TX","78040","2001 SANTA MARIA AVE","LAREDO","TX","78040","(956) 273-6400","(956) 273-6495","cvcruz@laredoisd.org","","CARLOS CRUZ JR   ","'06-08","1369","Active"," ","3/14/2015 5:35:28 AM",76,"USCGeocoder",16,1,"4.01","","294f680e-841e-4eb7-86d5-8880f092e555","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2509.95907627803","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5171818138082,-99.5101017318929,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901042","LAMAR MIDDLE","REGULAR INSTRUCTIONAL","","1818 N ARKANSAS AVE","LAREDO","TX","78043-3097","1818 N ARKANSAS AVE","LAREDO","TX","78043-3097","(956) 273-6200","(956) 273-6395","mtaboada@laredoisd.org","","MS MARGARITA TABOADA   ","'06-08","1352","Active"," ","3/14/2015 5:35:28 AM",77,"USCGeocoder",31,1,"4.01","","bda5fbc1-a31c-46cf-b18d-0faa88bffdd1","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2352.3584864416","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5122261600728,-99.4681013660476,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901043","JOAQUIN CIGARROA MIDDLE","REGULAR INSTRUCTIONAL","","2600 PALO BLANCO ST","LAREDO","TX","78046-8232","2600 PALO BLANCO ST","LAREDO","TX","78046-8232","(956) 273-6100","(956) 273-6195","aibarra@laredoisd.org","","ALBERTO IBARRA   ","'06-08","1407","Active","07/12/1983","3/14/2015 5:35:28 AM",78,"USCGeocoder",31,1,"4.01","","1a664820-60b6-45ab-bd06-ca031f3ca7fa","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2335.13429908734","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.4722792654096,-99.4694406580258,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901044","MEMORIAL MIDDLE","REGULAR INSTRUCTIONAL","","2002 MARCELLA AVE","LAREDO","TX","78040-3959","2002 MARCELLA AVE","LAREDO","TX","78040-3959","(956) 273-6600","(956) 273-6795","lnewsome@laredoisd.org","","MS LIZZY ANN NEWSOME   ","'06-08","731","Active"," ","3/14/2015 5:35:28 AM",79,"USCGeocoder",94,1,"4.01","","148ce1b6-056e-4f96-8296-8d3a0c7f7de4","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2352.2986224746","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5139204890239,-99.4939473669505,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901101","BRUNI EL","REGULAR INSTRUCTIONAL","","1508 SAN EDUARDO","LAREDO","TX","78040-4299","1508 SAN EDUARDO","LAREDO","TX","78040-4299","(956) 273-3000","(956) 273-3095","mcastillo@laredoisd.org","","MR MIGUEL A CASTILLO   ","'EE-05","687","Active"," ","3/14/2015 5:35:28 AM",80,"USCGeocoder",31,1,"4.01","","4a50769e-2f3f-4bb5-ad0a-ff39be45201c","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","6452.98579655774","ArealInterpolationGeometricCentroid","Parcel","93.491124260355","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5129349706673,-99.5021330604692,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901102","DON JOSE GALLEGO","REGULAR INSTRUCTIONAL","","520 CLARK BLVD","LAREDO","TX","78040-3393","520 CLARK BLVD","LAREDO","TX","78040-3393","(956) 273-3100","(956) 273-3195","gcortez@laredoisd.org","","MS GUADALUPE CORTEZ   ","'EE-05","799","Active"," ","3/14/2015 5:35:28 AM",81,"USCGeocoder",16,1,"4.01","","08fdc1ec-e66b-4837-b45e-b91177512bb5","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2410.28580820339","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5167642103166,-99.4915768722927,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901104","DAICHES EL","REGULAR INSTRUCTIONAL","","1402 GREEN","LAREDO","TX","78040-7098","1402 GREEN","LAREDO","TX","78040-7098","(956) 273-3200","(956) 273-3295","lsoto@laredoisd.org","","MS LISA P SOTO   ","'EE-05","610","Active"," ","3/14/2015 5:35:28 AM",82,"USCGeocoder",16,1,"4.01","","60e96557-8623-429b-b979-f1f5e0174878","09","AddressZIPCentroid","Success","LOCATION_TYPE_USPS_ZIP_CODE","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",27.512693,-99.488193,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901105","FARIAS EL","REGULAR INSTRUCTIONAL","","1510 CHICAGO ST","LAREDO","TX","78041-9695","1510 CHICAGO ST","LAREDO","TX","78041-9695","(956) 273-3400","(956) 273-3495","sjgarza@laredoisd.org","","MR SAN JUANA GARZA   ","'EE-05","767","Active"," ","3/14/2015 5:35:28 AM",83,"USCGeocoder",47,1,"4.01","","ec940089-d1bf-4960-a726-8088e3de4114","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",27.549459,-99.488974,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901106","HEIGHTS EL","REGULAR INSTRUCTIONAL","","1208 MARKET","LAREDO","TX","78040-8898","1208 MARKET","LAREDO","TX","78040-8898","(956) 273-3600","(956) 273-3695","apadilla@laredoisd.org","","MS ADRIANA PADILLA   ","'EE-05","564","Active"," ","3/14/2015 5:35:28 AM",84,"USCGeocoder",31,1,"4.01","","9e6c22e9-6214-4648-86c1-63d3ff2bc69e","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","7170.58882880444","ArealInterpolationGeometricCentroid","Parcel","93.491124260355","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5042894413318,-99.4840002371483,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901107","TARVER EL","REGULAR INSTRUCTIONAL","","3000 TILDEN AVE","LAREDO","TX","78040-2028","3000 TILDEN AVE","LAREDO","TX","78040-2028","(956) 273-4800","(956) 273-4895","smontemayor@laredoisd.org","","MS SARA A MONTEMAYOR   ","'EE-05","572","Active"," ","3/14/2015 5:35:28 AM",85,"USCGeocoder",47,1,"4.01","","70964572-2dd5-4a8b-8f4d-6ca6a6b7efb3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","8587.03536816756","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5237460738634,-99.4880980316829,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901108","LEYENDECKER EL","REGULAR INSTRUCTIONAL","","1311 GARDEN ST","LAREDO","TX","78040-2499","1311 GARDEN ST","LAREDO","TX","78040-2499","(956) 273-3800","(956) 273-3895","moviedo@laredoisd.org","","MARIA FELICITAS OVIEDO   ","'EE-05","541","Active"," ","3/14/2015 5:35:28 AM",86,"USCGeocoder",31,1,"4.01","","6b40a8cb-c22d-4bb1-9b2b-3929be1fd87a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","23040.4311246574","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5211755129389,-99.5087499245047,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901109","MACDONELL EL","REGULAR INSTRUCTIONAL","","1606 BENAVIDES","LAREDO","TX","78040-3790","1606 BENAVIDES","LAREDO","TX","78040-3790","(956) 273-4000","(956) 273-4095","segarcia@laredoisd.org","","SANDRA E GARCIA   ","'EE-05","764","Active"," ","3/14/2015 5:35:28 AM",87,"USCGeocoder",63,1,"4.01","","ad53f58b-bbbf-424e-b5b3-42339e009ca5","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2298.02469660653","LinearInterpolationAddressRange","StreetSegment","97.0414201183432","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5126132216567,-99.5113475714113,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901110","MILTON EL","REGULAR INSTRUCTIONAL","","2500 ASH","LAREDO","TX","78043-1399","2500 ASH","LAREDO","TX","78043-1399","(956) 273-4200","(956) 273-4295","lmartinez3@elisd.org","","MS LETICIA MARTINEZ   ","'EE-05","891","Active"," ","3/14/2015 5:35:28 AM",88,"USCGeocoder",47,1,"4.01","","9e783437-8b47-4300-9ac7-4f076b025893","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",27.49191,-99.47171,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901111","PIERCE EL","REGULAR INSTRUCTIONAL","","800 E EISTETTER","LAREDO","TX","78041-9695","800 E EISTETTER","LAREDO","TX","78041-9695","(956) 273-4300","(956) 273-4395","njohnson@laredoisd.org","","MS NORALVA JOHNSON   ","'EE-05","877","Active"," ","3/14/2015 5:35:28 AM",89,"USCGeocoder",16,1,"4.01","","e3a76af2-37b2-4064-9df2-692c417166d5","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6244.15432757721","LinearInterpolationAddressRange","StreetSegment","97.0414201183432","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5351092426169,-99.4900024021871,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901112","RYAN EL","REGULAR INSTRUCTIONAL","","2401 CLARK BLVD","LAREDO","TX","78043","2401 CLARK BLVD","LAREDO","TX","78043","(956) 273-4400","(956) 273-4495","eflores@laredoisd.org","","ELSA M FLORES   ","'EE-05","951","Active"," ","3/14/2015 5:35:28 AM",90,"USCGeocoder",109,1,"4.01","","6489779b-976e-4000-891b-cd03205ad272","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","7169.52555003553","ArealInterpolationGeometricCentroid","Parcel","98.4023668639053","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5162051778839,-99.4716100262549,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901115","SANTA MARIA EL","REGULAR INSTRUCTIONAL","","3817 SANTA MARIA","LAREDO","TX","78041-4299","3817 SANTA MARIA","LAREDO","TX","78041-4299","(956) 273-4600","(956) 273-4695","nsantos@laredoisd.org","","MS NORA SANTOS   ","'EE-05","701","Active"," ","3/14/2015 5:35:28 AM",91,"USCGeocoder",16,1,"4.01","","73976187-8513-4938-bff7-6c67010e1679","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2423.68550673279","LinearInterpolationAddressRange","StreetSegment","97.0414201183432","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5338807661892,-99.5098984373766,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901116","SANTO NINO EL","REGULAR INSTRUCTIONAL","","2701 BISMARK ST","LAREDO","TX","78043-5515","2701 BISMARK ST","LAREDO","TX","78043-5515","(956) 273-4700","(956) 273-4795","ocortez@laredoisd.org","","MS ORALIA HINOJOSA CORTEZ   ","'EE-05","708","Active"," ","3/14/2015 5:35:28 AM",92,"USCGeocoder",391,1,"4.01","","7cf58a24-0d0c-4167-90fb-f044a0c05159","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1313.14532947674","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.4858649869502,-99.4685049229875,"Exact"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901119","D D HACHAR EL","REGULAR INSTRUCTIONAL","","3000 GUADALUPE ST","LAREDO","TX","78043-3599","3000 GUADALUPE ST","LAREDO","TX","78043-3599","(956) 273-3500","(956) 273-3595","sappling@laredoisd.org","","SARAH APPLING   ","'EE-05","541","Active"," ","3/14/2015 5:35:28 AM",93,"USCGeocoder",31,1,"4.01","","7f9686da-9dc4-43e9-b0f1-1b9431f44c47","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","15729.350335842","ArealInterpolationGeometricCentroid","Parcel","98.4023668639053","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5061071298688,-99.4649551473156,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901120","J C MARTIN JR EL","REGULAR INSTRUCTIONAL","","1600 MONTERREY AVE","LAREDO","TX","78040-3393","1600 MONTERREY AVE","LAREDO","TX","78040-3393","(956) 273-4100","(956) 273-4195","dalaniz-ramos@laredoisd.org","","MS DELMA L ALANIZ-RAMOS   ","'EE-05","591","Active"," ","3/14/2015 5:35:28 AM",94,"USCGeocoder",63,1,"4.01","","59e059f6-865b-4163-81d9-8c8adbb570db","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","7174.98912963201","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.5107103388185,-99.4964393100655,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901121","H B ZACHRY EL","REGULAR INSTRUCTIONAL","","3200 CHACOTA ST","LAREDO","TX","78040-7099","3200 CHACOTA ST","LAREDO","TX","78040-7099","(956) 273-4900","(956) 273-4995","dvmartinez@laredoisd.org","","MS DIANA V MARTINEZ   ","'EE-05","658","Active"," ","3/14/2015 5:35:28 AM",95,"USCGeocoder",16,1,"4.01","","71455091-11ae-47e1-b683-2d3ef4b1a929","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2362.23382448754","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.4741412433647,-99.4633000409062,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901122","J KAWAS EL","REGULAR INSTRUCTIONAL","","2100 S MILMO AVE","LAREDO","TX","78046-6511","2100 S MILMO AVE","LAREDO","TX","78046-6511","(956) 273-3700","(956) 273-3795","vortegon@laredoisd.org","","MS VANESSA LYNN ORTEGON   ","'EE-05","591","Active"," ","3/14/2015 5:35:28 AM",96,"USCGeocoder",16,1,"4.01","","cf9c41e6-5a29-479b-83cc-b84a1513a519","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","7260.66444972157","ArealInterpolationGeometricCentroid","Parcel","98.4023668639053","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",27.4781557454506,-99.4710414450465,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901123","DOVALINA EL","REGULAR INSTRUCTIONAL","","1700 W ANNA AVE","LAREDO","TX","78040-4701","1700 W ANNA AVE","LAREDO","TX","78040-4701","(956) 273-3320","(956) 273-3395","jrpereziii@laredoisd.org","","MS JOSE REYNALDO PEREZ III   ","'EE-05","540","Active"," ","3/14/2015 5:35:28 AM",97,"USCGeocoder",16,1,"4.01","","fc8750ad-c3b8-44c9-9211-f6517b9ae9c3","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2817.84898435196","LinearInterpolationAddressRange","StreetSegment","95.8579881656805","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5153617513215,-99.521194916963,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901124","LIGARDE EL","REGULAR INSTRUCTIONAL","","2800 S CANADA AVE","LAREDO","TX","78046-4906","2800 S CANADA AVE","LAREDO","TX","78046-4906","(956) 273-3900","(956) 273-3995","rmartinez20@laredoisd.org","","MS ROSALBA MARTINEZ   ","'EE-05","849","Active","09/01/1988","3/14/2015 5:35:28 AM",98,"USCGeocoder",31,1,"4.01","","04695957-68c6-4fc1-87cf-0d721b3f0d00","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2321.23358656425","LinearInterpolationAddressRange","StreetSegment","91.8639053254438","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5213446654162,-99.4660152638076,"Relaxed"
"'240","WEBB COUNTY","'01","'240901","LAREDO ISD","INDEPENDENT","1702 HOUSTON ST","LAREDO","TX","78040","1702 HOUSTON ST","LAREDO","TX","78040","(956) 273-1000","(956) 273-1403","agomez@laredoisd.org","www.laredoisd.org","DR AL MARCUS NELSON   ","24705","'240901125","T SANCHEZ EL / H OCHOA EL","REGULAR INSTRUCTIONAL","","211 E ASH ST","LAREDO","TX","78041","211 E ASH ST","LAREDO","TX","78041","(956) 273-4500","(956) 273-4595","econtreras@laredoisd.org","","MS ELBA ROSA CONTRERAS   ","'EE-05","749","Active","05/25/2001","3/14/2015 5:35:28 AM",99,"USCGeocoder",63,1,"4.01","","1d7fa0ba-d6bd-41ad-bf6d-c0e02201553e","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2335.51555316139","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",27.5267977025364,-99.4946523022389,"Relaxed"
