CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_SebasAHerrera_output_08_sh,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906002,SHERMAN H S,REGULAR INSTRUCTIONAL,,2201 E LAMAR ST,SHERMAN,TX,75090-6599,2201 E LAMAR ST,SHERMAN,TX,75090-6599,(903) 891-6440,(903) 891-6446,pvanmarter@shermanisd.net,www.shermanisd.net,MRS PEGGY VAN MARTER   ,'09-12,1780,Active, ,2015-03-14T05:35:10,152,USCGeocoder,16,1,4.01,,6dbbd4c0-20b5-4dc2-9e1d-a5827c01849f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5607.74858672,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6416951158,-96.5814520592,Exact
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906004,COOKE/FANNIN/GRAYSON CO JUVENILE POST AJUD FAC,ALTERNATIVE INSTRUCTIONAL,,86 DYESS,DENISON,TX,75020,86 DYESS,DENISON,TX,75020,(903) 786-6326,(903) 786-9401,rharper@shermanisd.net,,RYAN HARPER   ,'03-12,61,Active,2000-06-13,2015-03-14T05:35:10,153,USCGeocoder,31,1,4.01,,e8aafd68-f249-4f22-b42b-396c066c9173,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2175.12777854,LinearInterpolationAddressRange,StreetSegment,96.0355029586,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7079034501,-96.6624091749,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906035,TRI CO JUVENILE DETENT,ALTERNATIVE INSTRUCTIONAL,,9501 DYESS,DENISON,TX,75020-8497,9501 DYESS,DENISON,TX,75020-8497,(903) 786-6326,(903) 786-9401,rharper@shermanisd.net,www.shermanisd.net,RYAN HARPER   ,'03-12,9,Active,1993-07-01,2015-03-14T05:35:10,154,USCGeocoder,16,1,4.01,,22592fc2-2ced-4167-8653-cfa0a96dbc4c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2175.12777854,LinearInterpolationAddressRange,StreetSegment,96.0355029586,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7085698139,-96.6628781245,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906037,PERRIN LEARNING CTR,ALTERNATIVE INSTRUCTIONAL,,81 VANDENBURG,DENISON,TX,75020,81 VANDENBURG,DENISON,TX,75020,(903) 891-6680,(903) 786-4766,rharper@shermanisd.net,www.shermanisd.net,RYAN HARPER   ,'08-12,54,Active,1989-11-27,2015-03-14T05:35:10,155,USCGeocoder,63,1,4.01,,1030ac09-89ba-46a9-b257-e8acdc6abae8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9099.27198777,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.710683287,-96.6534837686,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906042,PINER MIDDLE,REGULAR INSTRUCTIONAL,,402 W PECAN,SHERMAN,TX,75090,402 W PECAN,SHERMAN,TX,75090,(903) 891-6470,(903) 891-6475,cpetty@shermanisd.net,www.shermanisd.net,CLINTON PETTY   ,'07-08,1004,Active, ,2015-03-14T05:35:10,156,USCGeocoder,31,1,4.01,,f65a2d06-48ee-4509-92af-f6dab97d1c87,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,17261.4841485,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.636624442,-96.6142340515,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906101,FRED DOUGLASS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,505 E COLLEGE ST,SHERMAN,TX,75090-4757,505 E COLLEGE ST,SHERMAN,TX,75090-4757,(903) 891-6545,(903) 891-6549,ddowell@shermanisd.net,www.shermanisd.net,DELORIS DOWELL   ,'EE-PK,310,Active,1976-07-26,2015-03-14T05:35:10,157,USCGeocoder,109,1,4.01,,dae9c0f0-c25a-4f6b-9574-f659eb4eb4c1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5658.84857893,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.645476358,-96.6065754732,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906102,DILLINGHAM INT,REGULAR INSTRUCTIONAL,,1701 E GALLAGHER,SHERMAN,TX,75090-1809,1701 E GALLAGHER,SHERMAN,TX,75090-1809,(903) 891-6495,(903) 891-6499,bcounce@shermanisd.net,www.shermanisd.net,BRETT COUNCE   ,'05-06,1036,Active,1990-07-01,2015-03-14T05:35:10,158,USCGeocoder,16,1,4.01,,89d7631c-beab-46ac-a65c-c70d8a5a098d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,104969.577881,ArealInterpolationGeometricCentroid,Parcel,89.349112426,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.6744199187,-96.5976078094,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906104,CRUTCHFIELD EL,REGULAR INSTRUCTIONAL,,521 S DEWEY AVE,SHERMAN,TX,75090-6619,521 S DEWEY AVE,SHERMAN,TX,75090-6619,(903) 891-6565,(903) 891-6570,jparker@shermanisd.net,www.shermanisd.net,MRS JILL M PARKER   ,'KG-04,398,Active, ,2015-03-14T05:35:10,159,USCGeocoder,16,1,4.01,,5bd98c92-74c7-4507-90b2-ad3f0e54519e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2286.60300565,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.637304246,-96.5879267328,Exact
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906105,FAIRVIEW EL,REGULAR INSTRUCTIONAL,,501 W TAYLOR ST,SHERMAN,TX,75092-2956,501 W TAYLOR ST,SHERMAN,TX,75090-2956,(903) 891-6580,(903) 891-6585,meackles@shermanisd.net,www.shermanisd.net,MRS MICHELLE EACKLES   ,'KG-04,346,Active, ,2015-03-14T05:35:10,160,USCGeocoder,0,1,4.01,,99ea6b03-00d8-4050-8045-d3297cd934b8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8983.56811796,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6565590506,-96.6091304887,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906106,JEFFERSON EL,REGULAR INSTRUCTIONAL,,608 N LEE ST,SHERMAN,TX,75090-4631,608 N LEE ST,SHERMAN,TX,75090-4631,(903) 891-6610,(903) 891-6615,aporter@shermanisd.net,www.shermanisd.net,AMY PORTER   ,'KG-04,277,Active, ,2015-03-14T05:35:10,161,USCGeocoder,63,1,4.01,,639c48ef-c6e8-448e-ad95-ab55df6460ae,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2497.62471655,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6446759097,-96.5956542092,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906108,WAKEFIELD EL,REGULAR INSTRUCTIONAL,,400 SUNSET BLVD,SHERMAN,TX,75092-5599,400 SUNSET BLVD,SHERMAN,TX,75092-5599,(903) 891-6595,(903) 891-6600,astovall@shermanisd.net,www.shermanisd.net,MS ANGELA STOVALL   ,'KG-04,396,Active, ,2015-03-14T05:35:10,162,USCGeocoder,16,1,4.01,,be985882-d8f0-4313-9753-26aa45215693,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2626.72792545,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6356327757,-96.6289967774,Exact
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906109,WASHINGTON EL,REGULAR INSTRUCTIONAL,,815 S TRAVIS ST,SHERMAN,TX,75090-7917,815 S TRAVIS ST,SHERMAN,TX,75090-7917,(903) 891-6700,(903) 891-6726,apesina@shermanisd.net,www.shermanisd.net,MRS AMY PESINA   ,'KG-04,437,Active, ,2015-03-14T05:35:10,163,USCGeocoder,16,1,4.01,,28d585a4-669c-49f2-9a00-c2309880c1fc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,690.471480519,ArealInterpolationGeometricCentroid,Parcel,95.2662721893,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.6436395602,-96.6110974989,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906110,PERCY W NEBLETT EL,REGULAR INSTRUCTIONAL,,1505 GALLAGHER,SHERMAN,TX,75090,1505 GALLAGHER,SHERMAN,TX,75090,(903) 891-6670,(903) 893-0263,bmccoy@shermanisd.net,www.shermanisd.net,BILL MCCOY   ,'KG-04,462,Active,2008-07-18,2015-03-14T05:35:10,164,USCGeocoder,31,1,4.01,,f57ea4db-9f6e-4b57-8a9a-f022a2dd7b9d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1988.58314124,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6728936934,-96.6026520042,Relaxed
'091,GRAYSON COUNTY,'10,'091906,SHERMAN ISD,INDEPENDENT,P O BOX 1176,SHERMAN,TX,75091-1176,2701 N LOY LAKE RD,SHERMAN,TX,75090-7133,(903) 891-6400,(903) 891-6407,ahambrick@shermanisd.net,www.shermanisd.net/,DR AL HAMBRICK   ,7163,'091906111,HENRY W SORY EL,REGULAR INSTRUCTIONAL,,120 BINKLEY PARK DR,SHERMAN,TX,75090,120 BINKLEY PARK DR,SHERMAN,TX,75092,(903) 891-6650,(903) 892-6307,straw@shermanisd.net,www.shermanisd.net,MR STEVEN TRAW   ,'KG-04,593,Active,2008-07-18,2015-03-14T05:35:10,165,USCGeocoder,31,1,4.01,,c05f4143-bd26-4a68-b8ec-6351d05f4fb1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,181859.847874,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.6278593486,-96.6314215035,Relaxed
'091,GRAYSON COUNTY,'10,'091907,TIOGA ISD,INDEPENDENT,P O BOX 159,TIOGA,TX,76271-0159,405 N FLORENCE,TIOGA,TX,76271-0159,(940) 437-2366,(940) 437-9986,charles.holloway@tiogaisd.net,www.tiogaisd.net,DR CHARLES HOLLOWAY   ,385,'091907101,TIOGA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 159,TIOGA,TX,76271-0159,405 N FLORENCE,TIOGA,TX,76271-0159,(940) 437-2366,(940) 437-9986,josh.ballinger@tiogaisd.net,www.tiogaisd.net,MR JOSH BALLINGER   ,'EE-12,385,Active,1978-09-01,2015-03-14T05:35:10,166,USCGeocoder,125,1,4.01,,d7fb3e9a-056b-4f5c-8064-e483989e6fe3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.471134,-96.914099,Exact
'091,GRAYSON COUNTY,'10,'091908,VAN ALSTYNE ISD,INDEPENDENT,549 MILLER LN,VAN ALSTYNE,TX,75495,549 MILLER LN,VAN ALSTYNE,TX,75495-0518,(903) 482-8802,(903) 482-6086,lmerriman@vanalstyneisd.org,www.vanalstyneisd.org,DR JOHN SPIES   ,1399,'091908001,VAN ALSTYNE H S,REGULAR INSTRUCTIONAL,,1722 N WACO,VAN ALSTYNE,TX,75495,1722 N WACO,VAN ALSTYNE,TX,75495-9999,(903) 482-8803,(903) 482-8885,dbrown@vanalstyneisd.org,vanalstyneisd.org,DR DAVID BROWN   ,'09-12,447,Active, ,2015-03-14T05:35:10,167,USCGeocoder,47,1,4.01,,14b817d2-14fb-48ca-8399-d522a73dbd34,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,33.439394,-96.585925,Exact
'091,GRAYSON COUNTY,'10,'091908,VAN ALSTYNE ISD,INDEPENDENT,549 MILLER LN,VAN ALSTYNE,TX,75495,549 MILLER LN,VAN ALSTYNE,TX,75495-0518,(903) 482-8802,(903) 482-6086,lmerriman@vanalstyneisd.org,www.vanalstyneisd.org,DR JOHN SPIES   ,1399,'091908041,VAN ALSTYNE J H,REGULAR INSTRUCTIONAL,,1314 N WACO,VAN ALSTYNE,TX,75495,1314 N WACO,VAN ALSTYNE,TX,75495,(903) 482-8804,(903) 482-8890,rcoleman@ednet10.net,vanalstyneisd.org,MR RYAN COLEMAN   ,'05-08,407,Active, ,2015-03-14T05:35:10,168,USCGeocoder,16,1,4.01,,7337df09-f426-4fec-be94-c02db44220e5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8589.24308856,LinearInterpolationAddressRange,StreetSegment,92.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.4113331659,-96.5721993216,Relaxed
'091,GRAYSON COUNTY,'10,'091908,VAN ALSTYNE ISD,INDEPENDENT,549 MILLER LN,VAN ALSTYNE,TX,75495,549 MILLER LN,VAN ALSTYNE,TX,75495-0518,(903) 482-8802,(903) 482-6086,lmerriman@vanalstyneisd.org,www.vanalstyneisd.org,DR JOHN SPIES   ,1399,'091908101,VAN ALSTYNE EL,REGULAR INSTRUCTIONAL,,201 NEWPORT DR,VAN ALSTYNE,TX,75495,201 NEWPORT DR,VAN ALSTYNE,TX,75495,(903) 482-8805,(903) 482-8820,ldyer@vanalstyneisd.org,vanalstyneisd.org,MRS ELIZABETH SMITH   ,'EE-04,545,Active, ,2015-03-14T05:35:10,169,USCGeocoder,31,1,4.01,,c418ea60-545a-4228-abe1-7d8e0d5909d9,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.40622,-96.570489,Exact
'091,GRAYSON COUNTY,'10,'091909,WHITESBORO ISD,INDEPENDENT,115 FOURTH ST,WHITESBORO,TX,76273-0130,115 FOURTH ST,WHITESBORO,TX,76273-0130,(903) 564-4200,(903) 564-9303,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RYAN HARPER   ,1573,'091909001,WHITESBORO H S,REGULAR INSTRUCTIONAL,,1 BEARCAT DR,WHITESBORO,TX,76273-0130,1 BEARCAT DR,WHITESBORO,TX,76273-0130,(903) 564-4208,(903) 564-5475,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RENDELL COLE   ,'09-12,420,Active, ,2015-03-14T05:35:10,170,USCGeocoder,47,1,4.01,,91e46e3d-88c9-493e-8a81-fac72532babd,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.661623,-96.922562,Exact
'091,GRAYSON COUNTY,'10,'091909,WHITESBORO ISD,INDEPENDENT,115 FOURTH ST,WHITESBORO,TX,76273-0130,115 FOURTH ST,WHITESBORO,TX,76273-0130,(903) 564-4200,(903) 564-9303,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RYAN HARPER   ,1573,'091909002,GRAYSON CO J J A E P,JJAEP INSTRUCTIONAL,,115 FOURTH ST,WHITESBORO,TX,76273-0130,9501 DYESS ST,DENISON,TX,75020-8497, , ,,,    ,'06-12,0,Active,1998-05-11,2015-03-14T05:35:11,171,USCGeocoder,16,1,4.01,,88374499-6d22-4420-9c2f-758fbaba45f0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2175.12777854,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7085698139,-96.6628781245,Relaxed
'091,GRAYSON COUNTY,'10,'091909,WHITESBORO ISD,INDEPENDENT,115 FOURTH ST,WHITESBORO,TX,76273-0130,115 FOURTH ST,WHITESBORO,TX,76273-0130,(903) 564-4200,(903) 564-9303,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RYAN HARPER   ,1573,'091909041,WHITESBORO MIDDLE,REGULAR INSTRUCTIONAL,,600 W FOURTH ST,WHITESBORO,TX,76273-1036,600 W FOURTH ST,WHITESBORO,TX,76273-1036,(903) 564-4240,(903) 564-9169,,,MRS PATTY MITCHELL   ,'06-08,370,Active, ,2015-03-14T05:35:11,172,USCGeocoder,31,1,4.01,,aac33199-cd6b-41b1-82b2-b918617e6780,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8276.90194686,LinearInterpolationAddressRange,StreetSegment,96.9230769231,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6639632967,-96.9163024062,Relaxed;Soundex
'091,GRAYSON COUNTY,'10,'091909,WHITESBORO ISD,INDEPENDENT,115 FOURTH ST,WHITESBORO,TX,76273-0130,115 FOURTH ST,WHITESBORO,TX,76273-0130,(903) 564-4200,(903) 564-9303,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RYAN HARPER   ,1573,'091909101,WHITESBORO INTERMEDIATE,REGULAR INSTRUCTIONAL,,211 COLLEGE,WHITESBORO,TX,76273-0130,211 COLLEGE,WHITESBORO,TX,76273-0130,(903) 564-4280,(903) 564-6808,,,GINA HENLEY   ,'03-05,354,Active, ,2015-03-14T05:35:11,173,USCGeocoder,31,1,4.01,,98ab53ef-7a44-4949-bdb3-920d331a0331,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2389.75643443,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6572629163,-96.9085731696,Relaxed
'091,GRAYSON COUNTY,'10,'091909,WHITESBORO ISD,INDEPENDENT,115 FOURTH ST,WHITESBORO,TX,76273-0130,115 FOURTH ST,WHITESBORO,TX,76273-0130,(903) 564-4200,(903) 564-9303,donnad@whitesboroisd.org,www.whitesboroisd.org,MR RYAN HARPER   ,1573,'091909110,HAYES PRIMARY SCHOOL,REGULAR INSTRUCTIONAL,,117 4TH ST,WHITESBORO,TX,76273,117 4TH ST,WHITESBORO,TX,76273,(903) 564-4281, ,,,RACHEL TRAYLOR   ,'EE-02,429,Active,2003-04-01,2015-03-14T05:35:11,174,USCGeocoder,31,1,4.01,,8dd13d20-e4fa-4685-8913-0f3e60c30900,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5760.71973087,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6638486233,-96.906729556,Exact
'091,GRAYSON COUNTY,'10,'091910,WHITEWRIGHT ISD,INDEPENDENT,P O BOX 888,WHITEWRIGHT,TX,75491-0888,315A HIGHLAND DR,WHITEWRIGHT,TX,75491-0888,(903) 364-2155,(903) 364-2839,steve.arthur@wwisd.com,www.whitewrightisd.com,STEVE ARTHUR   ,775,'091910001,WHITEWRIGHT H S,REGULAR INSTRUCTIONAL,,P O BOX 888,WHITEWRIGHT,TX,75491-0888,304 W ECHOLS LN,WHITEWRIGHT,TX,75491-0888,(903) 364-2535,(903) 364-2579,kelly.hayes@wwisd.com,www.whitewrightisd.com,KEVIN WEAVER   ,'09-12,245,Active, ,2015-03-14T05:35:11,175,USCGeocoder,0,1,4.01,,d4878951-c676-4c28-99d5-e8d1673d1707,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9034.28457264,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.5039943459,-96.3957209036,Relaxed
'091,GRAYSON COUNTY,'10,'091910,WHITEWRIGHT ISD,INDEPENDENT,P O BOX 888,WHITEWRIGHT,TX,75491-0888,315A HIGHLAND DR,WHITEWRIGHT,TX,75491-0888,(903) 364-2155,(903) 364-2839,steve.arthur@wwisd.com,www.whitewrightisd.com,STEVE ARTHUR   ,775,'091910041,WHITEWRIGHT MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 888,WHITEWRIGHT,TX,75491-0888,315 HIGHLAND,WHITEWRIGHT,TX,75491-0888,(903) 364-2151,(903) 364-5263,bobby.worthy@wwisd.com,www.whitewrightisd.com,BOBBY WORTHY   ,'06-08,189,Active, ,2015-03-14T05:35:11,176,USCGeocoder,16,1,4.01,,a3fa404d-ce62-4a6f-b470-1b3eae564e13,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,42023.1976443,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.5077785249,-96.3970199277,Relaxed
'091,GRAYSON COUNTY,'10,'091910,WHITEWRIGHT ISD,INDEPENDENT,P O BOX 888,WHITEWRIGHT,TX,75491-0888,315A HIGHLAND DR,WHITEWRIGHT,TX,75491-0888,(903) 364-2155,(903) 364-2839,steve.arthur@wwisd.com,www.whitewrightisd.com,STEVE ARTHUR   ,775,'091910101,WHITEWRIGHT EL,REGULAR INSTRUCTIONAL,,P O BOX 888,WHITEWRIGHT,TX,75491-0888,305 HIGHLAND DR,WHITEWRIGHT,TX,75491-0888,(903) 364-2424,(903) 364-5799,brandon.whiten@wwisd.com,www.whitewrightisd.com,MR BRANDON WHITEN   ,'EE-05,341,Active, ,2015-03-14T05:35:11,177,USCGeocoder,31,1,4.01,,8487b21e-4f88-4016-be50-4d9ec3d0fbd2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,42023.1976443,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.5077789316,-96.3971638993,Relaxed
