CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_laurenflorence_output_05_lf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905164,ANSON JONES EL,REGULAR INSTRUCTIONAL,,3901 MEREDITH AVE,DALLAS,TX,75211-4761,3901 MEREDITH AVE,DALLAS,TX,75211-4761,(972) 794-4700,(972) 794-4701,albherrera@dallasisd.org,www.dallasisd.org/jones,ALBERTO HERRERA   ,'EE-05,714,Active, ,2015-03-14T05:35:05,136,USCGeocoder,47,1,4.01,,8296266e-03be-4530-ae7c-09aa5b5e0863,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3990.25657421,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7423793166,-96.8838284788,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905166,EDWIN J KIEST EL,REGULAR INSTRUCTIONAL,,2611 HEALEY DR,DALLAS,TX,75228-3545,2611 HEALEY DR,DALLAS,TX,75228-3545,(972) 502-5600,(972) 502-5601,yacruz@dallasisd.org,www.dallasisd.org/kiest,YAZMINE CRUZ   ,'EE-05,738,Active, ,2015-03-14T05:35:05,137,USCGeocoder,16,1,4.01,,a50e4f5a-3e37-401c-a8f8-537d281c9fe2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9249.46630048,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8249246363,-96.6708372801,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905167,KLEBERG EL,REGULAR INSTRUCTIONAL,,1450 EDD RD,DALLAS,TX,75253-4801,1450 EDD RD,DALLAS,TX,75253-4801,(972) 749-6500,(972) 749-6501,mburkley@dallasisd.org,www.dallasisd.org/kleberg,MARSHA L BURKLEY   ,'EE-05,619,Active, ,2015-03-14T05:35:05,138,USCGeocoder,63,1,4.01,,ebdf48b4-34c5-4270-a723-c1f5d2e4a5dd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7688.72483986,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6852757255,-96.6012423217,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905168,OBADIAH KNIGHT EL,REGULAR INSTRUCTIONAL,,2615 ANSON RD,DALLAS,TX,75235-3798,2615 ANSON RD,DALLAS,TX,75235-3798,(972) 749-5300,(972) 749-5301,enescobedo@dallasisd.org,www.dallasisd.org/knight,ENRIQUE ESCOBEDO   ,'PK-05,578,Active, ,2015-03-14T05:35:05,139,USCGeocoder,47,1,4.01,,1dac605c-c8d3-4db9-b0d6-412ed36af631,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1932.43001257,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8359106994,-96.8515418184,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905169,ARTHUR KRAMER EL,REGULAR INSTRUCTIONAL,,7131 MIDBURY DR,DALLAS,TX,75230-3168,7131 MIDBURY DR,DALLAS,TX,75230-3168,(972) 794-8300,(972) 794-8301,kwanserski@dallasisd.org,www.dallasisd.org/kramer,KATHERINE ANNE WANSERSKI   ,'EE-05,540,Active,32689.0,2015-03-14T05:35:05,140,USCGeocoder,47,1,4.01,,663ea306-7730-482b-ada5-db973b466ee8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4972.77405692,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9012829931,-96.7835475048,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905170,RICHARD LAGOW EL,REGULAR INSTRUCTIONAL,,637 EDGEWORTH DR,DALLAS,TX,75217-8108,687 EDGEWORTH DR,DALLAS,TX,75217-8108,(972) 749-6600,(972) 749-6601,tshelton@dallasisd.org,www.dallasisd.org/lagow,TANYA N SHELTON   ,'PK-05,578,Active, ,2015-03-14T05:35:05,141,USCGeocoder,47,1,4.01,,7598265a-47dd-46ed-b527-dceca1a756d6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.701926,-96.636259,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905171,LAKEWOOD EL,REGULAR INSTRUCTIONAL,,3000 HILLBROOK ST,DALLAS,TX,75214-3412,3000 HILLBROOK ST,DALLAS,TX,75214-3412,(972) 749-7300,(972) 749-7301,tgoodman@dallasisd.org,www.dallasisd.org/lakewood,TONI LYNN GOODMAN   ,'EE-05,841,Active, ,2015-03-14T05:35:05,142,USCGeocoder,109,1,4.01,,e5518e11-061f-437b-826b-4f687935390c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2145.87529455,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8258846259,-96.7442738059,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905172,JIMMIE TYLER BRASHEAR EL,REGULAR INSTRUCTIONAL,,2959 HAMPTON RD,DALLAS,TX,75204.0,2959 HAMPTON RD,DALLAS,TX,75204.0,(972) 502-2600,(972) 502-2601,JBURDEN@dallasisd.org,www.dallasisd.org/brashear,JACQUELYN RENEE BURDEN   ,'PK-05,716,Active,38936.0,2015-03-14T05:35:05,143,USCGeocoder,78,1,4.01,,9cfe573d-f0c9-4a07-bb0e-b20d999b204c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.713121,-96.85809,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905173,SIDNEY LANIER EXPRESSIVE ARTS VANGUARD,REGULAR INSTRUCTIONAL,,1400 WALMSLEY AVE,DALLAS,TX,75208-1551,1400 WALMSLEY AVE,DALLAS,TX,75208-1551,(972) 794-4400,(972) 794-4401,aperaza@dallasisd.org,www.dallasisd.org/lanier,ALYSSA C PERAZA   ,'EE-05,610,Active, ,2015-03-14T05:35:05,144,USCGeocoder,31,1,4.01,,9979a6dc-9719-49ba-b3da-92048b190b73,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1811.88394687,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7693299822,-96.8436736299,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905174,ROBERT E LEE EL,REGULAR INSTRUCTIONAL,,2911 DELMAR AVE,DALLAS,TX,75206-6102,2911 DELMAR AVE,DALLAS,TX,75206-6102,(972) 749-7400,(972) 749-7401,BRANSON@dallasisd.org,www.dallasisd.org/relee,BRIDGET L RANSOM   ,'EE-05,351,Active, ,2015-03-14T05:35:05,145,USCGeocoder,16,1,4.01,,1fa3a72d-0f9b-4b1c-ae1a-cba1ddf886e7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2616.0998982,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8239486121,-96.7658695326,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905175,UMPHREY LEE EL,REGULAR INSTRUCTIONAL,,7808 RACINE DR,DALLAS,TX,75232-4302,7808 RACINE DR,DALLAS,TX,75232-4302,(972) 749-3900,(972) 749-3901,vakendrick@dallasisd.org,www.dallasisd.org/ulee,VALARIE J KENDRICK   ,'EE-05,638,Active, ,2015-03-14T05:35:05,146,USCGeocoder,16,1,4.01,,ad0b9ae0-78d3-470c-a8db-739bbc92bb07,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10499.2285304,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6535908025,-96.8358093305,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905176,JACK LOWE SR EL,REGULAR INSTRUCTIONAL,,7000 HOLLY HILL DR,DALLAS,TX,75231.0,7000 HOLLY HILL DR,DALLAS,TX,75231.0,(972) 502-1700,(972) 502-1701,ycardoza@dallasisd.org,www.dallasisd.org/lowe,YESENIA CARDOZA   ,'EE-05,631,Active,38936.0,2015-03-14T05:35:05,147,USCGeocoder,16,1,4.01,,27a4cfa6-348c-4051-8a1a-e666004bfa81,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5063.17077822,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8729835336,-96.7621317573,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905177,WILLIAM LIPSCOMB EL,REGULAR INSTRUCTIONAL,,5801 WORTH ST,DALLAS,TX,75214-4645,5801 WORTH ST,DALLAS,TX,75214-4645,(972) 794-7300,(972) 794-7301,RORODRIQUEZ@dallasisd.org,www.dallasisd.org/lipscomb,ROXANNE RAE RODRIQUEZ   ,'PK-05,509,Active, ,2015-03-14T05:35:05,148,USCGeocoder,63,1,4.01,,8e70ae56-98c8-4742-9253-fab68e3b8862,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3672.49305791,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8063755998,-96.7572928623,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905178,H I HOLLAND EL AT LISBON,REGULAR INSTRUCTIONAL,,4203 S LANCASTER RD,DALLAS,TX,75216-6458,4203 S LANCASTER RD,DALLAS,TX,75216-6458,(972) 749-1900,(972) 749-1901,JUMILLER@dallasisd.org,www.dallasisd.org/holland,JULIE D SINGLETON   ,'PK-05,311,Active, ,2015-03-14T05:35:05,149,USCGeocoder,31,1,4.01,,a1f9a3ba-3d4a-477a-bda3-404ab6f645b2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4252.97390376,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6983235361,-96.7954096514,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905180,B H MACON EL,REGULAR INSTRUCTIONAL,,650 HOLCOMB RD,DALLAS,TX,75217-4409,650 HOLCOMB RD,DALLAS,TX,75217-4409,(972) 794-1500,(972) 794-1501,gbennett@dallasisd.org,www.dallasisd.org/macon,GERALD B BENNETT   ,'EE-05,566,Active, ,2015-03-14T05:35:05,150,USCGeocoder,31,1,4.01,,afe99be4-8f30-4060-bf93-dd2acb506a3b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1478.20726571,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7226395289,-96.674166839,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905181,MAPLE LAWN EL,REGULAR INSTRUCTIONAL,,3120 INWOOD RD,DALLAS,TX,75235-7626,3120 INWOOD RD,DALLAS,TX,75235-7626,(972) 925-2500,(972) 925-2501,acox@dallasisd.org,www.dallasisd.org/maplelawn,ADELA R COX   ,'PK-05,569,Active, ,2015-03-14T05:35:05,151,USCGeocoder,63,1,4.01,,fe6e5639-b9d7-48c3-bb86-ba60302a1a64,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2110.32709039,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8259860606,-96.8308889752,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905182,HERBERT MARCUS EL,REGULAR INSTRUCTIONAL,,2911 NORTHAVEN RD,DALLAS,TX,75229-2402,2911 NORTHAVEN RD,DALLAS,TX,75229-2402,(972) 794-2900,(972) 794-2901,montiver@dallasisd.org,www.dallasisd.org/marcus,MANUEL R ONTIVEROS   ,'PK-05,971,Active, ,2015-03-14T05:35:05,152,USCGeocoder,31,1,4.01,,ceb5bf2b-17f1-4c7d-8eea-3388ebb9fc62,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1341.6423508,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9039371392,-96.8809977196,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905183,THOMAS L MARSALIS EL,REGULAR INSTRUCTIONAL,,5640 S MARSALIS AVE,DALLAS,TX,75241-1999,5640 S MARSALIS AVE,DALLAS,TX,75241-1999,(972) 749-3500,(972) 749-3501,kr2404@dallasisd.org,www.dallasisd.org/marsalis,KIMBERLY M RICHARDSON   ,'EE-05,515,Active, ,2015-03-14T05:35:05,153,USCGeocoder,31,1,4.01,,4fecbd62-00f0-40f7-a28c-9b548d91eab2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3935.54893309,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6786897532,-96.8145882221,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905184,BEN MILAM EL,REGULAR INSTRUCTIONAL,,4200 MCKINNEY AVE,DALLAS,TX,75205-4526,4200 MCKINNEY AVE,DALLAS,TX,75205-4526,(972) 749-5600,(972) 749-5601,annagamez@dallasisd.org,www.dallasisd.org/milam,ANNA LISA GALVAN GAMEZ   ,'PK-05,272,Active, ,2015-03-14T05:35:05,154,USCGeocoder,16,1,4.01,,16fa7056-f3af-4b9f-bf72-803f341eda58,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,649.519534325,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8160109113,-96.7909416272,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905185,WILLIAM B MILLER EL,REGULAR INSTRUCTIONAL,,3111 BONNIE VIEW RD,DALLAS,TX,75216-3494,3111 BONNIE VIEW RD,DALLAS,TX,75216-3494,(972) 502-8700,(972) 502-8701,saldredge@dallasisd.org,www.dallasisd.org/miller,SHEILA ALDREDGE   ,'PK-05,396,Active, ,2015-03-14T05:35:05,155,USCGeocoder,31,1,4.01,,5d313181-9355-4e28-9d38-72e7a672e632,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7299.15763186,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7198587987,-96.7807213177,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905186,ROGER Q MILLS EL,REGULAR INSTRUCTIONAL,,1515 LYNN HAVEN AVE,DALLAS,TX,75216-1323,1515 LYNN HAVEN AVE,DALLAS,TX,75216-1323,(972) 925-7500,(972) 925-7501,candeemartinez@dallasisd.org,www.dallasisd.org/mills,CANDEE X MARTINEZ   ,'PK-05,455,Active, ,2015-03-14T05:35:05,156,USCGeocoder,63,1,4.01,,498f5d19-0c90-4612-bf85-b116c2276e97,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3999.70951922,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7327009216,-96.8014937855,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905187,NANCY MOSELEY EL,REGULAR INSTRUCTIONAL,,10400 RYLIE RD,DALLAS,TX,75217-8241,10400 RYLIE RD,DALLAS,TX,75217-8241,(972) 749-6700,(972) 749-6701,RBernal@dallasisd.org,www.dallasisd.org/moseley,ROCIO S BERNAL   ,'EE-05,745,Active, ,2015-03-14T05:35:05,157,USCGeocoder,31,1,4.01,,6710fcd2-88d9-421c-b2b3-c5a9c62637a2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2611.3638566,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6903955623,-96.6423224972,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905188,MOUNT AUBURN EL,REGULAR INSTRUCTIONAL,,6012 E GRAND AVE,DALLAS,TX,75223-1423,6012 E GRAND AVE,DALLAS,TX,75223-1423,(972) 749-8500,(972) 749-8501,mlmartinez@dallasisd.org,www.dallasisd.org/mountauburn,MARIA LUZ ARREDONDO MARTINEZ   ,'EE-04,663,Active, ,2015-03-14T05:35:05,158,USCGeocoder,31,1,4.01,,247c4051-eed3-4dc0-b1cc-f45c92d666c4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.796163,-96.743739,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905189,CLARA OLIVER EL,REGULAR INSTRUCTIONAL,,4010 IDAHO AVE,DALLAS,TX,75216-6148,4010 IDAHO AVE,DALLAS,TX,75216-6148,(972) 749-3400,(972) 749-3401,CFREEMAN@dallasisd.org,www.dallasisd.org/oliver,CHERYL L FREEMAN   ,'EE-05,384,Active, ,2015-03-14T05:35:05,159,USCGeocoder,47,1,4.01,,fd38e6bb-480e-4fea-a3f5-19722ac5ce38,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5444.56247748,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6959238457,-96.8116817433,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905190,GEORGE PEABODY EL,REGULAR INSTRUCTIONAL,,3101 RAYDELL PL,DALLAS,TX,75211-5128,3101 RAYDELL PL,DALLAS,TX,75211-5128,(972) 794-5200,(972) 794-5201,degan@dallasisd.org,www.dallasisd.org/peabody,DEE ANNE EGAN   ,'PK-05,574,Active, ,2015-03-14T05:35:05,160,USCGeocoder,125,1,4.01,,14321955-6ae1-40a0-8d39-a3a75ac5b59f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2840.55633598,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7425470444,-96.8715175317,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905191,ELISHA M PEASE EL,REGULAR INSTRUCTIONAL,,2914 CUMMINGS ST,DALLAS,TX,75216-7235,2914 CUMMINGS ST,DALLAS,TX,75216-7235,(214) 932-3800,(214) 932-3801,KHEARNS@dallasisd.org,www.dallasisd.org/pease,KARISHA LENOR HEARNS   ,'EE-05,541,Active, ,2015-03-14T05:35:05,161,USCGeocoder,109,1,4.01,,664e8155-efaf-4ede-9ec3-a501d926bffb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7901.69974274,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6984949199,-96.7732633885,Exact
