CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_cmcdonald_output_18_cm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903006,JUVENILLE JUSTICE ALTERNATIVE PROGRAM,JJAEP INSTRUCTIONAL,,4602 N BARLETT AVE,LAREDO,TX,78041-2429,4602 N BARLETT AVE,LAREDO,TX,78041-2429, , ,,,MRS ADRIANA ALEXANDER   ,'06-12,31,Active,1996-08-01,2015-03-14T05:35:28,104,USCGeocoder,63,1,4.01,,d8c7fdd0-5b89-40ca-9f17-f10105395953,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.537282,-99.474326,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903009,LYNDON B JOHNSON,REGULAR INSTRUCTIONAL,,5626 CIELITO LINDO BLVD,LAREDO,TX,78046,5626 CIELITO LINDO BLVD,LAREDO,TX,78046,(956) 473-5100,(956) 473-5281,asalazar1@unitedisd.org,www.uisd.net,MR ARMANDO SALAZAR   ,'09-12,2698,Active,2001-05-10,2015-03-14T05:35:28,105,USCGeocoder,63,1,4.01,,31391171-7335-4e11-b647-dffe5952daab,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.431413,-99.463747,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903041,UNITED MIDDLE,REGULAR INSTRUCTIONAL,,700 E DEL MAR BLVD,LAREDO,TX,78045,700 E DEL MAR BLVD,LAREDO,TX,78045,(956) 473-7300,(956) 473-7399,rmorales@unitedisd.org,www.uisd.net,MRS REBECCA MORALES   ,'06-08,1073,Active, ,2015-03-14T05:35:28,106,USCGeocoder,31,1,4.01,,61257c5e-31cb-4951-b51c-6715635fdb9b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2813.2721802,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.5717959273,-99.4798562469,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903043,UNITED SOUTH MIDDLE,REGULAR INSTRUCTIONAL,,3707 AVE LOS PRESIDENTES,LAREDO,TX,78046,3707 AVE LOS PRESIDENTES,LAREDO,TX,78043,(956) 473-7700,(956) 473-7799,rwilson@unitedisd.org,www.uisd.net,MRS ROYLIN WILSON   ,'06-08,1357,Active,1990-01-26,2015-03-14T05:35:28,107,USCGeocoder,109,1,4.01,,b1fa2171-7b7c-46db-ac7a-46ce6000cfab,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.478778,-99.456409,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903044,SALVADOR GARCIA MIDDLE,REGULAR INSTRUCTIONAL,,499 PENA DR,RIO BRAVO,TX,78046,499 PENA DR,RIO BRAVO,TX,78045,(956) 473-5000,(956) 473-5099,clgamez@unitedisd.org,www.uisd.net,MS CLEOTILDE GAMEZ   ,'06-08,483,Active,1995-07-01,2015-03-14T05:35:28,108,USCGeocoder,109,1,4.01,,df7f9fe0-0370-42be-9cba-5cd2b9d35a48,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.367889,-99.476622,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903045,GEORGE WASHINGTON MIDDLE,REGULAR INSTRUCTIONAL,,10306 RIVERBANK DR,LAREDO,TX,78045,10306 RIVERBANK DR,LAREDO,TX,78045,(956) 473-7600,(956) 473-7699,dbporter@unitedisd.org,www.uisd.net,MS BETH PORTER   ,'06-08,1308,Active,1995-07-01,2015-03-14T05:35:28,109,USCGeocoder,31,1,4.01,,0358f34b-3961-4e02-bef8-b305edfbfa7e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40423.1748214,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5883281626,-99.5282656675,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903046,CLARK MIDDLE,REGULAR INSTRUCTIONAL,,500 HILLSIDE RD (REAR),LAREDO,TX,78041-3199,500 HILLSIDE RD,LAREDO,TX,78041-3199,(956) 473-7500,(956) 473-7599,rener@unitedisd.org,www.uisd.net,MR RENE RODRIGUEZ   ,'06-08,788,Active,1994-07-01,2015-03-14T05:35:28,110,USCGeocoder,16,1,4.01,,5bea484e-491d-4236-bd29-a30b9ddc6da2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,123839.157704,ArealInterpolationGeometricCentroid,Parcel,95.2662721893,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5494755749,-99.4984972585,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903047,LOS OBISPOS MIDDLE,REGULAR INSTRUCTIONAL,,4801 S EJIDO AVE,LAREDO,TX,78046,4801 S EJIDO AVE,LAREDO,TX,78046,(956) 473-7800,(956) 473-1899,jcsalazar@unitedisd.org,www.uisd.net,MS JESSICA SALAZAR   ,'06-08,1026,Active,1996-04-01,2015-03-14T05:35:28,111,USCGeocoder,63,1,4.01,,5d868e0a-9561-40e8-bf2c-032c2d6f36dd,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.446972,-99.458039,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903048,TRAUTMANN MIDDLE,REGULAR INSTRUCTIONAL,,8501 CURLY LN,LAREDO,TX,78045,8501 CURLY LN,LAREDO,TX,78045,(956) 473-7400,(956) 473-7499,ljacaman@unitedisd.org,www.uisd.net,MS LETICIA MENCHACA   ,'06-08,1821,Active,1996-04-01,2015-03-14T05:35:28,112,USCGeocoder,16,1,4.01,,09cd74fc-1280-4f5a-93bf-0f22cc8ed9b8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,156063.54611,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5805614892,-99.4840321937,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903053,ANTONIO GONZALEZ MIDDLE,REGULAR INSTRUCTIONAL,,5208 SANTA CLAUDIA LN,LAREDO,TX,78046,5208 SANTA CLAUDIA LN,LAREDO,TX,78046,(956) 473-7000,(956) 473-7099,pperez1@unitedisd.org,www.uisd.net,MS PATRICIA PEREZ   ,'06-08,1260,Active,2001-07-25,2015-03-14T05:35:28,113,USCGeocoder,31,1,4.01,,7f06e6ec-2ecc-435b-9c00-8defc1a74ef0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.500373,-99.434951,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903054,LAMAR BRUNI VERGARA MIDDLE,REGULAR INSTRUCTIONAL,,5910 SAINT LUKE BLVD,LAREDO,TX,78046,5910 SAINT LUKE BLVD,LAREDO,TX,78046,(956) 473-6600,(956) 473-6699,cflores2@unitedisd.org,www.uisd.net,MRS CLARE FLORES   ,'06-08,877,Active,2006-09-26,2015-03-14T05:35:28,114,USCGeocoder,16,1,4.01,,8604a171-67b9-44c4-9fa2-aac2ab46390a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,80958.7064425,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.4305901794,-99.4573904364,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903103,NYE EL,REGULAR INSTRUCTIONAL,,101 E DEL MAR BLVD,LAREDO,TX,78041,101 E DEL MAR BLVD,LAREDO,TX,78041,(956) 473-3700,(956) 473-3799,planas@unitedisd.org,www.uisd.net,MS PATRICIA E LANAS   ,'EE-05,822,Active, ,2015-03-14T05:35:28,115,USCGeocoder,16,1,4.01,,723833ef-af3e-4592-9627-99839a9f949c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11442.1444679,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5673071979,-99.4971034904,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903105,CLARK EL,REGULAR INSTRUCTIONAL,,500 W HILLSIDE RD,LAREDO,TX,78041-3199,500 W HILLSIDE RD,LAREDO,TX,78041-3199,(956) 476-4600,(956) 473-4699,shigareda@unitedisd.org,www.uisd.net,MS SANDRA L HIGAREDA   ,'EE-05,478,Active, ,2015-03-14T05:35:28,116,USCGeocoder,0,1,4.01,,561e67a0-d0cd-4e1d-9ece-a6c31691628c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,123839.157704,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5494755749,-99.4984972585,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903107,SALINAS EL,REGULAR INSTRUCTIONAL,,1000 CENTURY DR W,LAREDO,TX,78046,1000 CENTURY DR W,LAREDO,TX,78046,(956) 473-3200,(956) 473-3299,arodrigueziii@unitedisd.org,www.uisd.net,MR ABRAHAM RODRIGUEZ III   ,'EE-05,848,Active, ,2015-03-14T05:35:28,117,USCGeocoder,78,1,4.01,,edbfd0e5-bed2-4e02-b1d2-12547372bf72,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.482918,-99.454413,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903109,NEWMAN EL,REGULAR INSTRUCTIONAL,,1300 ALTA VISTA,LAREDO,TX,78041,1300 ALTA VISTA,LAREDO,TX,78041,(956) 473-3800,(956) 473-3899,lgarcia2@unitedisd.org,www.uisd.net,MRS LETICIA GARCIA   ,'EE-05,611,Active,1980-07-15,2015-03-14T05:35:28,118,USCGeocoder,125,1,4.01,,fd7f4825-33e3-40e0-a62e-9410c9dcef2a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.549211,-99.479368,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903110,TRAUTMANN EL,REGULAR INSTRUCTIONAL,,810 LINDENWOOD DR,LAREDO,TX,78045,810 LINDENWOOD,LAREDO,TX,78045,(956) 473-3100,(956) 473-3199,zgonzalez@unitedisd.org,www.uisd.net,MS ZAIDA GONZALEZ   ,'EE-05,792,Active, ,2015-03-14T05:35:28,119,USCGeocoder,63,1,4.01,,e5df0e15-919b-4173-8d67-8b46fc26abd5,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1500.19135496,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5893933538,-99.4768301413,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903111,SIGIFREDO PEREZ EL,REGULAR INSTRUCTIONAL,,500 SIERRA VISTA DR,LAREDO,TX,78046,500 SIERRA VISTA DR,LAREDO,TX,78043,(956) 473-3600,(956) 473-3699,schernandez@unitedisd.org,www.uisd.net,MRS SALUD CLAUDIA HERNANDEZ   ,'EE-05,1104,Active, ,2015-03-14T05:35:28,120,USCGeocoder,47,1,4.01,,79702c42-7769-4681-8f62-d3556795f7e0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5498.11100329,LinearInterpolationAddressRange,StreetSegment,90.0887573964,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.445850541,-99.4716795203,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903112,FINLEY EL,REGULAR INSTRUCTIONAL,,2001 LOWRY RD,LAREDO,TX,78045-8552,2001 LOWRY,LAREDO,TX,78041-8552,(956) 473-4500,(956) 473-4599,jgarza2@unitedisd.org,www.uisd.net,MR JOE GARZA   ,'EE-05,495,Active,1987-06-23,2015-03-14T05:35:28,121,USCGeocoder,16,1,4.01,,85878554-0c26-4012-bc44-65c423857af2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,38526.5522957,ArealInterpolationGeometricCentroid,Parcel,92.9585798817,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.5852514236,-99.5152798599,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903114,AMPARO GUTIERREZ EL,REGULAR INSTRUCTIONAL,,505 CALLE DEL NORTE,LAREDO,TX,78041,505 CALLE DEL NORTE,LAREDO,TX,78041,(956) 473-4400,(956) 473-4499,ccdovalina@unitedisd.org,www.uisd.net,MS CLAUDIA D GUZMAN   ,'EE-05,580,Active,1992-08-17,2015-03-14T05:35:28,122,USCGeocoder,78,1,4.01,,5461cd56-4dfe-4500-bc34-ba48a5dbc379,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.557296,-99.485409,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903115,RUIZ EL,REGULAR INSTRUCTIONAL,,1717 AVE LOS PRESIDENTES,LAREDO,TX,78046,1717 AVE LOS PRESIDENTES,LAREDO,TX,78043,(956) 473-3300,(956) 473-3399,cfox@unitedisd.org,www.uisd.net,MRS CARYN Y FOX   ,'EE-05,928,Active,1992-08-17,2015-03-14T05:35:28,123,USCGeocoder,47,1,4.01,,9a3f0775-d65b-415b-b9c8-00405089e5b3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.482718,-99.4557,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903116,MATIAS DE LLANO EL,REGULAR INSTRUCTIONAL,,1415 SHILOH DR,LAREDO,TX,78045,1415 SHILOH DR,LAREDO,TX,78045,(956) 473-4000,(956) 473-4099,mecampos@unitedisd.org,www.uisd.net,MS MARIA ELVA CAMPOS   ,'EE-05,618,Active,1995-07-01,2015-03-14T05:35:28,124,USCGeocoder,78,1,4.01,,163ffbf9-612e-44b0-bcdc-f751bb39c961,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.593672,-99.469841,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903117,KAZEN EL,REGULAR INSTRUCTIONAL,,9620 ALBANY DR,LAREDO,TX,78045-7898,9620 ALBANY DR,LAREDO,TX,78041-7898,(956) 473-4200,(956) 473-4299,marambula1@unitedisd.org,www.uisd.net,MRS MARIA H ARAMBULA-RUIZ   ,'EE-05,550,Active,1995-07-01,2015-03-14T05:35:28,125,USCGeocoder,47,1,4.01,,75b0a1fa-5905-4309-b984-e6e5895ded65,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,36267.2757761,ArealInterpolationGeometricCentroid,Parcel,98.875739645,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.588709585,-99.5158831575,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903118,JUAREZ/LINCOLN EL,REGULAR INSTRUCTIONAL,,1600 ESPEJO-MOLINA RD,RIO BRAVO,TX,78046,1600 ESPEJO-MOLINA RD,RIO BRAVO,TX,78043,(956) 473-4300,(956) 473-4399,rgortiz@unitedisd.org,www.uisd.net,MR ROBERTO ORTIZ   ,'EE-05,811,Active,1995-07-01,2015-03-14T05:35:28,126,USCGeocoder,63,1,4.01,,4836524d-9843-4401-ae83-5e57689dfea8,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.361906,-99.48013,Exact
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903119,PRADA EL,REGULAR INSTRUCTIONAL,,510 SORIA DR,LAREDO,TX,78046,510 SORIA DR,LAREDO,TX,78043,(956) 473-3500,(956) 473-3599,gcastro@unitedisd.org,www.uisd.net,MR GILBERT CASTRO   ,'EE-05,770,Active,1995-07-01,2015-03-14T05:35:28,127,USCGeocoder,31,1,4.01,,295b896b-ac98-401f-b08b-60fb6bf39100,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1958.81432546,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.4416672954,-99.4826362971,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903120,CHARLES BORCHERS EL,REGULAR INSTRUCTIONAL,,9551 BACKWOODS TRL,LAREDO,TX,78045,9551 BACKWOODS TRL,LAREDO,TX,78045,(956) 473-7200,(956) 473-7299,mflores4@unitedisd.org,www.uisd.net,MRS MUCIA FLORES   ,'EE-05,967,Active,2001-07-25,2015-03-14T05:35:28,128,USCGeocoder,47,1,4.01,,ae750d1e-469b-4323-819a-3a71d807fff2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,33485.8882029,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.6045293949,-99.4563698373,Relaxed
'240,WEBB COUNTY,'01,'240903,UNITED ISD,INDEPENDENT,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,rsantos@uisd.net,www.uisd.net,MR ROBERTO J SANTOS   ,43421,'240903121,KENNEDY ZAPATA EL,REGULAR INSTRUCTIONAL,,3809 S ESPEJO-MOLINA RD,LAREDO,TX,78046,3809 S ESPEJO-MOLINA RD,LAREDO,TX,78046,(956) 473-4100,(956) 473-4199,tmartin@unitedisd.org,www.uisd.net,MS THELMA MARTINEZ   ,'EE-05,454,Active,1995-07-01,2015-03-14T05:35:28,129,USCGeocoder,16,1,4.01,,6ad1a6a4-a862-4275-814c-4775c011faf2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,48414.7545061,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.3294633159,-99.4934355304,Relaxed
