CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Manzhi_output_17_mw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901136,ST ELMO EL,REGULAR INSTRUCTIONAL,,600 W ST ELMO RD,AUSTIN,TX,78745-1151,600 W ST ELMO RD,AUSTIN,TX,78745-1151,(512) 414-4477,(512) 442-6871,,,MS ADRIANA GONZALES   ,'EE-05,292,Active, ,2015-03-14T05:35:00,152,USCGeocoder,16,1,4.01,,cbee0f36-c774-4c4a-b5aa-fa621adb0ca4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2944.97188163,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2211273145,-97.7728442384,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901138,SUMMITT EL,REGULAR INSTRUCTIONAL,,12207 BRIGADOON LN,AUSTIN,TX,78727.0,12207 BRIGADOON LN,AUSTIN,TX,78727.0,(512) 414-4484,(512) 832-1458,,,MS DEBRA STANDISH   ,'EE-05,774,Active, ,2015-03-14T05:35:00,153,USCGeocoder,47,1,4.01,,93442c60-91b8-412a-9bdc-7ff153ca8ebe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8357.03441786,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4183141898,-97.7202903862,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901139,SIMS EL,REGULAR INSTRUCTIONAL,,1203 SPRINGDALE RD,AUSTIN,TX,78721-1399,1203 SPRINGDALE RD,AUSTIN,TX,78721-1399,(512) 414-4488,(512) 841-1282,freda.mills@austinisd.org,,MS FREDA MILLS   ,'EE-06,228,Active, ,2015-03-14T05:35:00,154,USCGeocoder,16,1,4.01,,acc4f2b1-b017-4376-9c63-337d2344bee4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5126.60129861,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2789579762,-97.6869298263,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901140,TRAVIS HTS EL,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,2010 ALAMEDA DR,AUSTIN,TX,78704-4312,2010 ALAMEDA DR,AUSTIN,TX,78704-4312,(512) 414-4495,(512) 442-9537,superintendent@austinisd.org,,MS LISA ROBERTSON   ,'EE-05,498,Active, ,2015-03-14T05:35:00,155,USCGeocoder,47,1,4.01,,c95b510a-c109-446a-ad09-75b8a0a874b1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.241598,-97.746116,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901141,WALNUT CREEK EL,REGULAR INSTRUCTIONAL,,401 W BRAKER LN,AUSTIN,TX,78753-3038,401 W BRAKER LN,AUSTIN,TX,78753-3038,(512) 414-4499,(512) 837-6789,,,MR PAUL PEREZ   ,'EE-06,661,Active, ,2015-03-14T05:35:00,156,USCGeocoder,63,1,4.01,,f6460efd-820b-4505-aeb7-f974bdc65e7a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2970.13377544,ArealInterpolationGeometricCentroid,Parcel,95.8579881657,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3776312977,-97.6790363728,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901142,ALLAN EL,REGULAR INSTRUCTIONAL,,4900  GONZALES ST,AUSTIN,TX,78702-5028,4900 GONZALES ST,AUSTIN,TX,78702-5028,(512) 414-2304,(512) 385-2512,superintendent@austinisd.org,,MS LETICIA BOTELLO   ,'EE-05,0,Active, ,2015-03-14T05:35:00,157,USCGeocoder,16,1,4.01,,01c7c0eb-c91b-47e3-93c2-8a80154a9e07,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6189.94121876,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2561935886,-97.6990025366,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901143,PATTON EL,REGULAR INSTRUCTIONAL,,6001 WESTCREEK DR,AUSTIN,TX,78749-1351,6001 WESTCREEK DR,AUSTIN,TX,78749-1351,(512) 414-1780,(512) 892-6541,,,MS DEBRA PRICE   ,'EE-05,945,Active,29829.0,2015-03-14T05:35:00,158,USCGeocoder,31,1,4.01,,6afab56e-43de-4e6f-9803-5bc67714fd7c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3025.66902121,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2359242074,-97.845977081,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901144,WOOTEN EL,REGULAR INSTRUCTIONAL,,1406 DALE DR,AUSTIN,TX,78757-8310,1406 DALE DR,AUSTIN,TX,78757-8310,(512) 414-2315,(512) 459-9227,,,MR ANGELO SAN SEGUNDO   ,'EE-05,725,Active, ,2015-03-14T05:35:00,159,USCGeocoder,0,1,4.01,,7c135d2f-b647-4f06-98ca-5fb71ed7feaa,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7914.67546048,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3529997765,-97.7191594681,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901145,ZAVALA EL,REGULAR INSTRUCTIONAL,,310 ROBERT MARTINEZ JR ST,AUSTIN,TX,78702-4598,310 ROBERT MARTINEZ JR ST,AUSTIN,TX,78702-4598,(512) 414-2318,(512) 477-2361,,,MR SEAN FOX   ,'EE-06,400,Active, ,2015-03-14T05:35:00,160,USCGeocoder,16,1,4.01,,98f25182-b460-4bfd-a5c6-d392a4e62775,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,911.812609976,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2578211448,-97.7198525927,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901146,ZILKER EL,REGULAR INSTRUCTIONAL,,1900 BLUEBONNET LN,AUSTIN,TX,78704-3395,1900 BLUEBONNET LN,AUSTIN,TX,78704-3395,(512) 414-2327,(512) 442-3992,,,MR RANDALL THOMSON   ,'EE-06,567,Active, ,2015-03-14T05:35:00,161,USCGeocoder,31,1,4.01,,ea0f9252-0de6-4032-bad1-c30f48b3525f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,30510.4889083,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2527284378,-97.7746522206,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901147,MENCHACA EL,REGULAR INSTRUCTIONAL,,P O BOX 759,MANCHACA,TX,78652-0759,12120 MANCHACA RD,MANCHACA,TX,78652-2720,(512) 414-2333,(512) 282-4043,,,MS ELIZA LOYOLA   ,'EE-05,717,Active, ,2015-03-14T05:35:00,162,USCGeocoder,47,1,4.01,,23cec77f-0f05-4156-9052-22db1ae75432,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.141528,-97.833792,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901148,OAK HILL EL,REGULAR INSTRUCTIONAL,,6101 PATTON RANCH RD,AUSTIN,TX,78735-8511,6101 PATTON RANCH RD,AUSTIN,TX,78735-8511,(512) 414-2336,(512) 892-2279,,,MS CATHRYN MITCHELL   ,'EE-05,803,Active, ,2015-03-14T05:35:00,163,USCGeocoder,78,1,4.01,,bbdcc250-e279-4c24-8984-8a103ee7de3c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,15350.7476051,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2388862168,-97.8590588436,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901149,BARRINGTON EL,REGULAR INSTRUCTIONAL,,400 COOPER DR,AUSTIN,TX,78753-5099,400 COOPER DR,AUSTIN,TX,78753-5099,(512) 414-2008,(512) 836-4077,,,MS GILMA SANCHEZ   ,'EE-06,588,Active, ,2015-03-14T05:35:00,164,USCGeocoder,31,1,4.01,,fc089870-2fdf-4141-8f94-74ebd2b0b983,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2902.7263434,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3602351823,-97.6961868005,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901150,NORMAN EL,REGULAR INSTRUCTIONAL,,4001 TANNEHILL LN,AUSTIN,TX,78721-2399,4001 TANNEHILL LN,AUSTIN,TX,78721-2399,(512) 414-2347,(512) 926-6321,floretta.andrews@austinisd.org,,MS FLORETTA ANDREWS   ,'EE-06,299,Active, ,2015-03-14T05:35:00,165,USCGeocoder,63,1,4.01,,bc6766d6-6ba7-44c0-a069-5731c4bfe092,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8521.77988113,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2820172321,-97.6720985553,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901151,PILLOW EL,REGULAR INSTRUCTIONAL,,3025 CROSSCREEK DR,AUSTIN,TX,78757-7599,3025 CROSSCREEK DR,AUSTIN,TX,78757-7599,(512) 414-2350,(512) 467-2513,,,MS TONYA KING   ,'EE-05,582,Active, ,2015-03-14T05:35:00,166,USCGeocoder,31,1,4.01,,1b12ce02-3ff4-451d-a48a-2d7a25bb44f7,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,32461.0191949,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3689111405,-97.7335209783,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901152,WOOLDRIDGE EL,REGULAR INSTRUCTIONAL,,1412 NORSEMAN TER,AUSTIN,TX,78758-6529,1412 NORSEMAN TER,AUSTIN,TX,78758-6529,(512) 414-2353,(512) 339-6583,,,MS SHERI MULL   ,'EE-05,572,Active, ,2015-03-14T05:35:00,167,USCGeocoder,94,1,4.01,,5f2e4a0c-7de0-42b1-ac7a-0912044cdc60,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4988.51995912,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3644900941,-97.7102135478,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901154,DOSS EL,REGULAR INSTRUCTIONAL,,7005 NORTHLEDGE DR,AUSTIN,TX,78731-2998,7005 NORTHLEDGE DR,AUSTIN,TX,78731-2988,(512) 414-2365,(512) 345-0013,,,MS JANNA GRIFFIN   ,'EE-05,919,Active, ,2015-03-14T05:35:00,168,USCGeocoder,250,1,4.01,,cab60bf2-9d82-4c02-9758-46c344bee265,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9293.72571483,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3561111227,-97.7637204416,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901155,HILL EL,REGULAR INSTRUCTIONAL,,8601 TALLWOOD DR,AUSTIN,TX,78759-8126,8601 TALLWOOD DR,AUSTIN,TX,78759-8126,(512) 414-2369,(512) 841-8105,,,MS BETH ELLIS   ,'EE-05,890,Active, ,2015-03-14T05:35:00,169,USCGeocoder,31,1,4.01,,dacb411c-7027-4191-9e7a-6ef272ed95ca,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35622.7106923,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3763579522,-97.74858057,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901156,ODOM EL,REGULAR INSTRUCTIONAL,,1010 TURTLE CREEK BLVD,AUSTIN,TX,78745-3852,1010 TURTLE CREEK BLVD,AUSTIN,TX,78745-2973,(512) 414-2388,(512) 443-6170,,,MS SONDRA MCWILLIAMS   ,'EE-05,546,Active, ,2015-03-14T05:35:00,170,USCGeocoder,16,1,4.01,,987bd013-0011-4e63-8fe5-3485face8558,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,32372.7850943,ArealInterpolationGeometricCentroid,Parcel,96.5734265734,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2056188412,-97.7887779863,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901157,WINN EL,REGULAR INSTRUCTIONAL,,3500 SUSQUEHANNA LN,AUSTIN,TX,78723-2899,3500 SUSQUEHANNA LN,AUSTIN,TX,78723-2899,(512) 414-2390,(512) 926-9211,cynthia.gonzales@austinisd.org,,MS CYNTHIA GONZALES   ,'EE-06,338,Active, ,2015-03-14T05:35:00,171,USCGeocoder,16,1,4.01,,87b8ef3b-e64f-4e18-98bf-df596e267900,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10375.688596,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3135386923,-97.6655307094,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901158,SUNSET VALLEY EL,REGULAR INSTRUCTIONAL,,3000 JONES RD,AUSTIN,TX,78745-1337,3000 JONES RD,AUSTIN,TX,78745-1337,(512) 414-2392,(512) 892-7206,,,MS KIM CANTU   ,'EE-05,518,Active, ,2015-03-14T05:35:00,172,USCGeocoder,31,1,4.01,,d40ff0d0-c64d-468d-965c-cb49965b5a73,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3785.93598642,LinearInterpolationAddressRange,StreetSegment,99.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.2268797081,-97.8063413393,Relaxed
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901159,GRAHAM EL,REGULAR INSTRUCTIONAL,,11211 TOM ADAMS DR,AUSTIN,TX,78753-3315,11211 TOM ADAMS DR,AUSTIN,TX,78753-3315,(512) 414-2395,(512) 835-4562,,,MS BLAINE HELWIG   ,'EE-05,768,Active, ,2015-03-14T05:35:00,173,USCGeocoder,78,1,4.01,,2188fb07-b813-4aa4-bdf8-e20bdcc77173,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.350184,-97.7208215,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901160,LINDER EL,REGULAR INSTRUCTIONAL,,2800 METCALFE RD,AUSTIN,TX,78741-5633,2801 METCALFE RD,AUSTIN,TX,78741-5633,(512) 414-2398,(512) 447-3222,Beverly.Odom@AustinISD.org,,MS BEVERLEY JONES ODOM   ,'01-05,412,Active, ,2015-03-14T05:35:00,174,USCGeocoder,125,1,4.01,,a7ae89f8-3c9a-46a5-b458-f8d420cc16e2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.2258456,-97.7364179,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901161,COOK EL,REGULAR INSTRUCTIONAL,,1511 CRIPPLE CREEK DR,AUSTIN,TX,78758-5099,1511 CRIPPLE CREEK DR,AUSTIN,TX,78758-5099,(512) 414-2510,(512) 837-5983,,,MS WENDY MILLS   ,'EE KG-05,643,Active, ,2015-03-14T05:35:00,175,USCGeocoder,328,1,4.01,,818a28a6-8c04-40dd-a31f-50c43ff014d3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3558.17922187,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3776116108,-97.703878009,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901162,HOUSTON EL,REGULAR INSTRUCTIONAL,,5409 PONCIANA DR,AUSTIN,TX,78744-2838,5409 PONCIANA DR,AUSTIN,TX,78744-2838,(512) 414-2517,(512) 448-4869,,,MS ELIA DIAZ-CAMARILLO   ,'EE-05,765,Active, ,2015-03-14T05:35:00,176,USCGeocoder,31,1,4.01,,3f7751f5-e4ce-4a5c-ab17-2a83c0a9a20f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,52448.7657037,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.1969084155,-97.7551819197,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901163,HART EL,REGULAR INSTRUCTIONAL,,8301 FURNESS,AUSTIN,TX,78753-5826,8301 FURNESS,AUSTIN,TX,78753-5826,(512) 841-2100,(512) 841-2190,,,MR DAVID DEAN   ,'EE-05,717,Active,34150.0,2015-03-14T05:35:00,177,USCGeocoder,125,1,4.01,,9223c751-9cbe-4fd7-bc36-044a1bba3899,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.3424507,-97.6887123,Exact
'227,TRAVIS COUNTY,'13,'227901,AUSTIN ISD,INDEPENDENT,1111 W 6TH ST,AUSTIN,TX,78703-5399,1111 W 6TH ST,AUSTIN,TX,78703-5399,(512) 414-1700,(512) 414-1486,superintendent@austinisd.org,www.austinisd.org,DR PAUL J CRUZ   ,84564,'227901164,PICKLE EL,REGULAR INSTRUCTIONAL,,1101 WHEATLEY,AUSTIN,TX,78752.0,1101 WHEATLEY,AUSTIN,TX,78752.0,(512) 841-8400,(512) 841-8444,,,MR JOEL DE LA GARZA   ,'EE-05,746,Active,34150.0,2015-03-14T05:35:00,178,USCGeocoder,141,1,4.01,,a2ef66a0-e0d1-4189-bb6e-13d0036f01b1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15337.3888457,ArealInterpolationGeometricCentroid,Parcel,94.0828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3327525905,-97.6932197877,Relaxed
