CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_adschrubbe_output_13_as,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'161,MCLENNAN COUNTY,'12,'161918,AXTELL ISD,INDEPENDENT,308 OTTAWA,AXTELL,TX,76624-0429,308 OTTAWA,AXTELL,TX,76624-0429,(254) 863-5301,(254) 863-5651,jrproctor@axtellisd.net,www.axtellisd.net,DR JR PROCTOR   ,782,'161918001,AXTELL H S,REGULAR INSTRUCTIONAL,,308 OTTAWA,AXTELL,TX,76624,308 OTTAWA,AXTELL,TX,76624,(254) 863-5301,(254) 863-5651,dmonsey@axtellisd.net,,MR DALE MONSEY   ,'09-12,213,Active,1978-09-01,2015-03-14T05:35:00,325,USCGeocoder,141,1,4.01,,7af554de-6fb4-4774-9029-dc336b5e114f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,603.6585091,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.65954061,-96.97296583,Relaxed
'161,MCLENNAN COUNTY,'12,'161918,AXTELL ISD,INDEPENDENT,308 OTTAWA,AXTELL,TX,76624-0429,308 OTTAWA,AXTELL,TX,76624-0429,(254) 863-5301,(254) 863-5651,jrproctor@axtellisd.net,www.axtellisd.net,DR JR PROCTOR   ,782,'161918003,AXTELL BRUCEVILLE-EDDY LEARNING CENTER,ALTERNATIVE INSTRUCTIONAL,,2601 FRANKLIN,WACO,TX,76710,308 OTTAWA,AXTELL,TX,76624-0429,(254) 753-3422,(254) 753-3602,dellis@axtellisd.net,,DANNY ELLIS   ,'04-12,6,Active,1997-07-01,2015-03-14T05:35:00,326,USCGeocoder,0,1,4.01,,3d9edd95-d24b-4734-85ee-6898994a106a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,603.6585091,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.65954061,-96.97296583,Relaxed
'161,MCLENNAN COUNTY,'12,'161918,AXTELL ISD,INDEPENDENT,308 OTTAWA,AXTELL,TX,76624-0429,308 OTTAWA,AXTELL,TX,76624-0429,(254) 863-5301,(254) 863-5651,jrproctor@axtellisd.net,www.axtellisd.net,DR JR PROCTOR   ,782,'161918041,AXTELL MIDDLE SCHOOL,REGULAR INSTRUCTIONAL,,308 OTTAWA,AXTELL,TX,76624,308 OTTAWA,AXTELL,TX,76624,(254) 863-5301,(254) 863-5651,dmonsey@axtellisd.net,,DALE MONSEY   ,'06-08,155,Active,2001-10-25,2015-03-14T05:35:00,328,USCGeocoder,16,1,4.01,,afa08793-f5eb-4b71-afb5-ac329b077f06,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,603.6585091,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.65954061,-96.97296583,Relaxed
'161,MCLENNAN COUNTY,'12,'161918,AXTELL ISD,INDEPENDENT,308 OTTAWA,AXTELL,TX,76624-0429,308 OTTAWA,AXTELL,TX,76624-0429,(254) 863-5301,(254) 863-5651,jrproctor@axtellisd.net,www.axtellisd.net,DR JR PROCTOR   ,782,'161918101,AXTELL EL,REGULAR INSTRUCTIONAL,,1178 LONGHORN PKWY,AXTELL,TX,76624,308 OTTAWA,AXTELL,TX,76624,(254) 863-5419,(254) 863-5944,dstranacher@axtellisd.net,,DANETTE STRANACHER   ,'PK-05,330,Active,1978-09-01,2015-03-14T05:35:00,329,USCGeocoder,16,1,4.01,,7be74722-5e2b-4017-be05-1cd76c3c23a4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,603.6585091,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.65954061,-96.97296583,Relaxed
'161,MCLENNAN COUNTY,'12,'161919,BRUCEVILLE-EDDY ISD,INDEPENDENT,# 1 EAGLE DR,EDDY,TX,76524-0099,#1 EAGLE DR,EDDY,TX,76524-0099,(254) 859-5832,(254) 859-4023,richardk@mail.eddy-isd.net,www.beisd.net,MR RICHARD KILGORE   ,781,'161919001,BRUCEVILLE-EDDY H S,REGULAR INSTRUCTIONAL,,#1 EAGLE DR,EDDY,TX,76524-0099,# 1 EAGLE DR,EDDY,TX,76524-0099,(254) 859-5848,(254) 859-5001,chrisg@mail.eddy-isd.net,,MR CHRIS GIBBS   ,'09-12,256,Active,1978-09-01,2015-03-14T05:35:00,331,USCGeocoder,109,1,4.01,,a6cbbe76-6ffa-4ee9-9648-4d0b29ab41dc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,26270.59646,ArealInterpolationGeometricCentroid,Parcel,99.30769231,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.30652932,-97.24894063,Relaxed
'161,MCLENNAN COUNTY,'12,'161920,CHINA SPRING ISD,INDEPENDENT,P O BOX 250,CHINA SPRING,TX,76633-0250,6301 SYLVIA ST,WACO,TX,76708-5817,(254) 836-1115,(254) 836-0559,marc@chinaspringisd.net,www.chinaspringisd.net,DR MARC FAULKNER   ,2463,'161920004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,2015 ALEXANDER AVE,WACO,TX,76708,2015 ALEXANDER AVE,WACO,TX,76708,(254) 754-0803,(254) 754-6029,crankin@wacoisd.org,,MR CHRIS RANKIN   ,'03-12,0,Active,1996-04-01,2015-03-14T05:35:00,341,USCGeocoder,16,1,4.01,,d8680bfc-a882-4da6-9776-899a8e10376f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11522.89266,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.56874974,-97.16691261,Relaxed
'161,MCLENNAN COUNTY,'12,'161921,CONNALLY ISD,INDEPENDENT,200 CADET WAY,WACO,TX,76705,200 CADET WAY,WACO,TX,76705,(254) 296-6460,(254) 412-5530,wholt@connally.org,www.connally.org,MR WESLEY M HOLT   ,2330,'161921001,CONNALLY HIGH SCHOOL,REGULAR INSTRUCTIONAL,,900 N LACY DR,WACO,TX,76705,900 N LACY DR,WACO,TX,76705,(254) 296-6700,(254) 412-5549,,www.connally.org,MS JILL TALAMANTEZ   ,'09-12,660,Active, ,2015-03-14T05:35:00,346,USCGeocoder,47,1,4.01,,31853b18-d020-4513-8f80-8839fc1a9245,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8042.061065,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.64386272,-97.10234368,Relaxed
'161,MCLENNAN COUNTY,'12,'161922,ROBINSON ISD,INDEPENDENT,500 W LYNDALE,ROBINSON,TX,76706-5505,500 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-0194,(254) 662-0215,hope401@robinson.k12.tx.us,www.risdweb.org,DR MICHAEL W HOPE   ,2319,'161922001,ROBINSON H S,REGULAR INSTRUCTIONAL,,700 W TATE,ROBINSON,TX,76706,700 W TATE,ROBINSON,TX,76706,(254) 662-3840,(254) 662-4007,russ.meggs@robinson.k12.tx.us,www.risdweb.org,MR RUSS MEGGS   ,'09-12,723,Active, ,2015-03-14T05:35:00,351,USCGeocoder,47,1,4.01,,a837d9fa-c7cd-4658-bbae-8379db359810,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,116636.5721,ArealInterpolationGeometricCentroid,Parcel,92.4852071,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.46468261,-97.12234646,Relaxed
'161,MCLENNAN COUNTY,'12,'161922,ROBINSON ISD,INDEPENDENT,500 W LYNDALE,ROBINSON,TX,76706-5505,500 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-0194,(254) 662-0215,hope401@robinson.k12.tx.us,www.risdweb.org,DR MICHAEL W HOPE   ,2319,'161922041,ROBINSON J H,REGULAR INSTRUCTIONAL,,410 W LYNDALE,ROBINSON,TX,76706,410 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-3843,(254) 662-1845,dwrzesinski@robinson.k12.tx.us,www.risdweb.org,MR DAVID WRZESINSKI   ,'06-08,546,Active, ,2015-03-14T05:35:00,353,USCGeocoder,47,1,4.01,,5cfc39e7-e4d3-4866-9868-ddde6f3b0127,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,34018.43244,ArealInterpolationGeometricCentroid,Parcel,93.07692308,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.46511412,-97.12447423,Relaxed
'161,MCLENNAN COUNTY,'12,'161922,ROBINSON ISD,INDEPENDENT,500 W LYNDALE,ROBINSON,TX,76706-5505,500 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-0194,(254) 662-0215,hope401@robinson.k12.tx.us,www.risdweb.org,DR MICHAEL W HOPE   ,2319,'161922101,ROBINSON PRI,REGULAR INSTRUCTIONAL,,541 N OLD ROBINSON RD,ROBINSON,TX,76706-5505,541 N OLD ROBINSON RD,ROBINSON,TX,76706-5505,(254) 662-0251,(254) 662-3361,kfuqua@robinson.k12.tx.us,www.risdweb.org,MRS KATI FUQUA   ,'EE-01,390,Active, ,2015-03-14T05:35:00,354,USCGeocoder,31,1,4.01,,843e5d33-78d9-4b4a-a011-bf2d7def59bf,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16120.18706,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.47694999,-97.12370791,Relaxed
'161,MCLENNAN COUNTY,'12,'161922,ROBINSON ISD,INDEPENDENT,500 W LYNDALE,ROBINSON,TX,76706-5505,500 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-0194,(254) 662-0215,hope401@robinson.k12.tx.us,www.risdweb.org,DR MICHAEL W HOPE   ,2319,'161922102,ROBINSON EL,REGULAR INSTRUCTIONAL,,151 PEPLOW,ROBINSON,TX,76706,151 PEPLOW,ROBINSON,TX,76706,(254) 662-5000,(254) 662-3140,kfuqua@robinson.k12.tx.us,www.risdweb.org,MRS KATI FUQUA   ,'02-03,-1,Active, ,2015-03-14T05:35:00,355,USCGeocoder,47,1,4.01,,25b4e842-1e5f-444f-afa0-421144b6aff6,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,93731.90092,ArealInterpolationGeometricCentroid,Parcel,92.4852071,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.48025207,-97.12262758,Relaxed
'161,MCLENNAN COUNTY,'12,'161923,BOSQUEVILLE ISD,INDEPENDENT,7636 ROCK CREEK RD,WACO,TX,76708,7636 ROCK CREEK RD,WACO,TX,76708,(254) 757-3113,(254) 752-4909,evansda@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MR DARRELL R EVANS   ,625,'161923001,BOSQUEVILLE H S,REGULAR INSTRUCTIONAL,,7636 ROCK CREEK RD,WACO,TX,76708-7225,7636 ROCK CREEK RD,WACO,TX,76708-7225,(254) 757-3113 ext:7072,(254) 752-4909,ingramje@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MRS JENNIFER INGRAM   ,'09-12,192,Active,1970-08-31,2015-03-14T05:35:00,357,USCGeocoder,16,1,4.01,,df4c060b-3a39-43a5-9108-4c6c347d81a5,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11462.91756,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.61780502,-97.19572927,Relaxed
'161,MCLENNAN COUNTY,'12,'161923,BOSQUEVILLE ISD,INDEPENDENT,7636 ROCK CREEK RD,WACO,TX,76708,7636 ROCK CREEK RD,WACO,TX,76708,(254) 757-3113,(254) 752-4909,evansda@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MR DARRELL R EVANS   ,625,'161923041,BOSQUEVILLE MIDDLE,REGULAR INSTRUCTIONAL,,7636 ROCK CREEK RD,WACO,TX,76708,7636 ROCK CREEK RD,WACO,TX,76708,(254) 757-3113 ext:7071,(254) 752-4909,mynarcsa@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MRS SARA MYNARCIK   ,'06-08,128,Active,2013-06-26,2015-03-14T05:35:00,360,USCGeocoder,0,1,4.01,,2b473592-51a7-4aac-aee8-b7a52ba51a56,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11462.91756,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.61780502,-97.19572927,Relaxed
'161,MCLENNAN COUNTY,'12,'161923,BOSQUEVILLE ISD,INDEPENDENT,7636 ROCK CREEK RD,WACO,TX,76708,7636 ROCK CREEK RD,WACO,TX,76708,(254) 757-3113,(254) 752-4909,evansda@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MR DARRELL R EVANS   ,625,'161923101,BOSQUEVILLE EL,REGULAR INSTRUCTIONAL,,7636 ROCK CREEK RD,WACO,TX,76708-7225,7636 ROCK CREEK RD,WACO,TX,76708-7225,(254) 752-6006 ext:7019,(254) 752-4909,brayke@bosqueville.k12.tx.us,www.bosqueville.k12.tx.us,MRS KELLY BRAY   ,'EE-05,305,Active,1997-07-01,2015-03-14T05:35:00,361,USCGeocoder,0,1,4.01,,faa09a12-1311-44a4-b8a9-5575150baf9a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11462.91756,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.61780502,-97.19572927,Relaxed
'161,MCLENNAN COUNTY,'12,'161924,HALLSBURG ISD,INDEPENDENT,2313 HALLSBURG RD,WACO,TX,76705-5019,2313 HALLSBURG RD,WACO,TX,76705-5019,(254) 875-2331,(254) 875-2436,kreynolds@hallsburgisd.net,www.hallsburgisd.com,DR KENT REYNOLDS   ,159,'161924101,HALLSBURG SCHOOL,REGULAR INSTRUCTIONAL,,2313 HALLSBURG RD,WACO,TX,76705-5019,2313 HALLSBURG RD,WACO,TX,76705-5019,(254) 875-2331,(254) 875-2436,kreynolds@hallsburgisd.net,hallsburgisd.net,DR KENT REYNOLDS   ,'KG-12,159,Active,1978-09-01,2015-03-14T05:35:00,362,USCGeocoder,78,1,4.01,,829ad05c-1b1b-4bca-95e6-b31a0638531e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3040.146832,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.53786183,-96.95679426,Relaxed
'165,MIDLAND COUNTY,'18,'165802,MIDLAND ACADEMY CHARTER SCHOOL,CHARTER,500 N BAIRD,MIDLAND,TX,79701,500 N BAIRD,MIDLAND,TX,79701,(432) 686-0003,(432) 686-0845,jlankford@macharter.org,,MS JILL LANKFORD   ,441,'165802101,MIDLAND ACADEMY CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,500 N BAIRD ST,MIDLAND,TX,79701,500 N BAIRD ST,MIDLAND,TX,79701,(432) 686-0003,(432) 686-0845,jwallace@macharter.org,,JANET WALLACE   ,'PK-12,441,Active,2000-01-01,2015-03-14T05:35:00,391,USCGeocoder,63,1,4.01,,215ef49f-a4bc-4859-85a6-27a0c1b11e4d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8360.732513,ArealInterpolationGeometricCentroid,Parcel,99.15680473,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.00225963,-102.0726771,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901002,LEE H S,REGULAR INSTRUCTIONAL,,3500 NEELY AVE,MIDLAND,TX,79707-5899,3500 NEELY AVE,MIDLAND,TX,79707-5899,(432) 689-1600,(432) 689-1647,jeanette.mcneely@midlandisd.net,www.midlandisd.net,MRS JEANETTE MCNEELY   ,'09-12,2145,Active, ,2015-03-14T05:35:00,392,USCGeocoder,16,1,4.01,,2051a9d7-dd8a-437e-90b7-996fc2c3ccf3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,153128.2944,ArealInterpolationGeometricCentroid,Parcel,98.87573964,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.01307525,-102.1293801,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901003,MIDLAND H S,REGULAR INSTRUCTIONAL,,906 W ILLINOIS AVE,MIDLAND,TX,79701-6198,906 W ILLINOIS AVE,MIDLAND,TX,79701-6198,(432) 689-1100,(432) 689-1144,carlin.grammer@midlandisd.net,www.midlandisd.net,MR CARLIN GRAMMER   ,'09-12,2165,Active, ,2015-03-14T05:35:00,393,USCGeocoder,16,1,4.01,,f048a5de-bdb9-4fba-a549-2244037121e2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,58574.06992,ArealInterpolationGeometricCentroid,Parcel,99.15680473,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.99992617,-102.0848199,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901004,VIOLA M COLEMAN H S,ALTERNATIVE INSTRUCTIONAL,,1600 E GOLF COURSE RD,MIDLAND,TX,79701-2529,1600 E GOLF COURSE RD,MIDLAND,TX,79701-2529,(432) 689-5000,(432) 689-5016,david.moore@midlandisd.net,www.midlandisd.net,MR DAVID MOORE   ,'EE 07-12,170,Active,1987-07-21,2015-03-14T05:35:00,394,USCGeocoder,47,1,4.01,,18165c2b-88b4-475b-b7a8-3dce844772a1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,33901.64541,ArealInterpolationGeometricCentroid,Parcel,99.15680473,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.01871067,-102.0599896,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901041,ALAMO J H,REGULAR INSTRUCTIONAL,,3800 W STOREY AVE,MIDLAND,TX,79703-5599,3800 W STOREY AVE,MIDLAND,TX,79703-5599,(432) 689-1700,(432) 689-1712,leann.dumas@midlandisd.net,www.midlandisd.net,MS LEANN MAXWELL DUMAS   ,'07-08,791,Active, ,2015-03-14T05:35:00,397,USCGeocoder,47,1,4.01,,a8f4316f-16b2-42df-b22c-833bff4ec7a6,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,83134.93589,ArealInterpolationGeometricCentroid,Parcel,94.73372781,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.99434929,-102.1318041,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901042,LEE FRESHMAN H S,REGULAR INSTRUCTIONAL,,1400 E OAK AVE,MIDLAND,TX,79705-6899,1400 E OAK AVE,MIDLAND,TX,79705-6899,(432) 689-1250,(432) 689-1253,bobby.stults@midlandisd.net,www.midlandisd.net,MR BOBBY STULTS   ,'09,792,Active, ,2015-03-14T05:35:00,398,USCGeocoder,31,1,4.01,,5f0d3435-799d-4978-b5bb-96cd4aa23ed4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,73242.53948,ArealInterpolationGeometricCentroid,Parcel,98.87573964,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.02431012,-102.0652768,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901045,SAN JACINTO J H,REGULAR INSTRUCTIONAL,,1400 N N ST,MIDLAND,TX,79701-4048,1400 N N ST,MIDLAND,TX,79701-4048,(432) 689-1350,(432) 689-1385,deborah.kendrick@midlandisd.net,www.midlandisd.net,MRS DEBORAH KENDRICK   ,'07-08,709,Active, ,2015-03-14T05:35:00,400,USCGeocoder,16,1,4.01,,6dc88f56-c03f-449e-a83f-bcee0b312a7b,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,31468.5205,ArealInterpolationGeometricCentroid,Parcel,99.15680473,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.00748148,-102.1019767,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901046,GODDARD J H,REGULAR INSTRUCTIONAL,,2500 HAYNES AVE,MIDLAND,TX,79705-3399,2500 HAYNES AVE,MIDLAND,TX,79705-3399,(432) 689-1300,(432) 689-1321,shelly.king@midlandisd.net,www.midlandisd.net,MRS SHELLY KING   ,'07-08,1051,Active, ,2015-03-14T05:35:00,401,USCGeocoder,16,1,4.01,,ec4b8485-b6ee-455c-959e-46f2aab4286b,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,71445.02777,ArealInterpolationGeometricCentroid,Parcel,92.95857988,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.03004509,-102.117044,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901047,ABELL J H,REGULAR INSTRUCTIONAL,,3201 HERITAGE BLVD,MIDLAND,TX,79707-5001,3201 HERITAGE BLVD,MIDLAND,TX,79707-5001,(432) 689-6200,(432) 689-6217,jenifer.neatherlin@midlandisd.net,www.midlandisd.net,MS JENIFER NEATHERLIN   ,'07-08,1012,Active,1993-07-01,2015-03-14T05:35:00,402,USCGeocoder,47,1,4.01,,691187df-7611-495f-99e0-fac800e5889b,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,127845.0539,ArealInterpolationGeometricCentroid,Parcel,98.87573964,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.0093655,-102.162645,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901101,BONHAM EL,REGULAR INSTRUCTIONAL,,909 BONHAM ST,MIDLAND,TX,79703-5565,909 BONHAM ST,MIDLAND,TX,79703-5565,(432) 240-6000,(432) 689-1776,juan.dominguez@midlandisd.net,www.midlandisd.net,MR JUAN DOMINGUEZ   ,'EE-06,852,Active, ,2015-03-14T05:35:00,403,USCGeocoder,31,1,4.01,,a91a397c-b227-44da-8df7-5c3d106b14ab,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28512.9873,ArealInterpolationGeometricCentroid,Parcel,98.87573964,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.99509764,-102.1289044,Relaxed
'165,MIDLAND COUNTY,'18,'165901,MIDLAND ISD,INDEPENDENT,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,ryder.warren@midlandisd.net,www.midlandisd.net,DR RYDER WARREN   ,24369,'165901104,BURNET EL,REGULAR INSTRUCTIONAL,,900 S RAYMOND RD,MIDLAND,TX,79703-7068,900 S RAYMOND RD,MIDLAND,TX,79703-7068,(432) 240-6200,(432) 689-1783,lety.amalla@midlandisd.net,www.midlandisd.net,MS LETY AMALLA   ,'EE-06,659,Active, ,2015-03-14T05:35:00,404,USCGeocoder,31,1,4.01,,608c9d68-9727-443a-8f05-0c2c4d56cc84,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20214.15925,ArealInterpolationGeometricCentroid,Parcel,94.73372781,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.97719208,-102.1240426,Relaxed
